gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
PUF60	12.2824	12.7277	12.8857	12.5606	12.3078	12.6567	
DHRS7	8.4209	8.0742	8.5451	8.7123	8.7644	9.2643	
PAF1	9.5147	9.5093	9.397	9.4339	9.7227	9.2031	
ARID5B	8.1507	7.9608	8.111	8.1898	8.4334	8.4295	
POLR1C	9.3363	8.9738	8.8761	8.9956	8.8909	8.8073	
PAK1	7.0718	6.8722	7.0852	7.1124	7.5307	7.2796	
RUVBL1	11.5992	11.5695	11.3288	11.6721	10.3232	11.0176	
AKT1	9.4965	9.5479	9.6114	9.5522	9.1595	9.7623	
CDC42	10.7304	11.2532	11.7401	11.463	10.826	11.5196	
IGHMBP2	6.4655	6.333	6.2086	5.9957	5.8337	6.2752	
SENP6	9.4823	9.411	9.0982	8.8999	9.6228	8.9656	
ADO	6.5949	6.7944	6.4473	6.4625	5.6242	6.2809	
HSPB1	11.6721	11.8044	11.5786	11.5662	12.243	12.0421	
EBP	8.243	8.6394	8.6698	8.6462	8.663	8.609	
TCTN1	7.0504	6.3798	5.9703	6.309	5.9467	6.2737	
AKR7A2	10.9272	11.475	11.6061	11.1196	11.9316	11.749	
CASK	6.2086	6.1345	6.4006	6.5314	6.6074	6.2837	
PPP2R5E	9.7471	9.0619	9.0589	8.8124	9.4813	9.3871	
RRP8	6.5768	7.1652	6.8184	6.5675	5.9762	6.5314	
LAMA3	4.6874	4.2492	4.7519	4.5827	5.2307	4.31	
PIK3C3	7.4723	7.2649	7.267	7.5726	7.9172	7.6184	
BHLHE40	3.6626	3.6595	5.1501	3.9334	4.83	4.0282	
CCNE2	6.3373	6.2518	3.6235	6.7275	3.4671	5.2355	
BDH1	8.1219	8.4081	8.471	8.3247	8.7734	8.2132	
FEZ2	5.3246	5.6603	5.6443	5.5406	4.97	5.8022	
IKBKAP	8.7357	9.3427	9.5908	8.8564	8.3937	8.7864	
SH3BP5	5.6698	4.9137	4.9612	5.6289	6.6342	5.6432	
PPP2R5A	10.31	10.5399	10.317	10.2297	10.7044	10.2017	
SGCB	6.7903	6.0982	5.475	5.6129	5.2355	5.5546	
EML3	9.2859	8.6121	8.6479	8.5331	8.2752	8.7137	
ENOPH1	11.8219	11.9321	11.7688	11.6491	11.46	11.7944	
BIRC5	11.7997	12.1211	12.0006	11.6061	9.7201	10.85	
CNOT4	6.3754	6.5621	6.6929	6.6208	6.5352	6.3572	
EPRS	10.2876	10.6012	10.771	10.6012	11.123	10.5494	
SNAP25	5.1285	4.2492	4.3683	3.9748	4.3915	4.0988	
JMJD6	11.2913	11.3498	10.9005	10.7469	10.6829	10.7435	
PAX8	5.1097	5.0177	5.169	5.6524	6.3372	5.5136	
CBLB	5.8253	5.9467	5.8375	5.8151	7.6135	6.108	
SLC35F2	10.205	10.4321	10.4634	10.2175	9.4137	10.0918	
ANO10	5.2449	5.2477	5.2107	5.1655	6.2086	5.7871	
PDS5A	9.087	9.59	9.6259	9.2767	9.2438	9.307	
DFFB	6.9629	6.8329	6.9014	6.8327	6.6344	6.5948	
STUB1	12.9026	12.9875	12.7416	12.5732	13.0263	12.9378	
PGAM1	12.2537	12.343	12.339	11.9744	11.1678	12.0421	
TGFB3	4.6141	4.9331	4.4081	4.7711	5.1713	4.6547	
BAD	8.4631	8.8017	8.9982	8.7485	8.9786	8.7706	
XBP1	9.9212	9.9735	10.1722	10.2329	11.0413	10.2529	
NMT1	8.7227	8.4015	8.7213	8.3466	8.3527	8.3307	
PSMD10	8.2032	8.9734	8.0575	7.9332	7.9173	8.7507	
ARFIP2	11.5467	11.6721	11.4701	11.584	11.5992	11.4491	
RAB11FIP2	6.6841	6.4972	6.1398	6.529	6.9097	6.6131	
FPGS	9.4326	9.9771	9.4371	9.4924	9.7031	8.9786	
STAMBP	8.6913	8.5865	8.6798	8.9021	9.104	9.1092	
PRKX	6.8082	6.972	6.8834	7.358	6.9632	7.2952	
RNH1	11.0673	10.5643	10.7727	10.9582	10.6934	10.9484	
ATG3	9.0774	9.4	9.5987	9.4371	8.7864	9.1519	
FAH	7.3891	7.8044	7.3524	7.1292	6.307	6.8624	
NCK1	7.5448	9.6132	7.5325	9.5765	9.8989	7.8137	
PLP2	8.8488	7.4808	8.7272	7.9828	8.068	9.4066	
CFLAR	7.008	6.981	7.1059	6.8722	6.8239	6.9629	
SOX4	7.5253	7.8052	7.6682	8.2117	10.1154	8.1157	
HEATR1	9.4392	9.9974	9.9735	9.9032	9.2019	9.688	
TESK1	8.9304	7.5121	8.0226	9.2996	9.8308	8.9348	
HN1L	9.106	9.4152	9.5326	9.6351	8.9215	9.2038	
WDR7	7.2202	8.1303	6.8001	7.6343	7.0458	6.9996	
AKAP8	8.267	8.772	8.4229	8.6922	8.2032	8.5246	
RRAGA	8.909	8.1697	8.5806	8.3476	8.9858	9.0619	
ELOVL6	9.5093	9.1716	9.2767	9.4467	8.9816	9.4519	
SLC1A4	4.7471	4.3612	4.7519	4.372	4.7276	4.4977	
ACBD3	6.6965	7.0458	7.0528	7.0504	7.6452	7.8861	
GRWD1	8.902	9.0384	8.6293	7.9338	7.1289	8.0908	
PMAIP1	5.6698	6.574	5.0493	6.3964	5.851	5.2529	
STAT1	8.4278	8.2672	8.614	8.5525	7.6051	8.4583	
FOXJ3	8.4134	8.4893	9.3208	8.311	9.202	8.6684	
TWF2	8.5351	8.9035	8.8613	8.8454	8.9516	9.1144	
HDAC6	7.6304	8.6306	8.4664	8.253	9.4068	8.2467	
MTERFD1	9.1844	9.1269	9.5397	8.8621	8.4461	9.4068	
CCND1	4.3504	4.7471	5.0177	4.6727	4.0282	4.619	
CHIC2	7.1172	7.6205	7.5991	7.108	8.4021	7.9314	
PXN	11.8843	11.6608	11.8284	12.1168	11.363	11.8284	
USP7	7.2959	7.6133	7.4317	6.9774	5.8721	7.0302	
NOSIP	8.6143	8.9493	8.809	8.7841	9.5373	9.0681	
PHKB	8.0868	7.9446	8.099	8.3407	8.0484	8.2948	
DLD	11.0293	11.4333	11.6499	11.5364	10.9273	11.5662	
NFKBIB	7.4957	7.454	6.9675	6.8031	8.0226	7.2246	
CASC3	9.2957	9.3031	9.3493	8.6994	8.9627	8.982	
IDE	5.7723	6.36	6.1238	6.3172	5.9478	6.1445	
CD40	9.662	8.1188	9.3507	8.9632	9.2409	9.0827	
MLEC	13.2029	13.2179	13.2495	13.1291	13.2495	13.1544	
GLI2	5.1707	5.0124	4.8118	5.2949	5.3159	4.7218	
PRPF4	8.989	8.9048	8.684	8.6874	7.1289	8.3499	
MELK	10.4634	10.6265	10.7072	10.5715	8.2071	10.1677	
USP22	11.3543	11.7855	11.9097	11.8151	12.2776	11.9846	
DAXX	8.5633	8.7288	8.6962	8.9539	9.19	9.0532	
TMED10	10.5399	10.8296	10.9709	10.7458	10.5963	10.7304	
CHERP	9.0352	8.9772	8.806	8.9261	8.4015	9.1743	
SMAD3	8.1306	8.1973	8.7862	8.4229	9.2444	8.8135	
OXA1L	10.612	11.4044	11.264	11.1434	11.772	11.2376	
PIK3CA	9.8361	8.505	8.8464	9.7966	8.8857	8.8686	
SNX7	9.3779	9.3293	9.5646	10.1947	9.5266	9.809	
TRAPPC6A	9.7264	9.0437	9.087	9.3239	9.9376	9.4887	
ATP2C1	9.61	9.7876	9.4009	9.3459	9.444	9.5291	
CDCA4	6.947	7.282	7.3854	7.3852	5.5727	6.5826	
TBC1D9B	7.7409	8.2875	8.4314	8.4091	7.5939	8.4965	
USP14	8.242	7.9138	8.2494	8.4134	7.9338	8.1831	
APPBP2	6.3702	6.4659	6.6791	6.5552	7.0718	6.7603	
CDC20	13.2739	13.4485	13.4485	13.3864	12.4372	12.969	
NARFL	9.0384	7.9985	8.1	9.1163	8.311	8.1919	
RPS6	14.4074	14.4074	14.529	14.5231	14.529	14.5231	
DDX42	7.8605	8.2454	8.253	8.1919	8.357	8.3476	
ECH1	11.8713	12.0611	12.1625	12.2335	12.5125	12.3949	
HDAC2	11.0907	11.0176	10.917	10.8658	10.6152	10.9842	
IKBKE	5.6443	5.5065	6.3826	6.0613	5.5224	5.8151	
CCL2	5.9428	5.3597	5.5707	5.5285	5.6167	5.9202	
DFFA	9.0437	8.3092	8.1427	9.3385	8.7543	8.419	
MRPL19	10.9054	11.1057	11.0413	10.8032	10.2216	10.6265	
WDTC1	7.7781	7.9124	8.1651	8.3988	9.7244	9.0003	
PLSCR3	8.4337	8.2329	8.2926	7.7834	8.6232	8.0546	
SUZ12	11.7786	11.837	11.7084	11.48	11.3085	11.4158	
CSNK2A2	8.3222	7.4546	7.3443	8.3522	8.5903	7.7118	
H2AFV	8.3428	8.5078	9.3097	8.7469	7.4015	8.1171	
NUSAP1	10.6455	10.7179	10.9952	11.2657	9.5675	10.4376	
TICAM1	6.1087	6.5897	5.8451	5.9821	6.5146	6.2974	
FAM69A	9.686	7.5206	8.3307	8.552	9.4637	9.3412	
KIAA0100	8.5897	8.4351	8.3522	8.052	8.6714	8.1973	
PAICS	8.6061	9.1116	8.5685	8.513	5.9909	7.5624	
SRC	7.8223	9.3528	7.0503	6.6287	7.6793	6.8789	
BMP4	10.6568	10.6152	11.1915	11.3936	12.2163	11.7133	
CDK2	9.0861	9.1346	9.2834	9.3291	8.5426	8.8277	
EDN1	9.1172	9.0224	9.1269	9.7154	10.2297	10.0043	
XPO7	8.3092	9.0603	8.6061	8.3231	8.3231	8.206	
FAIM	7.3483	7.3063	7.1006	8.2073	7.5355	7.4205	
KIAA0494	9.7031	9.4386	9.6441	9.979	10.1947	9.7792	
PXMP2	10.281	10.9115	10.6016	10.8296	9.8104	10.6189	
SQSTM1	12.5791	12.5889	12.7277	13.0263	14.1402	13.3864	
HIF1A	11.9817	11.5958	11.8219	11.73	12.1375	11.8388	
TIMM17B	11.3808	11.463	11.7969	11.2354	11.7556	11.3039	
STXBP2	8.6962	8.8651	8.4672	8.2073	9.8525	8.902	
WRB	6.0382	6.1136	6.1293	5.8337	5.8971	6.2974	
ETFB	12.4724	12.8456	12.5454	12.6966	12.4724	12.8318	
MNAT1	7.515	7.574	7.7532	7.4812	7.0552	7.4137	
CAMSAP2	9.8692	8.6714	8.892	10.6568	9.7364	9.6598	
HPRT1	10.1947	10.9724	10.7664	10.4273	7.8223	10.1597	
ARNT2	12.0907	9.7876	10.3287	11.6832	12.2201	11.5695	
RRS1	9.5813	8.2652	8.3476	8.5588	6.7603	7.7068	
ADAT1	6.4812	6.6357	6.7821	8.1726	6.9065	6.9473	
SPAG7	8.7706	8.6441	8.7954	8.8073	9.7654	9.0352	
MAPK1IP1L	9.8139	8.7909	8.7778	8.9516	8.5662	8.9816	
SCAND1	8.8461	10.7386	10.1977	10.461	11.9097	11.4627	
MFSD10	11.4092	11.9624	11.8402	11.8757	11.7241	11.9817	
MSH6	9.5638	9.6749	9.9636	9.9555	8.0468	9.6228	
COPS7A	11.3288	10.7775	10.961	11.1998	11.3258	11.084	
UBE2C	12.3078	12.3227	12.6291	12.5125	10.5032	12.0571	
FIS1	10.0753	9.9757	9.8649	9.9018	9.3685	10.4922	
HS2ST1	7.0916	6.9158	7.1189	7.0253	6.7048	6.7711	
NUDT9	8.5766	8.8239	9.0271	9.4137	9.262	9.3427	
TXLNA	10.6265	11.0914	11.1434	11.025	11.3113	11.0586	
CSRP1	11.6975	12.2163	12.2896	12.2896	11.1021	12.3992	
DNAJB1	9.6494	9.7132	9.8121	9.8015	9.4486	9.9252	
METRN	6.8419	7.0254	6.9212	6.7356	6.295	6.5937	
TOPBP1	8.7644	8.6195	9.0618	9.1558	8.2829	8.4418	
ABCF1	10.7745	10.355	10.0614	9.8514	9.8569	9.9021	
TCTA	9.2438	9.2869	9.4413	9.5292	9.2221	9.5568	
LGMN	7.7257	7.9576	8.0448	8.5321	8.7914	8.5524	
TLK2	8.5281	8.8056	9.119	7.9534	8.5346	9.0774	
KIAA1033	8.7166	8.9367	9.3581	9.1933	8.9367	9.3714	
PTGS2	6.6493	6.9504	6.8368	7.0818	6.6816	7.4033	
DNAJB6	10.5935	10.0344	10.3026	11.4092	11.5786	10.8304	
PLA2G4A	11.6846	10.3843	10.6455	10.5589	11.3376	11.2703	
MAT2A	11.8388	12.0006	12.0421	11.8535	11.8388	12.0006	
TLR4	6.0406	6.3622	6.0948	5.9703	6.0484	5.9765	
HMGCS1	11.7541	11.7944	11.5554	11.1867	12.9378	12.2896	
MBTPS1	7.6812	7.5452	7.6132	7.6004	7.9537	7.7174	
SPRED2	10.9582	10.3232	10.3232	11.1264	10.9842	6.1345	
ZNF274	6.9473	6.6203	7.3063	6.3208	6.6499	9.1132	
CLIC4	11.4333	11.3225	11.48	11.4044	12.103	11.3754	
MAP7	8.8579	9.1933	9.1346	8.7578	8.684	8.6798	
CHAC1	8.8229	8.8385	9.3412	10.26	10.1286	8.8886	
EIF4G1	9.0436	8.892	8.3952	8.5903	8.3075	8.4575	
BTK	4.0988	4.1596	3.8858	3.7017	4.0009	3.787	
GNAS	13.0398	13.1031	13.1788	13.4829	13.2739	13.2495	
MYL9	5.8576	5.5707	5.6323	7.0852	6.7661	5.5891	
TEX10	7.6334	8.3543	7.9358	8.2541	7.2524	8.2306	
PSMD2	11.8535	11.6101	11.5336	11.5246	11.6499	11.5863	
ZNF586	6.3833	6.478	6.6237	5.9497	6.5309	6.5439	
CLTC	11.5695	11.772	11.5662	11.4158	11.3543	11.5912	
IKZF1	4.5858	4.793	4.6282	4.6085	4.6765	4.3238	
APBB2	6.5634	7.0955	5.9428	6.6131	7.7068	6.959	
HSD17B10	10.9482	10.8646	10.8646	10.612	10.5784	10.5589	
RNF167	9.9613	10.5235	10.0402	10.0308	10.1462	9.6996	
STX1A	7.9501	8.6888	8.4388	8.5884	9.1833	8.5078	
ALDOA	8.8686	9.3738	9.0632	9.08	8.6201	8.601	
EPHA3	6.2456	5.2307	4.8111	6.2507	5.2636	4.8894	
STAT5B	4.2365	4.5685	4.2235	4.263	4.372	4.2882	
TXNDC9	9.1816	9.7295	9.7685	10.0622	8.8613	9.7992	
CCNA2	10.4167	10.8655	10.8754	10.5963	8.2991	9.8525	
VGLL4	8.3307	8.2948	8.3188	8.5212	8.6108	8.4126	
CASP10	7.1017	6.5439	6.7095	7.3904	7.1636	7.3034	
SDHB	11.8151	11.9484	12.1882	12.1882	11.6101	11.9624	
ETS1	6.4318	5.4808	6.2456	6.5043	6.9632	5.6323	
YTHDF1	9.0037	9.007	9.1087	8.8849	8.8464	8.8725	
FOXO4	7.334	7.7404	7.7388	8.1082	9.9376	8.5733	
LSM5	12.4372	12.5937	12.4007	11.9817	11.7133	12.3132	
TOMM34	9.8451	10.4634	9.9477	10.3118	9.9301	9.9351	
ZMYM2	10.317	9.781	10.1378	9.7736	11.1057	10.771	
CHMP6	5.2224	4.619	5.0445	5.0445	4.7571	5.2262	
KIAA0907	8.8199	9.0959	8.9848	9.201	9.4701	8.9328	
CASP7	8.4372	8.7485	9.1226	8.5964	9.0613	9.0224	
HK1	7.7118	7.8877	7.5938	7.4047	7.0035	7.3139	
PAPD7	10.3485	9.2977	9.2118	10.6586	10.1014	9.5954	
PIGB	8.7574	8.8056	8.4823	8.5426	8.1776	8.9697	
CHEK2	9.0774	9.3825	9.0971	9.0479	7.3034	8.4015	
PLOD3	12.1882	12.2824	12.1606	12.277	12.3642	12.0878	
ACD	8.7074	7.6118	7.5187	7.2246	8.5738	8.4851	
TRAK2	7.3442	7.9813	7.9503	7.4937	7.8636	7.6736	
SUPV3L1	10.0222	8.8464	9.5908	10.341	10.2274	9.6519	
VAPB	8.8489	9.2643	9.0972	9.08	8.8513	9.051	
GPATCH8	7.4383	7.7284	7.8223	7.4782	7.5032	7.3084	
HSPD1	11.3376	12.0009	11.8319	11.5554	10.5688	11.0739	
BUB1B	10.9273	10.7435	10.4643	11.5306	10.1862	10.1947	
TGFBR2	6.6157	7.0984	6.8555	6.8101	7.0767	6.4749	
MRPL12	12.642	13.2836	13.0105	12.5937	11.5522	12.6158	
NOTCH1	9.287	8.8801	8.35	8.4295	9.4019	8.8327	
PNP	11.363	11.4789	11.3543	11.3427	10.377	11.2176	
SHC1	8.6679	8.1973	8.4575	8.1605	9.2675	8.5685	
ARPP19	9.0619	9.688	9.4339	9.5164	9.3871	9.4068	
CEBPA	6.1084	6.529	6.4132	6.8659	7.8956	6.8918	
PSMF1	9.8015	9.3208	8.7328	8.8928	9.3293	8.8566	
RTN2	10.2735	8.6922	9.3528	10.511	10.7613	10.0402	
NPEPL1	7.2434	7.334	7.2415	7.3306	7.8765	7.4937	
USP1	7.7615	8.2283	8.5239	8.3093	6.1605	7.9795	
RPA1	10.7849	10.6659	11.0376	10.7935	9.9475	10.6397	
SIRT3	4.9117	5.0087	4.7519	4.4766	5.0093	10.1025	
KLHDC2	10.767	10.8389	10.9374	11.6377	11.385	11.1678	
UBQLN2	8.0205	7.9918	8.2152	8.1664	8.3999	8.1753	
DMTF1	7.4729	7.2545	7.4618	8.3645	7.3188	7.483	
SCARB1	8.6253	8.2838	8.6997	7.8555	7.8578	8.3205	
CLPX	9.1418	9.2513	9.4856	9.1822	9.4646	9.257	
TPM1	9.69	9.711	9.9124	10.14	10.895	10.5639	
TM9SF2	9.2643	9.6996	9.878	9.6437	9.9235	9.7359	
TXNL4B	8.0448	7.569	7.7315	7.7246	7.9811	7.7529	
ATF6	8.068	8.2991	8.3916	8.1283	8.9892	8.3205	
PRR15L	7.3084	7.3854	7.322	7.3188	8.1639	7.5939	
NUP88	10.7613	10.9881	10.7775	10.4056	9.7132	10.439	
ST6GALNAC2	5.337	5.4305	5.1391	5.404	5.9957	5.5406	
ADH5	9.9577	10.2817	10.288	10.0527	9.7807	10.0518	
FUT1	8.5701	7.4008	7.5032	8.7884	7.8768	7.7022	
GOLT1B	10.7664	11.1006	10.8553	10.9013	10.9415	10.8389	
PRUNE	5.6194	5.6443	5.2844	5.239	4.9972	5.3415	
PPOX	9.4581	7.5894	8.1753	9.4595	8.4162	8.9675	
SYPL1	12.78	12.8857	12.8821	12.7568	12.5791	12.78	
CANT1	11.4361	11.34	11.4336	11.5042	11.3754	11.4445	
ZNF451	8.5544	8.3231	8.552	8.5777	8.7272	8.7396	
HOMER2	6.8918	6.2974	6.1398	6.7851	6.0587	5.9854	
RALB	10.6928	10.7553	10.826	10.7849	10.7349	10.7469	
CLTB	9.2293	9.7199	9.5476	9.1551	9.4339	9.1976	
TRIM13	8.3591	8.2139	7.623	10.1106	8.5153	8.1107	
FBXO7	7.4808	7.5307	7.3084	7.2308	7.7556	7.3696	
PHKA1	7.3669	6.9978	6.9471	7.1942	6.8329	7.5549	
CYCS	11.4201	11.4988	11.2913	10.8655	10.0571	11.0075	
PPARD	6.5937	6.2319	6.2611	6.1548	6.5634	6.4625	
ENOSF1	6.5937	7.5448	7.5048	7.1041	5.9285	6.8101	
MAP4K4	6.0484	5.6272	5.7128	5.423	5.7899	5.7706	
PAN2	6.0669	4.1125	4.4276	5.5461	6.0782	5.6272	
STAT3	3.9435	5.2949	5.1285	4.4081	4.3913	4.4215	
LIG1	9.7508	10.0614	9.9124	10.0853	8.2663	9.3558	
PPIC	8.9982	9.5704	10.0786	9.3685	10.4859	10.3026	
EIF5	9.7138	10.2484	10.1147	10.0591	9.8971	10.0622	
GNB5	7.6445	7.4096	7.5653	7.9503	8.9304	8.1455	
GNAI1	4.6001	5.2787	4.8941	4.9137	5.4392	5.0556	
INSIG1	9.2313	9.3291	9.5813	9.7582	11.4988	9.9902	
DNMT3A	8.371	7.0752	7.168	8.9517	8.3624	7.7351	
TM9SF3	10.1879	10.3606	10.3002	10.6618	10.5847	10.5754	
CCDC86	10.7929	10.6652	10.5715	10.1665	9.3145	9.7543	
HIST2H2BE	6.6493	5.7157	6.2518	6.7471	7.7291	7.6428	
S100A4	13.4329	13.5255	13.6552	13.6617	13.6552	13.6552	
SLC25A14	6.4562	6.4093	6.3131	6.3469	6.5817	6.3372	
KTN1	10.2084	9.9622	9.8573	10.0437	10.2672	9.7249	
TBXA2R	6.1605	5.9783	6.064	6.5621	6.2837	5.8082	
ARHGAP1	9.6545	9.5716	9.6131	9.8585	10.1677	10.0497	
FBXO11	5.257	5.0497	5.1047	5.2389	5.0177	5.1341	
HERPUD1	8.5605	8.0423	8.3247	8.6348	9.9448	8.7763	
LPAR2	7.0302	6.2965	7.1215	7.2593	7.4569	6.9363	
COASY	7.4918	7.8632	7.9243	7.765	8.0575	7.7532	
RPL39L	3.5494	3.6259	3.6595	3.5096	3.6595	3.8441	
BPHL	8.0908	7.1289	7.6343	7.196	7.5692	7.8604	
RASA1	8.7819	8.7553	8.476	8.4337	8.0375	8.3624	
ATMIN	6.926	7.1419	7.0955	6.9547	7.1746	7.3063	
MAPKAPK3	6.2276	6.0221	6.1935	6.0782	6.0613	6.1992	
CASP3	9.3714	8.9858	9.1529	9.5483	8.8001	8.8801	
