gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
TSEN2	7.5408	7.826	8.1279	7.9476	7.1404	7.9792	
RPN1	12.2299	11.8772	12.0715	11.908	12.0807	11.6287	
SUV39H1	7.8532	8.3599	8.108	7.8956	6.07825	7.4063	
C2CD2L	6.2599	6.18305	7.4925	6.5405	8.54645	7.11075	
LYPLA1	8.964	8.8208	9.1746	8.8963	6.2963	7.962	
BIRC2	10.5693	10.1103	9.7838	9.5998	9.0076	9.424	
GABPB1	8.1308	7.91745	7.9307	8.2344	7.1944	8.05805	
MAP2K5	7.0139	7.9045	6.4868	6.8899	6.5306	6.5809	
POLR2K	8.5132	9.02215	9.5696	10.217	9.17215	10.0357	
PTK2B	7.8646	6.69345	7.0175	7.1534	8.2917	7.28975	
PUF60	11.9162	10.4568	12.1025	12.7037	10.0271	12.1912	
DHRS7	6.5647	9.0308	8.9656	9.1622	9.6139	9.4113	
PAF1	9.5589	9.67745	9.9007	9.584	9.22135	9.84995	
ARID5B	7.207	6.40625	6.2691	6.1277	7.5268	7.20825	
POLR1C	9.2066	9.029	9.0435	8.9161	8.7122	9.10235	
PAK1	7.4429	6.74095	6.1363	6.0908	5.5053	5.7873	
RUVBL1	9.6991	9.3597	10.1099	10.1136	9.4058	9.9067	
AKT1	10.6574	10.3839	10.495	10.2512	10.265	10.5903	
CDC42	9.0358	9.6071	11.3194	10.8666	8.639	11.3547	
IGHMBP2	6.8312	6.90745	6.7161	7.2268	6.8227	7.30995	
SENP6	8.5982	8.98675	8.8199	8.8116	9.0377	8.92185	
ADO	6.9934	7.4867	7.4449	7.2302	7.50935	7.5764	
HSPB1	11.4951	12.2285	12.1963	12.2197	13.39	12.0278	
EBP	7.105	8.50015	9.6002	9.4923	8.82775	9.9599	
TCTN1	6.0888	7.25965	6.3412	6.5254	7.7899	6.5713	
AKR7A2	10.8675	11.1018	10.968	10.5442	10.2913	10.5905	
CASK	7.7844	7.4732	7.8163	9.1028	8.4357	8.8401	
PPP2R5E	12.1403	10.6842	8.997	9.1322	8.70805	9.6163	
RRP8	6.279	6.64115	7.1597	7.089	6.98205	6.6903	
LAMA3	4.5892	5.1676	6.3264	5.736	4.6133	5.33915	
PIK3C3	8.4304	8.36395	8.3254	8.6483	9.09755	9.1109	
BHLHE40	5.4757	5.35285	5.8128	5.4318	5.28165	5.99675	
CCNE2	8.5143	6.52645	7.3323	5.1422	6.64835	5.09775	
BDH1	6.9112	7.4529	8.3053	8.1831	9.02265	7.96775	
FEZ2	6.7499	6.9155	7.3174	7.0788	7.22485	6.69155	
IKBKAP	9.2683	9.1481	8.9866	9.0813	8.08775	9.65295	
SH3BP5	6.279	7.07305	6.0935	7.0451	7.23195	7.2069	
PPP2R5A	5.9166	7.36335	8.5488	8.034	8.14405	8.342	
SGCB	8.5538	8.12475	7.3639	7.2226	6.2394	7.7706	
EML3	7.6059	7.32465	7.2745	7.4189	7.3596	7.22315	
ENOPH1	9.7165	11.247	11.1288	10.833	10.3608	10.9849	
BIRC5	9.9139	10.7893	10.955	10.8486	9.99765	10.6602	
CNOT4	7.6059	7.4941	6.9538	7.1871	7.46575	7.3651	
EPRS	7.5463	8.38945	9.5898	9.8775	9.47195	9.5942	
SNAP25	5.4318	5.8168	9.2953	9.4424	7.69905	7.03865	
JMJD6	10.5008	10.9277	10.704	10.5008	11.3188	10.9305	
PAX8	6.518	5.74965	5.729	6.6149	6.29515	6.3937	
CBLB	6.0978	5.9944	6.364	7.0427	8.1295	7.48645	
SLC35F2	10.0582	10.1933	9.584	10.1811	8.8168	9.7518	
ANO10	7.8821	7.66165	8.2604	8.8383	8.8809	8.16605	
PDS5A	8.0381	9.48925	9.6712	8.7301	7.68415	9.35185	
DFFB	5.7944	6.5848	5.7557	6.1985	5.72455	6.0889	
STUB1	11.6036	12.0562	12.4083	12.0194	12.3801	12.177	
PGAM1	13.3239	13.475	13.4478	13.6259	13.2903	13.5581	
TGFB3	4.9059	5.04995	5.5516	4.7507	5.76415	5.12505	
BAD	7.8372	8.56115	10.4479	10.839	9.685	10.7768	
XBP1	7.8978	7.73805	8.1167	7.9717	8.56455	8.0072	
NMT1	7.5819	7.2743	8.4685	8.3598	8.0127	7.70975	
PSMD10	6.2647	7.8374	7.7191	7.3548	6.61955	8.6889	
ARFIP2	9.79	9.33335	9.9704	10.0806	10.6859	10.1937	
RAB11FIP2	7.1972	8.03055	7.4643	7.5671	7.58775	7.2817	
FPGS	7.2322	8.8707	8.5691	8.4871	7.70855	9.093	
STAMBP	8.4307	9.2346	9.4412	9.7574	9.5781	9.26835	
PRKX	6.9613	7.1738	6.7806	5.9963	7.05555	6.73005	
RNH1	10.2861	10.9176	11.2862	10.9474	12.2503	10.7722	
ATG3	6.7113	9.07825	8.6856	8.409	8.89395	8.9386	
FAH	8.2396	7.9013	9.3496	9.1075	7.59625	8.8225	
NCK1	8.7503	8.73675	9.18	9.5898	9.45105	9.4779	
PLP2	9.717	10.1181	10.04	10.5976	10.1063	10.2723	
CFLAR	8.6189	8.74955	8.3784	8.8963	7.84395	8.85935	
SOX4	5.7534	5.7265	6.1842	6.5618	8.60075	6.77255	
HEATR1	8.7931	8.0888	10.3435	10.1951	9.7877	10.2912	
TESK1	9.7254	8.40415	8.4049	8.5555	10.118	8.65805	
HN1L	8.7601	8.04335	9.6474	9.3163	8.90285	9.6003	
WDR7	6.3511	5.9372	6.4433	6.6301	6.38345	6.03805	
AKAP8	8.0364	7.0306	8.24	8.4018	8.1828	9.03345	
RRAGA	8.1326	9.06455	9.0958	9.0577	9.8712	9.1436	
ELOVL6	8.5469	10.0031	10.0913	9.9926	10.5177	10.6726	
SLC1A4	4.8338	5.42395	4.7507	5.1817	5.62385	5.127	
ACBD3	7.8761	7.9421	7.8358	8.1445	9.3329	8.65565	
GRWD1	7.9456	8.54705	7.7931	8.25	6.65225	8.19855	
PMAIP1	10.0652	8.2242	10.1136	10.2959	8.74085	10.3279	
STAT1	6.9485	8.66625	8.5936	8.3492	6.9788	8.2457	
FOXJ3	7.8087	8.85225	8.7006	8.9964	8.27255	8.93315	
TWF2	7.9296	7.6951	9.1112	9.0849	8.0317	9.4689	
HDAC6	8.587	9.6104	9.2962	9.5318	10.3109	9.6298	
MTERFD1	10.3418	9.90975	9.4544	9.9055	8.4231	9.97115	
CCND1	6.6354	5.65495	7.4044	6.9538	6.0153	7.22895	
CHIC2	9.7676	9.5059	9.2213	8.9993	8.3415	9.1979	
PXN	11.8507	12.0486	12.0204	12.2422	12.2423	12.0621	
USP7	6.397	6.4089	6.5953	7.0175	6.0619	6.32615	
NOSIP	6.6947	7.0466	8.8471	8.7651	9.15905	9.0294	
PHKB	8.5328	7.17895	7.1211	8.5422	7.2984	7.4773	
DLD	9.0128	9.0726	10.9795	10.7307	8.6874	11.0585	
NFKBIB	6.5798	7.20745	5.9203	6.3215	7.34935	6.11405	
CASC3	7.3075	8.60965	8.5572	8.8207	8.79765	9.3434	
IDE	6.1447	5.07535	5.7054	5.8049	5.17065	5.63325	
CD40	9.439	8.2305	7.6945	7.8061	8.0874	9.8091	
MLEC	10.8835	10.6043	11.6323	11.2234	11.4276	11.4947	
GLI2	6.8723	5.3226	5.5051	5.3096	5.2553	5.57255	
PRPF4	9.9554	9.6332	9.428	9.2977	8.0477	8.8432	
MELK	10.8487	11.6943	11.2106	10.7528	10.8258	10.7817	
USP22	11.6011	11.5497	12.4633	11.8445	10.5321	11.0764	
DAXX	11.5349	9.25395	9.4865	9.0425	9.3123	9.3904	
TMED10	9.4007	10.3174	10.6807	11.0195	10.3877	10.9872	
CHERP	7.5586	8.6679	8.9658	9.1283	9.0166	8.4673	
SMAD3	7.7488	8.7604	8.2373	8.4252	7.39655	9.63545	
OXA1L	9.2858	11.3606	11.4329	10.1026	11.0407	11.5856	
PIK3CA	11.1412	9.1395	8.8455	8.8296	10.055	8.9171	
SNX7	9.6966	9.084	9.2483	9.2895	7.5582	9.15485	
TRAPPC6A	8.7601	7.133	7.0089	7.594	9.6226	8.047	
ATP2C1	8.8691	8.6887	8.5848	8.9895	8.36465	9.0597	
CDCA4	7.7547	8.81995	8.429	7.9436	6.6257	7.46845	
TBC1D9B	9.3692	7.53345	8.7789	8.9396	7.8984	9.0037	
USP14	6.9343	7.15395	7.5329	7.252	7.72635	7.8863	
APPBP2	5.5205	5.62225	5.7736	5.9773	6.48055	6.113	
CDC20	13.5807	13.7206	13.7284	13.4478	12.7353	13.4312	
NARFL	7.8247	7.0471	6.6524	7.3185	8.7085	7.374	
RPS6	14.3914	14.3937	14.3959	14.3959	14.4724	14.3937	
DDX42	5.2562	7.8086	8.1247	7.9107	6.8787	7.64055	
ECH1	10.545	9.733	10.2243	10.6936	11.4848	10.7397	
HDAC2	9.4978	9.4872	9.9363	9.7807	9.57785	10.0559	
IKBKE	8.5238	6.3072	6.5554	6.7001	5.6357	5.82705	
CCL2	6.812	6.112	6.9253	5.6958	5.8832	6.39615	
DFFA	8.4017	8.0853	7.7214	7.4148	7.92615	7.831	
MRPL19	8.6127	10.3013	10.7001	10.7238	10.5343	10.6571	
WDTC1	8.2396	6.78255	8.5362	8.9398	8.23235	9.16855	
PLSCR3	6.4348	8.56385	8.6407	8.587	8.8141	8.7016	
SUZ12	9.9006	10.5865	10.7373	10.4138	9.7684	10.3414	
CSNK2A2	8.0023	8.05945	6.8076	7.2096	7.67755	7.31255	
H2AFV	8.4871	7.93185	8.6402	8.4274	6.62645	7.599	
NUSAP1	10.8952	10.7533	10.4138	10.0132	6.7722	10.0114	
TICAM1	6.5735	6.1166	6.7806	6.7843	9.02245	6.61415	
FAM69A	9.7317	10.463	9.1455	9.1815	9.07425	9.7451	
KIAA0100	8.301	7.7701	9.0615	9.1878	8.61685	8.7416	
PAICS	8.338	8.72355	8.7888	8.1039	6.5599	8.10685	
SRC	4.3329	4.89595	4.8772	4.8324	6.5155	5.6006	
BMP4	9.4267	10.7174	11.0124	11.3961	11.9433	11.1641	
CDK2	9.226	7.89025	9.0202	8.7566	7.83435	8.46225	
EDN1	11.2242	9.58085	9.6925	8.5232	10.418	8.6641	
XPO7	7.0365	8.8241	8.4534	9.1744	7.44335	9.6055	
FAIM	11.777	7.83905	10.3577	9.1508	8.7878	8.12645	
KIAA0494	8.7601	8.87175	8.4838	8.5917	8.99445	8.8401	
PXMP2	7.9679	9.43255	9.2234	8.6308	8.05775	8.40485	
SQSTM1	11.7849	11.9179	12.1893	12.4259	14.2206	12.9748	
HIF1A	13.4938	13.1307	13.1881	13.1376	13.3131	12.9801	
TIMM17B	8.3805	11.6607	11.5146	11.817	10.3287	11.8382	
STXBP2	6.4547	6.62075	6.5929	6.6354	7.68565	8.86825	
WRB	5.9432	6.8145	7.4308	8.7522	7.0317	6.94855	
ETFB	9.6657	9.6594	8.9198	9.1516	9.76325	8.4356	
MNAT1	6.3004	8.2328	8.159	8.2738	7.65215	8.45875	
CAMSAP2	10.2488	9.814	10.0843	9.1914	8.8004	9.08665	
HPRT1	9.5498	9.05115	9.8343	10.1846	9.17025	10.2681	
ARNT2	12.2693	10.4079	10.6769	10.322	11.91	10.9729	
RRS1	6.7805	6.90845	7.0646	6.5052	5.56785	6.2051	
ADAT1	7.4318	6.4763	6.3203	6.0344	6.10515	6.4046	
SPAG7	9.3745	9.7006	9.922	10.0685	9.9716	9.80915	
MAPK1IP1L	10.99	10.1763	9.7706	10.1323	11.1235	9.67855	
SCAND1	10.6971	11.3991	11.3401	11.6011	11.4823	11.6776	
MFSD10	10.7782	10.5227	10.356	11.0191	9.6818	10.5978	
MSH6	10.1382	10.2355	10.9057	10.2371	9.35865	9.83935	
COPS7A	10.7319	10.1293	9.7599	10.2354	10.2252	10.4639	
UBE2C	11.4329	12.5554	12.3804	11.8146	11.7257	11.5581	
FIS1	7.5807	7.76125	6.5327	8.5705	8.8468	8.9242	
HS2ST1	5.9166	5.95655	6.2264	5.729	6.23935	5.83555	
NUDT9	8.832	7.93645	8.5401	8.7907	9.2857	9.1838	
TXLNA	10.2013	11.5148	11.6021	11.2817	11.1595	11.1236	
CSRP1	11.9239	10.1839	12.1618	12.258	10.9527	12.2143	
DNAJB1	7.8202	10.0759	10.7631	10.4479	10.2531	10.5729	
METRN	5.8952	6.6594	6.2023	6.364	5.86715	6.3725	
TOPBP1	8.9488	8.0855	8.1883	7.7223	7.75865	7.7582	
ABCF1	10.655	10.5822	10.612	10.5987	10.859	10.4545	
TCTA	9.0128	9.3359	9.0649	9.7947	9.1909	9.611	
LGMN	7.7168	7.84785	7.1939	7.6315	7.2819	7.52245	
TLK2	6.7113	7.0057	8.046	6.9805	7.64245	8.23705	
KIAA1033	6.1298	9.10435	6.0441	5.1288	7.93425	6.736	
PTGS2	4.0929	4.01855	9.2022	7.0427	4.1626	7.52835	
DNAJB6	12.3964	12.2248	12.2584	12.044	11.9664	12.2181	
PLA2G4A	10.1786	8.49025	10.0412	8.6477	11.4597	9.36395	
MAT2A	11.6987	11.5427	11.7461	11.6538	11.4146	11.5116	
TLR4	5.7534	6.11545	5.8324	6.4904	5.9974	6.71615	
HMGCS1	5.8188	7.734	9.4994	10.4283	12.115	12.0922	
MBTPS1	7.4044	7.5665	7.4836	7.3921	8.26535	7.77175	
SPRED2	11.9764	10.0264	9.0605	9.4392	8.9978	9.0456	
ZNF274	7.2036	6.98335	8.4866	8.8557	8.64085	9.13345	
CLIC4	12.815	12.8705	12.815	12.7658	12.4447	12.9103	
MAP7	4.8448	5.64845	9.6445	11.3738	6.32385	4.85315	
CHAC1	9.7585	11.6915	8.854	9.1112	9.1275	8.28735	
EIF4G1	7.6745	7.6386	8.7503	8.6855	8.3252	8.68175	
BTK	6.3468	4.32475	3.6654	3.3328	3.77095	3.8652	
GNAS	13.2064	13.2572	13.3742	13.5807	13.2182	13.2762	
MYL9	9.8572	9.59005	10.149	9.7533	9.13355	9.1868	
TEX10	8.7828	8.2728	8.4131	8.4069	8.26225	9.0844	
PSMD2	12.4582	12.3624	12.3734	12.4905	11.5548	12.2424	
ZNF586	5.3448	5.87725	5.4896	5.2635	6.18245	6.05545	
CLTC	11.7493	11.5385	11.6538	11.6914	11.7052	11.6718	
IKZF1	6.5078	5.29685	6.7071	4.3684	5.49955	4.57005	
APBB2	7.6059	7.8828	7.4335	7.8647	6.7772	8.93225	
HSD17B10	8.7601	8.49375	9.2611	9.18	9.3874	8.99655	
RNF167	7.6431	9.1829	9.5739	10.3123	10.3352	10.2461	
STX1A	9.396	9.17105	10.185	10.2858	9.6906	10.1516	
ALDOA	8.5599	9.7716	9.6614	10.1485	9.5109	9.84305	
EPHA3	5.6244	6.20835	4.9726	4.5039	8.04195	5.35575	
STAT5B	5.6282	4.86835	4.9227	5.0439	5.25265	5.28335	
TXNDC9	8.8572	8.6697	8.2337	7.7293	8.76765	8.13685	
CCNA2	9.4889	10.011	10.4542	10.0163	8.6438	10.1588	
VGLL4	8.4669	8.22895	9.192	9.0256	8.59795	8.789	
CASP10	6.537	6.6888	6.3559	5.6154	6.36145	6.37055	
SDHB	11.9382	11.5253	11.9023	11.9213	11.871	11.8204	
ETS1	8.1909	8.0966	8.3694	8.1251	8.14855	8.5641	
YTHDF1	5.2486	8.03785	7.4959	7.3447	5.4146	7.98435	
FOXO4	6.8765	7.23925	5.9817	6.8787	8.7659	7.4551	
LSM5	10.6146	9.0899	9.597	11.0268	9.71015	12.3178	
TOMM34	10.0191	8.95175	10.662	9.9873	8.852	10.6063	
ZMYM2	6.4706	7.2488	7.3868	7.5046	8.47985	7.738	
CHMP6	9.4383	5.13885	6.0794	6.0097	5.4073	6.06605	
KIAA0907	9.354	9.2166	9.9757	9.7649	9.90605	9.6919	
CASP7	8.2176	8.427	8.3933	8.3618	8.3249	8.117	
HK1	7.6793	8.4032	8.4971	8.8729	7.8056	8.898	
PAPD7	9.9119	9.0953	9.1097	9.4994	11.2371	10.0108	
PIGB	7.7844	7.89315	7.8378	9.0212	7.52355	7.83475	
CHEK2	5.7246	6.81175	6.914	6.1902	5.7684	6.77865	
PLOD3	12.6366	11.5339	11.47	11.7122	11.5883	11.5965	
ACD	8.1425	7.6221	8.3049	8.1338	7.63925	8.3485	
TRAK2	6.3765	7.3618	7.0526	7.1154	7.67955	7.32765	
SUPV3L1	7.2161	9.49065	9.841	10.0084	10.7849	10.3812	
VAPB	9.0991	7.28825	7.3237	6.8209	6.63165	6.8114	
GPATCH8	7.7285	7.1558	7.4012	8.0742	6.3662	7.18595	
HSPD1	8.1308	10.2325	10.2491	10.1878	9.2701	9.80105	
BUB1B	9.8676	9.53585	10.1063	9.8204	10.7064	9.22735	
TGFBR2	7.1144	7.40585	7.7361	8.0434	7.3533	8.35865	
MRPL12	11.6461	12.097	12.1266	12.0194	11.8543	11.3806	
NOTCH1	10.8441	8.6986	8.6509	8.7082	8.66995	8.6917	
PNP	9.6329	10.9347	11.2959	10.9628	10.6203	11.065	
SHC1	10.5747	8.82955	8.1535	8.6183	8.40815	8.7934	
ARPP19	8.711	7.5773	8.6148	9.1523	5.68065	8.9131	
CEBPA	3.4938	5.97065	3.6277	5.1334	7.2672	4.7548	
PSMF1	9.2509	7.4039	7.8887	8.1989	7.02895	6.7359	
RTN2	9.7825	10.8738	9.9926	8.616	10.6546	9.1298	
NPEPL1	7.3243	8.23945	7.0575	7.4564	6.86565	7.0672	
USP1	7.9319	7.5088	8.6143	8.1251	6.7099	7.959	
RPA1	10.7768	10.8274	11.3776	11.0755	9.56225	11.0618	
SIRT3	3.9895	5.9339	4.9782	4.7681	7.53235	5.31145	
KLHDC2	10.2934	10.7957	10.9139	10.92	11.1937	10.7975	
UBQLN2	8.4984	8.45165	8.1933	8.1337	8.03555	8.5134	
DMTF1	6.8826	6.6812	7.093	7.6694	8.00655	7.99475	
SCARB1	7.6637	7.9709	7.4755	7.9987	6.91025	7.7141	
CLPX	8.3097	8.3728	8.0214	8.4994	8.96605	8.24345	
TPM1	9.6766	8.87085	9.3853	9.1598	8.7262	8.9284	
TM9SF2	8.3706	7.6403	8.051	8.0749	8.82695	8.37615	
TXNL4B	5.9316	6.44525	6.4299	6.2277	6.14105	5.85635	
ATF6	7.1332	8.57835	8.7547	8.6034	8.97215	8.82465	
PRR15L	5.8966	5.32005	5.0985	6.0499	5.65715	5.35575	
NUP88	10.7528	10.6264	11.0576	10.6915	10.508	10.8172	
ST6GALNAC2	6.0207	6.039	6.1028	6.5979	7.14885	6.5351	
ADH5	10.5008	8.6337	10.0935	9.9461	10.3328	10.2801	
FUT1	6.9879	8.09915	5.5268	5.9963	5.7935	6.03485	
GOLT1B	9.4383	9.73755	9.6672	9.3955	7.6111	9.47545	
PRUNE	7.1024	4.45695	4.7017	4.1401	5.74265	4.7758	
PPOX	10.4878	8.72995	8.0434	7.8755	8.4857	8.27535	
SYPL1	12.111	12.0462	12.1753	12.3378	11.8558	12.0973	
CANT1	11.4229	11.4729	11.4715	11.362	11.0303	11.4041	
ZNF451	9.4126	9.4344	9.4288	9.5369	10.0265	9.74865	
HOMER2	5.9634	5.78785	6.1136	6.1079	7.346	6.0422	
RALB	9.4059	9.4647	9.2824	9.5345	8.3703	9.2947	
CLTB	12.3706	11.4504	11.5504	11.6074	9.7668	11.6751	
TRIM13	8.5469	7.66015	7.1871	7.1557	8.80615	6.65975	
FBXO7	6.2851	6.8239	7.0276	7.5623	8.60705	7.9586	
PHKA1	6.1222	6.0634	7.0981	6.6481	6.693	6.611	
CYCS	9.9544	9.94725	10.5138	9.3437	9.83895	10.5513	
PPARD	7.6612	7.45425	7.6875	7.7768	7.68905	7.36945	
ENOSF1	6.852	5.6527	5.5809	5.3749	5.56935	4.7242	
MAP4K4	4.4977	7.9918	8.997	8.9371	8.5315	9.39365	
PAN2	3.5792	4.13915	4.5338	5.8513	4.6491	5.99455	
STAT3	4.8902	4.89685	5.4217	4.9029	5.73125	5.7246	
LIG1	9.3309	8.84825	8.6623	7.9378	6.3138	7.8984	
PPIC	6.7038	9.15065	8.8187	9.4653	9.56885	9.03335	
EIF5	9.8878	10.0105	10.2008	9.7887	9.8125	10.1649	
GNB5	8.2821	8.18795	8.2	8.4582	6.8239	8.34495	
GNAI1	5.2732	5.6452	5.1195	5.4923	5.7458	5.28675	
INSIG1	10.2767	10.4901	10.6562	10.6761	12.2868	11.7831	
DNMT3A	8.9834	9.57875	9.4583	7.444	8.9589	7.3665	
TM9SF3	8.569	7.67645	8.5232	9.5207	7.6686	9.2258	
CCDC86	10.3698	9.6404	10.217	10.2182	9.8477	10.6185	
HIST2H2BE	7.1367	7.50365	6.5135	6.2813	6.83475	6.8084	
S100A4	14.0935	14.0089	13.9548	14.0686	14.2447	14.0592	
SLC25A14	5.9548	5.9481	5.8565	6.2299	6.0666	5.99265	
KTN1	10.2222	11.1096	11.2713	10.8952	10.7982	11.1468	
TBXA2R	8.0697	6.76845	6.819	6.7727	6.68885	6.7577	
ARHGAP1	9.0239	9.2194	9.5405	9.5195	10.4344	9.8988	
FBXO11	6.5464	5.70605	5.6778	5.8513	5.04705	5.3986	
HERPUD1	8.6529	8.1707	6.8797	7.9833	7.0553	8.167	
LPAR2	9.6329	7.58775	7.8162	7.9614	9.6356	8.1948	
COASY	5.9316	6.58075	7.6586	7.6667	6.6537	7.65755	
RPL39L	5.2486	5.572	5.3096	5.3406	5.576	5.22865	
BPHL	8.0364	8.8456	7.6457	8.0097	7.2623	7.999	
RASA1	9.2173	8.95045	10.2649	10.3608	9.3734	10.3322	
ATMIN	4.2739	5.37215	6.1962	5.8324	6.56085	5.0101	
MAPKAPK3	8.587	8.49385	8.5362	8.7252	5.7376	8.672	
