gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
TBP	7.81055	8.4277	8.6944	7.9206	8.0449	8.3184	
SLC2A6	7.94805	7.1612	7.1841	7.9832	7.7382	7.4378	
WFS1	7.31775	7.2308	6.8907	7.3984	7.3052	7.2749	
EZH2	9.02085	9.289	9.0235	9.2552	8.8714	9.3112	
UBE3B	8.99515	8.6299	9.5485	8.621	8.889	8.6837	
ICAM3	5.82355	5.6707	6.351	5.9362	6.0466	6.0032	
NPDC1	12.2164	11.9329	12.2128	11.8898	12.4822	11.9727	
ALDH7A1	7.54715	7.4265	7.4889	7.6109	7.5911	7.1209	
BRCA1	5.56955	5.9783	6.3984	6.591	5.9293	6.5034	
NFATC3	7.0227	10.2555	11.0083	10.655	10.7656	10.7818	
PSMD4	10.7717	10.8648	10.9899	10.6654	11.1101	10.7584	
PCNA	13.2697	6.8954	13.4991	13.3177	12.9748	13.1317	
PHKG2	7.0159	6.8072	6.7477	7.209	6.7982	6.9871	
ETV1	6.1497	6.1836	6.0846	6.0789	6.2131	6.6116	
POLR2I	9.65005	8.6677	9.4862	9.7039	9.3702	9.4203	
KDM5B	7.5695	7.0196	7.3316	7.1433	7.464	7.0221	
PSMB8	7.93605	9.1157	8.7102	8.6978	9.0387	8.2703	
AKAP8L	7.66015	6.3989	6.3696	6.5604	6.788	6.5721	
COG4	9.1676	9.0921	9.2104	9.1067	9.4931	9.34	
MCM3	10.8235	10.8152	10.8564	10.6502	10.1389	10.4061	
PLEKHJ1	9.0497	8.8014	8.4556	8.6399	8.609	8.6042	
HAT1	9.74655	9.4172	10.1649	9.9788	9.4269	9.5485	
TERT	6.1006	5.86	5.5348	6.282	5.8596	6.1086	
G3BP1	10.1322	10.4495	10.9198	10.5105	10.3747	10.4826	
SNX13	9.2767	8.5184	8.1139	8.6353	8.2132	8.7735	
PAK4	8.33585	8.3708	7.8407	7.8035	8.0565	8.3014	
TPD52L2	8.40335	7.7067	7.7926	8.0385	7.8669	7.6525	
DPH2	8.15655	8.713	8.5523	8.677	8.6477	8.6978	
PIH1D1	8.2088	7.8914	7.5552	7.5808	7.5086	7.4031	
PRKCQ	4.8002	5.3281	5.645	5.2085	4.7775	5.2981	
SNX6	9.9927	9.9688	10.4814	10.3669	10.2259	10.1389	
EED	7.18295	7.2047	7.6518	7.5763	7.2575	7.298	
SHB	9.47115	9.4602	8.5898	9.9166	7.4378	9.1829	
UTP14A	8.6905	8.369	9.0448	8.5704	9.0822	8.6469	
WIPF2	8.68645	8.9817	8.5389	8.811	8.974	8.9048	
NENF	10.8977	11.2002	11.3763	11.2431	11.2366	11.0969	
TSEN2	7.0303	7.4139	7.7949	7.7326	7.3662	7.7522	
RPN1	13.1325	13.3768	13.1512	13.0416	13.0105	13.1098	
SUV39H1	7.88585	8.3766	8.4175	8.0701	8.0263	8.4932	
C2CD2L	5.15595	5.0669	4.9993	4.945	5.1139	5.0745	
LYPLA1	8.69725	8.6469	9.8668	9.249	9.394	9.0768	
BIRC2	7.9009	9.0853	8.811	9.1217	8.2122	8.811	
GABPB1	7.82355	8.1139	7.975	7.9947	8.5228	8.3064	
MAP2K5	7.45915	7.8082	7.3688	7.4139	7.3739	7.5244	
POLR2K	10.1723	10.3283	10.6421	10.5514	10.4407	10.3793	
PTK2B	8.3667	8.3396	8.3411	8.544	7.8564	8.2078	
PUF60	12.3472	12.2788	12.3153	12.153	12.3153	12.3481	
DHRS7	10.7969	11.2356	11.3728	11.4572	11.7928	11.5213	
PAF1	8.58135	7.9469	8.0628	8.2043	8.2857	8.1324	
ARID5B	7.35815	6.6333	6.4986	7.3655	6.3787	7.378	
POLR1C	9.56505	9.2417	8.8184	9.36	8.6356	9.1404	
PAK1	5.1146	5.3581	4.9508	4.9245	5.3994	4.9167	
RUVBL1	11.2039	10.723	10.806	10.846	10.3068	10.6913	
AKT1	10.9844	10.9883	10.6673	10.481	10.1286	11.1281	
CDC42	11.4977	10.9663	10.1912	11.0768	10.5798	10.5494	
IGHMBP2	9.70375	9.53	9.0768	9.4119	9.3412	9.2681	
SENP6	8.5494	8.7288	9.1664	8.6164	8.7685	8.3539	
ADO	6.6176	7.0075	7.5785	7.2046	7.4504	7.3441	
HSPB1	12.7363	12.4159	12.3033	12.3963	12.39	12.2809	
EBP	8.67685	8.6109	9.1191	8.7345	10.2953	8.6052	
TCTN1	7.5856	7.6838	8.105	7.9184	7.8472	7.6732	
AKR7A2	9.928	9.7568	10.2513	10.0054	10.0745	10.0126	
CASK	7.6458	7.5011	7.3823	7.4134	8.374	7.9543	
PPP2R5E	10.0763	10.0419	10.0771	9.7723	9.7919	9.8039	
RRP8	5.9974	6.1737	6.2456	6.1875	6.1058	6.3163	
LAMA3	6.23825	5.987	6.1578	6.034	6.5235	6.3471	
PIK3C3	7.18055	7.6808	8.0813	7.9652	7.876	7.828	
BHLHE40	7.54825	8.0925	8.217	8.0489	7.9328	7.4994	
CCNE2	6.35395	6.5359	7.0713	6.6353	6.0623	6.7295	
BDH1	6.545	6.4622	6.6154	6.9779	7.4354	6.228	
FEZ2	6.06745	5.7993	6.6221	6.1629	6.7155	6.8262	
IKBKAP	9.51125	9.3274	9.034	9.319	9.7408	9.7897	
SH3BP5	6.19555	6.2292	6.2306	6.6713	6.0744	6.3517	
PPP2R5A	10.8525	10.7423	10.5695	10.7343	10.8011	10.7655	
SGCB	8.323	6.3264	6.7734	6.2701	6.5853	6.5106	
EML3	8.4566	7.9725	7.783	7.8548	7.8548	8.0328	
ENOPH1	10.9101	11.0273	11.2468	11.1496	11.0366	11.0945	
BIRC5	12.3592	12.1351	12.11	12.0399	11.4326	12.2788	
CNOT4	6.88215	7.0328	7.0881	7.2308	7.1953	7.3052	
EPRS	10.7083	10.8985	11.0424	10.8511	11.3237	11.1144	
SNAP25	4.2069	4.4322	4.6345	4.1394	3.8718	4.6422	
JMJD6	11.3616	11.5398	11.7173	11.6951	11.7313	11.83	
PAX8	5.59405	5.5249	5.241	5.4765	5.4294	5.4884	
CBLB	5.47065	5.5274	5.5553	5.7294	5.9821	5.5344	
SLC35F2	9.01505	9.029	9.2188	9.0809	9.1335	9.2164	
ANO10	6.03715	6.3647	5.7352	5.7705	6.2306	6.0152	
PDS5A	9.2919	9.5939	9.8305	9.7175	9.6737	9.7424	
DFFB	6.23125	6.0095	6.1464	6.0266	5.8383	6.1427	
STUB1	12.442	12.1844	12.0141	12.2378	11.4596	12.1706	
PGAM1	12.7467	12.5649	12.7585	12.4861	12.2075	12.153	
TGFB3	5.86515	6.241	6.3628	6.1956	5.5901	5.7851	
BAD	8.51245	8.367	8.5376	8.2603	8.1009	8.4344	
XBP1	10.196	10.16	10.112	9.7944	10.0787	9.8359	
NMT1	8.42495	7.9563	7.5375	8.1098	7.7565	7.5239	
PSMD10	9.1287	9.2998	10.2581	9.7747	9.8765	9.315	
ARFIP2	10.5763	10.4224	10.4674	10.1357	10.8349	10.1065	
RAB11FIP2	7.92935	8.1831	8.3644	8.1334	8.2677	8.2254	
FPGS	8.48215	8.5657	7.8127	8.1686	8.2559	8.4213	
STAMBP	9.3044	9.3541	9.7897	9.6313	9.6115	9.5152	
PRKX	6.84115	6.3628	6.3984	6.056	6.3257	6.2587	
RNH1	9.81005	9.3461	9.1942	9.0452	9.5387	9.8765	
ATG3	8.54095	9.3979	9.075	9.111	8.9276	9.7077	
FAH	6.72355	6.2013	6.125	6.334	6.045	6.2587	
NCK1	8.95935	9.3746	8.6373	9.3655	10.6654	10.6824	
PLP2	9.87235	9.5387	10.2371	9.7195	9.1935	9.0604	
CFLAR	7.57655	7.3041	7.7598	7.7522	7.4458	7.2046	
SOX4	8.34875	8.0669	8.0328	7.5839	8.7057	8.4778	
HEATR1	9.90815	9.933	8.7363	9.1942	9.963	9.8853	
TESK1	9.55355	8.9349	8.9965	8.7557	8.4277	8.5771	
HN1L	8.1375	8.0818	8.1666	7.7704	8.307	7.9783	
WDR7	6.85665	6.3517	6.4333	7.0008	6.8932	7.3316	
AKAP8	8.21755	8.7709	8.2252	7.8256	8.3597	7.875	
RRAGA	8.3374	8.2018	8.298	8.3597	8.6632	8.2603	
ELOVL6	6.128	6.5656	7.1367	6.8854	7.131	6.8932	
SLC1A4	5.8817	5.628	5.1139	4.9688	5.2261	5.4128	
ACBD3	7.50745	7.7721	7.4354	7.0603	7.8602	7.4064	
GRWD1	6.9945	7.1546	7.7484	7.5915	7.0721	7.1163	
PMAIP1	5.8471	5.7352	6.3401	5.8962	5.6117	6.3133	
STAT1	8.3173	8.4463	8.6109	8.6847	8.9326	8.7633	
FOXJ3	9.24775	9.7124	9.8765	9.6633	10.122	9.9809	
TWF2	8.1198	7.9453	7.8902	7.8279	7.876	8.2211	
HDAC6	7.98355	8.0541	8.2409	7.9369	8.9405	7.9169	
MTERFD1	9.66905	9.7189	10.1958	9.9317	9.7175	9.8315	
CCND1	7.95475	7.3445	8.1643	7.4504	7.5957	7.8902	
CHIC2	6.92285	7.5481	7.7543	7.6809	7.9551	7.5915	
PXN	12.2835	12.1953	11.986	12.2643	11.9479	12.1351	
USP7	6.10445	6.0299	6.2365	6.0612	6.6353	6.2453	
NOSIP	7.0743	7.5086	6.9157	6.9982	7.4994	7.2904	
PHKB	8.2045	8.5601	8.2745	8.3667	8.6873	8.8674	
DLD	11.2973	11.7928	11.5321	11.7173	11.6126	11.8571	
NFKBIB	5.59915	5.7224	5.79	5.8207	6.0858	5.6593	
CASC3	9.1732	8.943	9.1191	9.0996	9.5065	9.1398	
IDE	6.26625	6.0152	6.3221	6.1108	6.0732	6.1443	
CD40	11.8352	10.0912	9.6541	10.0176	9.3838	9.5729	
MLEC	12.4957	12.1018	12.3116	11.6706	11.9542	12.0282	
GLI2	5.00195	5.2026	5.2569	5.4399	4.8506	5.1906	
PRPF4	7.7458	7.7013	7.7214	8.2618	7.9854	8.0639	
MELK	10.5866	10.772	10.7925	10.8789	12.335	11.0642	
USP22	11.8352	11.4138	12.1263	11.8571	11.7713	11.986	
DAXX	8.5779	8.4073	7.9854	8.0107	8.082	8.3678	
TMED10	12.1713	12.4137	12.4601	12.4159	12.6887	12.4712	
CHERP	9.0055	9.1737	9.0353	8.7791	9.075	8.9911	
SMAD3	7.6144	7.7687	7.8868	7.9267	8.4526	8.2832	
OXA1L	11.6526	11.3516	11.7131	9.6424	12.153	11.543	
PIK3CA	8.4465	8.4238	8.0639	8.9992	8.3761	8.7882	
SNX7	7.7903	9.42	9.6072	9.7837	9.261	9.6649	
TRAPPC6A	8.21285	7.695	7.4242	7.7326	7.8979	7.4297	
ATP2C1	8.77605	9.2662	9.2789	9.2334	9.3908	9.3063	
CDCA4	9.55855	8.6133	9.0099	8.6944	8.7834	8.9077	
TBC1D9B	7.8449	8.155	8.2857	8.362	8.6547	8.5228	
USP14	7.9159	7.7767	7.5695	7.5695	7.8868	7.6313	
APPBP2	7.2868	7.1267	7.9623	7.5697	7.7903	7.783	
CDC20	13.6181	13.6075	13.9264	13.7378	13.2142	12.8203	
NARFL	9.025	8.2858	7.5661	9.1825	7.6216	8.013	
RPS6	14.6889	15.0	14.5656	14.5656	14.5656	14.8122	
DDX42	8.3674	8.7304	9.0407	8.6591	8.6995	8.7044	
ECH1	11.7563	11.5537	11.2614	11.2555	11.839	11.2868	
HDAC2	9.9352	10.0282	10.1002	9.7189	9.6506	9.6914	
IKBKE	5.32755	5.3994	5.3802	5.5244	5.5689	5.7705	
CCL2	12.0576	12.1263	12.1042	11.7928	11.4428	11.8611	
DFFA	9.37615	8.9669	8.6929	9.4576	8.8362	8.3903	
MRPL19	9.87175	10.408	10.5466	10.5641	10.1984	10.795	
WDTC1	7.34865	7.5568	7.3192	7.333	7.8161	7.4748	
PLSCR3	7.0443	6.9937	6.9189	7.0762	6.9463	6.974	
SUZ12	10.6827	10.7037	11.1058	10.7872	10.5931	10.6332	
CSNK2A2	8.28635	7.6838	7.7377	7.9514	7.6133	8.0393	
H2AFV	8.1818	7.2525	7.4127	8.3177	7.0172	7.3039	
NUSAP1	10.8401	11.0535	10.5924	10.772	10.3301	10.729	
TICAM1	6.36135	5.5715	6.5241	6.5762	6.2957	5.9937	
FAM69A	10.7703	10.082	9.9743	10.9017	9.3804	10.0968	
KIAA0100	8.68755	7.8902	8.7508	8.2126	8.8784	8.5601	
PAICS	8.50435	8.3372	8.5305	8.1115	8.2026	7.8508	
SRC	6.3264	8.3102	4.8357	4.4419	5.4559	4.7527	
BMP4	7.68725	6.9692	7.0347	7.7286	6.7178	7.3325	
CDK2	10.0483	10.1865	9.765	9.8911	9.2334	9.7522	
EDN1	8.858	8.2562	8.2026	7.906	7.7165	8.1698	
XPO7	7.14785	7.2083	7.7354	7.7961	8.2797	7.4764	
FAIM	8.6857	8.6873	9.2098	8.8824	8.8891	8.841	
KIAA0494	10.4095	10.6024	10.5461	10.2341	10.5606	10.4152	
PXMP2	9.25795	9.2172	9.9385	9.0549	9.3916	12.914	
SQSTM1	12.8923	12.7815	13.0824	13.0824	14.0488	13.0941	
HIF1A	13.4549	13.3603	13.7378	13.5494	13.8406	13.6943	
TIMM17B	12.1189	12.39	12.335	12.4623	12.4969	12.5131	
STXBP2	7.6691	7.3354	7.9267	7.7854	8.0568	7.8683	
WRB	8.3377	8.7144	8.367	8.4885	8.4909	8.4348	
ETFB	10.1747	10.0495	10.2729	10.2781	10.3402	10.4907	
MNAT1	8.39485	8.6427	9.4217	9.0426	8.8472	8.9515	
CAMSAP2	11.1292	10.6373	10.6258	10.709	10.6772	10.831	
HPRT1	10.5476	11.0702	11.604	11.6115	10.3696	11.2002	
ARNT2	13.1026	12.4698	11.918	12.6583	11.4019	12.194	
RRS1	7.4402	7.3823	7.4322	7.1163	7.2832	7.3984	
ADAT1	7.1283	7.3236	7.0121	7.4753	6.7698	7.3192	
SPAG7	9.40155	9.319	9.5025	9.2552	9.5887	9.2582	
MAPK1IP1L	9.54615	9.5671	9.5246	9.5152	9.5152	9.8174	
SCAND1	11.0128	10.5461	10.7395	10.6291	11.0909	10.5845	
MFSD10	10.4298	9.7017	9.9879	9.9243	10.4907	10.2581	
MSH6	9.8414	9.963	10.3488	10.1941	9.639	9.7712	
COPS7A	12.2932	12.4496	12.2809	12.4353	12.7395	12.4174	
UBE2C	5.25545	5.3327	5.0008	5.127	4.8309	4.8244	
FIS1	9.8666	10.1343	9.8118	10.2828	10.3029	10.3402	
HS2ST1	6.7407	6.8738	6.8534	6.762	6.7786	6.9558	
NUDT9	8.9238	9.1715	9.2496	9.4234	9.6038	9.5554	
TXLNA	11.2875	11.6798	12.1953	11.9479	11.7809	11.6611	
CSRP1	13.4491	13.2953	13.8406	13.6779	13.4334	13.5828	
DNAJB1	9.5607	9.6038	9.6453	9.7378	9.6638	9.7189	
METRN	6.6622	6.5853	5.8444	5.8293	5.8842	6.0858	
TOPBP1	8.6674	8.764	9.2662	8.9326	8.3539	8.7508	
ABCF1	10.8087	10.122	9.8899	10.1315	10.1315	10.1433	
TCTA	8.4578	8.1658	8.5471	8.3792	8.617	8.5661	
LGMN	8.81265	8.877	8.897	8.3924	8.8116	8.614	
TLK2	9.0415	9.0665	8.9862	9.444	9.2522	9.3655	
KIAA1033	9.25	9.6264	9.6914	9.5856	10.0604	9.8003	
PTGS2	4.72935	4.5266	5.0867	4.8811	4.7527	4.6988	
DNAJB6	10.7317	10.3777	10.9503	10.1023	10.4623	10.1315	
PLA2G4A	11.4858	11.1052	10.4982	11.332	10.5903	11.2974	
MAT2A	12.2856	12.2643	12.2643	12.1706	12.2378	12.2401	
TLR4	4.07345	3.8271	4.0393	4.1054	4.1807	3.9893	
HMGCS1	8.2094	8.5741	8.4916	8.5881	12.7585	8.4818	
MBTPS1	7.55005	7.5325	7.9947	7.8902	8.3177	7.8502	
SPRED2	10.1136	9.3916	9.3185	9.9505	9.2482	8.6356	
ZNF274	7.55715	7.5993	7.7266	7.6	7.8201	7.5552	
CLIC4	10.4864	10.8766	11.0702	10.6673	11.1669	10.8766	
MAP7	8.00415	5.6254	5.8383	5.4128	5.8852	5.3868	
CHAC1	8.96075	8.6735	8.9276	9.334	7.3933	9.0539	
EIF4G1	9.9907	9.8853	8.841	9.1618	9.8604	9.9785	
BTK	3.74675	3.5984	3.9249	3.8139	3.8866	3.7544	
GNAS	8.49475	13.4334	13.2953	13.3603	13.4442	13.3882	
MYL9	6.9958	6.7347	7.0196	7.2178	6.7284	6.86	
TEX10	6.7847	7.3939	6.9573	6.6796	6.86	6.8646	
PSMD2	12.398	11.9479	11.9914	12.1351	11.9668	12.0849	
ZNF586	5.52165	5.3179	5.7831	5.6323	5.2487	5.0978	
CLTC	12.048	11.8611	12.2378	11.83	12.3709	11.9024	
IKZF1	3.98655	4.1819	4.3657	4.0765	4.2607	4.0575	
APBB2	7.13375	8.9326	6.6043	7.1218	6.6059	6.5423	
HSD17B10	11.6004	11.5225	11.3924	11.6884	11.5202	11.628	
RNF167	9.52625	9.9596	9.3574	10.1002	9.7343	9.2956	
STX1A	9.03495	8.5925	9.0161	8.9911	9.4353	9.4353	
ALDOA	8.7935	8.1043	8.8555	8.1876	8.4426	7.9236	
EPHA3	4.7509	4.4097	4.6484	4.6931	4.9167	4.4322	
STAT5B	4.7009	4.6272	4.7527	4.4858	5.2018	4.8829	
TXNDC9	9.31005	9.4864	10.2828	10.1649	9.6995	9.8911	
CCNA2	9.5682	9.5085	9.9862	9.9758	9.4764	9.9213	
VGLL4	10.0702	9.4694	9.4353	9.6822	9.5523	9.4899	
CASP10	7.76685	6.558	6.558	6.6974	6.5396	6.7477	
SDHB	11.649	11.918	12.1552	11.8426	12.0141	12.0063	
ETS1	6.37495	6.1686	6.0825	6.3257	5.9178	6.7297	
YTHDF1	8.2589	8.0393	8.2018	7.7165	8.1459	7.6261	
FOXO4	5.9632	5.9611	5.7489	5.6901	6.5335	6.0499	
LSM5	12.6768	12.9327	13.0373	12.6161	12.8199	12.9748	
TOMM34	8.1975	8.4454	9.1804	8.8675	8.4348	8.6958	
ZMYM2	9.5727	9.9617	10.1649	10.2105	10.3522	10.2105	
CHMP6	5.5505	5.3061	4.9752	5.4884	5.3686	5.5978	
KIAA0907	9.91665	10.3226	10.2781	10.0943	10.3603	10.1436	
CASP7	7.9606	7.9384	8.2296	7.7961	8.609	8.0925	
HK1	6.04995	6.0667	6.334	6.0968	5.7952	5.6374	
PAPD7	9.79535	10.1243	10.0419	11.226	10.1243	10.2719	
PIGB	10.4387	10.6824	10.6866	10.4104	10.6925	10.5724	
CHEK2	8.29715	8.5821	8.963	8.9195	9.092	8.963	
PLOD3	11.2248	10.9984	10.941	10.933	10.5695	10.8289	
ACD	8.27635	7.84	7.9725	8.1317	7.6948	8.4238	
TRAK2	8.07635	8.2968	8.4885	8.3978	8.5896	8.2618	
SUPV3L1	10.2024	9.6756	9.5147	9.8255	8.8822	9.5889	
VAPB	8.1241	8.0751	8.2618	8.3042	8.2521	8.5093	
GPATCH8	7.431	7.4569	7.504	6.9422	7.585	7.6681	
HSPD1	11.0107	10.9496	11.1923	10.9496	10.9198	10.9496	
BUB1B	11.4157	10.846	10.8271	11.0922	10.772	10.9017	
TGFBR2	7.50385	7.7205	7.1267	7.4322	8.1841	7.484	
MRPL12	13.1392	13.0416	13.3882	13.2524	13.0373	13.1512	
NOTCH1	9.46725	9.1442	9.0241	8.9126	8.8693	8.6547	
PNP	10.5967	11.1058	11.3147	11.2868	10.7196	11.2497	
SHC1	11.0786	10.1453	9.8036	10.1419	10.1204	10.2341	
ARPP19	9.34385	9.1564	9.3125	9.2805	9.6001	9.2412	
CEBPA	3.80275	3.9194	3.6662	3.7544	4.5454	4.0075	
PSMF1	9.7025	8.7852	8.4762	9.1595	8.5523	8.6158	
RTN2	10.1777	8.5442	8.8489	9.8936	9.3063	8.0591	
NPEPL1	9.13275	8.9326	8.2211	9.4899	8.5058	8.6592	
USP1	9.13035	9.1372	9.3856	9.0359	8.9156	9.2152	
RPA1	9.74205	9.9935	10.0586	9.946	10.0853	10.0318	
SIRT3	4.5592	5.7705	4.6381	4.7873	4.8741	4.1946	
KLHDC2	11.0005	11.1058	11.0559	11.4183	11.4572	11.4695	
UBQLN2	7.6927	7.9328	8.1777	7.9136	7.9707	7.9049	
DMTF1	7.6418	7.8472	8.2343	8.0946	8.3177	8.2931	
SCARB1	9.5221	9.36	8.7345	8.4643	8.7578	8.3266	
CLPX	8.78625	9.0579	9.143	9.0698	9.4807	9.386	
TPM1	12.3172	12.3493	12.8203	12.5818	11.6054	12.1552	
TM9SF2	8.6694	8.5305	8.9965	8.0813	9.1942	8.7242	
TXNL4B	7.8734	8.0316	7.7454	7.6576	7.9023	8.1925	
ATF6	8.4324	8.8373	8.9356	8.5978	8.9704	8.8236	
PRR15L	7.17595	6.2031	6.4378	7.1694	5.9371	6.7402	
NUP88	10.2342	10.1963	10.4014	10.1509	10.3542	10.2379	
ST6GALNAC2	5.3754	5.3779	5.5725	5.4856	5.555	5.5274	
ADH5	10.3989	10.3402	10.8349	8.5701	10.7395	10.4982	
FUT1	7.37095	7.6104	7.1546	8.0154	6.9941	7.5106	
GOLT1B	11.4487	11.4826	11.9036	11.9329	11.7742	11.8089	
PRUNE	5.99215	6.6043	6.2601	6.1497	6.3641	6.1204	
PPOX	10.142	10.3719	10.1023	10.6856	9.7219	10.3301	
SYPL1	12.257	12.3709	12.3463	12.1263	12.3925	12.2291	
CANT1	10.9658	11.1216	10.9244	11.1052	11.2521	11.2264	
ZNF451	8.1343	8.6921	8.511	8.3835	8.9715	8.7517	
HOMER2	6.13995	6.3322	6.3057	6.3133	6.3264	6.4687	
RALB	10.0069	9.7712	10.0146	9.8271	9.5206	9.7707	
CLTB	11.5852	10.9557	11.1751	11.0642	10.6291	10.9557	
TRIM13	8.5132	8.5867	8.6099	9.2333	8.1018	8.6868	
FBXO7	7.385	7.2133	7.5915	7.4354	7.6012	7.335	
PHKA1	8.8331	8.7744	8.4847	8.7617	8.7942	8.8389	
CYCS	11.146	10.9017	11.3616	11.2002	10.846	11.226	
PPARD	6.0875	5.5689	5.7522	5.8383	5.7591	5.5344	
ENOSF1	8.0087	8.1334	8.7942	8.5174	8.6751	8.4505	
MAP4K4	6.88385	5.9597	6.6307	6.2275	6.4271	6.6425	
PAN2	5.1366	5.7235	5.0265	5.704	5.4574	6.0968	
STAT3	4.96805	4.8864	5.8697	5.5969	5.443	5.6524	
LIG1	8.41105	8.2082	8.3177	7.7266	7.8127	7.9341	
PPIC	7.8449	8.8496	9.0822	8.3427	8.7471	7.9901	
EIF5	11.3352	11.3236	11.5063	11.6564	11.5213	11.4415	
GNB5	8.85705	8.6804	8.9802	8.7761	8.8363	8.9182	
GNAI1	5.6456	5.5974	6.9902	6.132	7.0535	6.2827	
INSIG1	7.6086	7.622	7.4994	7.4447	10.5212	7.8152	
DNMT3A	8.27455	7.7286	7.669	8.5997	7.3613	7.9142	
TM9SF3	9.46115	9.2526	9.3509	9.2124	9.7759	9.8428	
CCDC86	9.07755	9.7798	9.4674	9.7648	9.8651	9.8524	
HIST2H2BE	9.05025	7.2893	7.3108	8.18	8.31	7.932	
S100A4	11.803	11.628	11.2991	11.2715	11.0535	11.2715	
SLC25A14	7.26305	7.5444	7.6261	7.7854	7.6631	7.504	
KTN1	11.4344	11.0472	10.7037	11.0782	10.9465	10.8648	
TBXA2R	6.95045	6.2901	5.2548	6.7028	5.7705	6.6043	
ARHGAP1	8.9219	9.1664	9.1497	9.3746	9.3112	9.1217	
FBXO11	4.78705	4.5758	5.1778	4.8905	5.0543	5.0983	
HERPUD1	8.5307	8.3875	8.3723	8.155	8.621	8.4875	
LPAR2	6.49475	6.1932	6.3133	6.71	6.1956	6.5783	
COASY	7.75785	7.3696	7.8201	7.6579	7.7231	7.7775	
RPL39L	4.7969	4.7335	5.391	4.9925	5.2166	4.8357	
BPHL	8.36495	8.7044	8.6836	9.1715	8.18	8.8555	
RASA1	6.5373	6.7665	7.1901	7.2828	7.2047	7.0816	
ATMIN	7.70175	7.7648	8.1426	7.8902	8.3343	8.234	
MAPKAPK3	7.4198	6.788	6.5643	6.8441	6.8996	7.1014	
CASP3	9.08615	9.143	8.6187	9.2051	9.0966	9.3916	
