gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
CRK	9.2118	9.2374	9.4016	9.4173	8.5702	9.42265	
HLA-DMA	4.2738	3.8801	4.4733	4.6304	6.50355	3.9752	
EGF	4.0093	4.0734	3.7963	4.0398	5.10985	3.70205	
RBM34	10.9959	11.1297	11.3497	11.3627	10.9285	11.2189	
ITGB1BP1	9.6767	10.1855	9.9166	9.8557	9.1026	9.6241	
SPTLC2	4.5662	4.928	4.9717	5.0899	4.0472	4.81095	
ACLY	10.6167	10.7457	10.8561	10.9716	11.6144	10.902	
APP	13.6422	13.7639	13.6038	13.8605	14.0391	13.9211	
RAD51C	6.4868	6.1401	6.3217	7.3745	5.38115	6.1721	
TSKU	7.1727	6.8954	6.8676	6.2117	7.62095	7.4105	
SMC1A	9.5324	10.1937	10.1266	10.1973	9.29285	9.89775	
TMEM2	5.4843	6.6441	6.7057	6.5996	5.5965	6.55425	
NOS3	4.7248	4.9229	3.9587	5.0141	6.2961	4.58145	
YME1L1	9.2794	9.2895	9.3258	9.06	6.1486	9.0865	
ACAA1	6.5985	7.2121	7.1435	7.0066	6.68365	7.06385	
CSNK1A1	10.1085	9.193	10.1741	10.3628	9.75925	10.2022	
HSPA8	12.0376	12.4812	12.4235	11.9582	10.5329	11.9713	
NFATC4	5.9985	5.2842	4.5052	5.6655	6.9169	5.50505	
CCNB1	12.633	12.9433	13.0019	12.855	12.1231	12.7959	
TBP	8.6827	8.9425	8.9584	8.758	7.7168	8.71675	
SLC2A6	8.2237	7.489	7.0002	7.2415	8.4542	8.05815	
WFS1	6.1807	6.0714	5.4469	6.019	8.1765	6.69525	
EZH2	8.928	8.5451	8.4511	8.5451	7.4685	8.03835	
UBE3B	8.1181	7.6839	7.797	7.8484	7.52445	8.0549	
ICAM3	4.5567	5.6953	5.7874	5.5405	5.1041	5.41535	
NPDC1	9.3897	9.6646	9.6576	9.844	10.7968	9.852	
ALDH7A1	5.6669	7.8559	6.0756	8.1488	6.43725	7.68925	
BRCA1	7.18	6.3502	7.5802	6.3751	6.37565	5.7257	
NFATC3	7.6524	7.1964	6.816	7.0831	8.33895	7.2749	
PSMD4	11.5782	11.6433	11.8084	11.7644	11.5321	11.8994	
PCNA	14.0122	14.2213	14.2213	14.2472	12.4124	14.1963	
PHKG2	6.9178	6.3751	6.5691	6.246	6.74675	6.2359	
ETV1	5.3596	5.843	5.6545	5.8407	5.80825	5.52685	
POLR2I	9.5109	10.2522	9.7479	9.7371	9.53885	9.5982	
KDM5B	7.1342	7.0862	7.0464	6.9143	8.2875	7.0835	
PSMB8	8.6593	8.8206	8.58	8.8374	6.0285	8.6559	
AKAP8L	6.5985	6.4897	6.8368	6.6288	7.00985	6.21915	
COG4	7.8761	7.6508	7.7508	7.9943	8.15915	7.99945	
MCM3	11.975	11.7507	11.8262	11.9984	10.499	11.715	
PLEKHJ1	9.6758	9.0547	8.9136	9.2184	9.4546	9.0731	
HAT1	8.7459	8.7425	9.2517	8.6331	5.6568	7.17005	
TERT	6.6254	5.0198	4.928	5.1918	7.6777	6.83625	
G3BP1	10.1214	11.2753	11.2753	11.1541	7.9637	11.1861	
SNX13	7.8119	7.6029	7.7222	7.6685	8.08745	7.87065	
PAK4	8.4081	7.9648	7.7856	7.8985	8.21	7.58205	
TPD52L2	9.5543	9.5651	9.097	8.9751	8.2183	9.24395	
DPH2	8.0795	8.1403	8.1565	8.0172	7.58395	7.7102	
PIH1D1	7.4449	7.4788	7.2577	7.4044	7.08495	7.6316	
PRKCQ	5.0586	5.3743	4.5326	5.2664	5.5823	4.90515	
SNX6	9.145	9.332	9.3916	9.5256	9.29425	9.3154	
EED	8.6122	8.8152	8.7818	8.8784	7.16595	8.2068	
SHB	8.6722	7.669	7.2211	8.4626	10.1881	8.32125	
UTP14A	7.46	7.7789	7.6897	8.4775	7.1584	7.85925	
WIPF2	8.1709	8.3885	8.5702	7.7685	8.8039	8.4862	
NENF	11.0144	11.6556	11.5	11.5637	11.4267	11.4759	
TSEN2	8.2946	8.3781	8.2835	8.6088	7.64925	8.1819	
RPN1	12.128	12.777	12.8067	12.6917	11.944	12.6391	
SUV39H1	8.0349	7.3716	7.716	7.5185	7.2048	7.2388	
C2CD2L	5.5323	5.3549	5.7169	5.6265	7.57815	4.9867	
LYPLA1	9.2588	9.614	10.3353	9.8557	7.60265	9.8077	
BIRC2	7.8097	7.9846	8.9337	8.2253	6.61355	7.6763	
GABPB1	8.3849	8.6387	8.4355	8.6998	8.2361	8.49355	
MAP2K5	7.1456	6.9459	6.6472	6.7802	6.69035	6.9876	
POLR2K	9.7288	10.8643	10.9666	10.7529	9.12285	10.5409	
PTK2B	9.2581	9.2654	9.1903	9.3444	10.7499	10.0812	
PUF60	12.9019	13.1813	13.1693	13.155	12.3449	13.083	
DHRS7	9.1143	9.9076	10.1813	10.2299	9.1014	10.1603	
PAF1	9.449	9.1179	8.9323	9.1912	10.2159	9.19465	
ARID5B	7.0269	5.7671	5.7712	6.1784	7.77125	5.7707	
POLR1C	9.2728	9.1039	8.7169	8.5729	7.613	8.6431	
PAK1	6.3157	5.8799	6.144	6.4452	5.8711	5.88195	
RUVBL1	10.8838	11.2231	11.0216	10.8498	10.1112	10.7072	
AKT1	11.7311	11.3177	10.9372	11.3446	10.7401	11.0007	
CDC42	10.4949	10.6011	11.0308	10.5826	10.4479	11.0217	
IGHMBP2	6.6715	6.6617	6.5253	6.7669	5.58525	6.4091	
SENP6	9.2476	9.5697	9.8332	9.2666	9.2726	9.7183	
ADO	6.1342	6.2816	6.7597	6.2791	6.9331	6.16195	
HSPB1	13.0654	13.0654	13.1091	13.1091	13.3383	12.9972	
EBP	8.0798	9.3005	9.5313	9.4029	9.91515	9.1661	
TCTN1	6.5581	6.5018	6.1572	6.2993	7.0841	6.4648	
AKR7A2	9.7364	9.3942	9.6857	9.8088	10.1147	9.86525	
CASK	6.445	6.5894	6.7497	7.1121	6.46155	7.0017	
PPP2R5E	10.0121	9.4334	9.3293	9.0345	10.2744	9.74805	
RRP8	7.2202	7.55	7.4657	7.643	6.7923	7.2087	
LAMA3	11.5298	11.8744	11.9158	12.0086	11.8934	12.0845	
PIK3C3	7.0761	7.8075	8.0158	7.8337	7.92875	8.09245	
BHLHE40	6.1939	6.1079	6.6506	6.4032	7.0189	5.53355	
CCNE2	4.6872	6.871	4.9683	5.8013	5.1798	6.11405	
BDH1	7.8119	8.1032	8.1124	8.189	7.13395	7.87385	
FEZ2	5.5231	5.7671	5.9807	7.0098	6.8476	6.08425	
IKBKAP	10.2316	9.8713	10.0735	9.8216	9.3758	9.7607	
SH3BP5	5.5942	5.4034	5.5915	5.6832	6.1907	5.58655	
PPP2R5A	9.8944	9.7751	9.7906	9.6467	9.99065	9.55115	
SGCB	7.3537	7.562	7.8396	7.5944	6.6108	7.483	
EML3	8.2199	7.8947	7.5405	7.716	8.6237	7.7738	
ENOPH1	10.1949	10.8498	10.8789	10.9122	9.0796	10.5017	
BIRC5	11.4759	11.3909	11.5882	11.4841	9.52	11.1547	
CNOT4	6.7837	6.9374	7.1971	7.1435	6.7471	7.2731	
EPRS	11.2341	11.7335	11.6508	11.4684	10.7181	11.5427	
SNAP25	4.6304	4.9602	11.2529	10.9551	5.21965	10.9777	
JMJD6	10.545	10.7706	10.8498	11.0693	9.7536	10.8426	
PAX8	4.2195	4.106	4.5662	4.0435	4.2014	4.2042	
CBLB	6.5761	5.9076	6.0328	6.237	8.83605	6.7337	
SLC35F2	8.9011	8.9421	9.0537	9.3031	7.11	8.95715	
ANO10	7.1622	6.7694	6.8468	6.7835	7.23115	6.6414	
PDS5A	9.5806	9.7213	9.8738	9.9086	9.29655	9.66005	
DFFB	6.7851	6.6229	6.4868	6.3111	6.85085	6.5471	
STUB1	12.7178	12.6326	12.7566	12.7758	12.8655	12.7899	
PGAM1	13.2821	13.2821	13.3718	13.3718	12.4175	13.3034	
TGFB3	6.0389	5.1687	4.5525	4.6502	7.60795	5.6302	
BAD	9.1804	9.1912	8.1403	9.1682	7.7135	7.7664	
XBP1	7.3118	8.4807	8.9575	8.32	8.4114	8.774	
NMT1	8.5279	7.8364	7.492	7.2711	8.2051	7.6855	
PSMD10	7.9635	8.0639	9.225	8.5444	8.39015	8.6394	
ARFIP2	9.6946	9.7885	9.9251	9.9131	8.4012	9.322	
RAB11FIP2	7.2297	7.4808	7.2093	7.3627	8.43765	6.94465	
FPGS	9.7867	9.1507	9.0345	9.6295	8.11985	9.33915	
STAMBP	8.7347	9.5278	9.46	9.1926	9.5131	9.30025	
PRKX	7.1898	7.4167	7.5213	7.4704	8.0653	9.3099	
RNH1	11.6776	10.8789	10.4681	10.674	12.0855	9.2554	
ATG3	8.424	8.0684	8.2668	8.5111	6.7115	8.74965	
FAH	8.0358	8.6307	9.0341	8.7218	8.72555	8.71125	
NCK1	9.6255	9.3872	10.0149	10.0173	9.57625	9.98275	
PLP2	9.6136	9.2284	8.9323	9.6575	9.76875	9.14045	
CFLAR	7.5849	6.8538	7.4466	6.2073	7.4155	6.4313	
SOX4	7.0758	7.0496	7.0154	7.3007	8.164	7.3581	
HEATR1	11.8665	11.8755	11.7335	11.8906	10.9367	11.8753	
TESK1	9.7673	8.7968	8.5523	9.2228	10.7523	9.50425	
HN1L	9.6362	10.2967	10.4381	10.5413	9.2404	10.2	
WDR7	7.278	7.0599	6.6682	7.924	8.3489	6.6649	
AKAP8	8.6169	8.5549	8.2598	8.2568	7.32815	8.48705	
RRAGA	9.7288	9.5615	9.4724	9.3172	9.45615	9.6503	
ELOVL6	9.0083	9.1406	9.1341	8.7943	9.44315	8.9273	
SLC1A4	4.8905	4.7861	5.3308	4.8458	6.0413	4.8364	
ACBD3	8.9444	9.1341	8.8714	8.3708	8.83895	9.20145	
GRWD1	7.9469	8.4586	9.3361	8.918	7.26505	8.1304	
PMAIP1	7.8808	7.5289	7.3906	7.3286	8.13545	7.288	
STAT1	7.1605	6.6203	6.8221	8.1973	6.1306	7.50975	
FOXJ3	7.6012	7.7731	7.8808	7.9376	7.08775	8.36085	
TWF2	9.4011	8.9175	8.818	9.104	9.8926	8.86545	
HDAC6	7.2846	7.4044	7.3876	7.4793	8.00925	7.5523	
MTERFD1	10.2873	10.2522	10.302	10.3705	8.1197	8.9129	
CCND1	7.1715	7.4449	7.8044	7.4793	5.34145	8.0216	
CHIC2	5.9692	7.1715	7.4442	7.8658	8.35645	7.0137	
PXN	12.9108	12.7178	12.5512	12.7302	12.7048	12.7241	
USP7	6.5985	7.4482	7.0544	7.2539	6.3313	6.72845	
NOSIP	6.8826	8.1092	7.8396	7.1586	5.82965	6.55765	
PHKB	7.5179	7.7444	7.3405	7.6029	7.86735	7.5622	
DLD	10.8243	10.9938	11.0692	11.2672	10.1039	11.1631	
NFKBIB	6.9779	6.6441	6.9459	6.6573	6.81205	6.6005	
CASC3	9.0537	8.9619	8.8907	8.7494	8.6016	8.73435	
IDE	6.2309	6.7031	6.7244	6.5845	7.76745	6.48785	
CD40	10.4303	7.949	7.4471	7.8596	8.8898	8.1005	
MLEC	11.659	11.4185	11.4806	11.5	10.7556	11.4777	
GLI2	4.7316	4.1608	3.9207	4.6605	7.2952	4.2535	
PRPF4	8.5549	9.1951	9.0177	8.9691	4.54445	7.31815	
MELK	10.2759	10.9122	10.9299	10.8306	9.0612	10.6735	
USP22	10.7996	12.3919	12.2595	12.5135	11.3074	12.3311	
DAXX	8.8087	8.4108	7.797	7.9518	8.2643	7.7681	
TMED10	11.1762	11.1994	11.1763	11.3377	10.9342	11.0326	
CHERP	8.7202	8.2927	8.7269	8.6912	8.3446	8.57555	
SMAD3	6.871	6.7668	7.1075	7.4964	7.01085	7.2248	
OXA1L	12.3047	11.9771	12.1008	12.1008	11.071	12.2346	
PIK3CA	9.5337	8.5111	8.2535	8.8714	10.3917	8.913	
SNX7	9.9606	9.7642	8.6933	9.5441	9.1719	9.8491	
TRAPPC6A	7.9355	6.9101	6.6559	6.8356	9.6388	7.19755	
ATP2C1	9.1985	8.6955	8.9993	9.173	9.6048	8.505	
CDCA4	8.257	9.2556	8.4571	8.6272	6.93885	9.4433	
TBC1D9B	8.7864	8.9128	9.0942	9.2057	8.4905	8.79835	
USP14	7.7246	7.7444	7.6411	7.6969	8.7944	7.70615	
APPBP2	5.3308	5.4281	5.429	5.6655	6.35785	5.5121	
CDC20	13.5138	13.7384	13.9816	13.7639	12.0178	13.5551	
NARFL	8.2765	7.2546	7.3798	7.3511	8.77845	7.4234	
RPS6	14.908	14.597	14.908	14.908	14.9363	14.9351	
DDX42	7.2021	8.3263	8.2344	8.5239	7.60925	8.1721	
ECH1	11.2183	10.572	10.527	10.7609	11.7206	10.9953	
HDAC2	10.8643	10.6182	10.8358	10.3942	9.60655	10.4358	
IKBKE	5.6326	5.8585	5.6265	5.1227	6.62635	4.9855	
CCL2	5.2865	5.4364	4.6387	4.6183	6.4601	5.66305	
DFFA	9.3195	8.9457	8.8465	8.7883	9.86445	9.18325	
MRPL19	10.8514	10.8424	10.9801	10.898	9.5013	10.7519	
WDTC1	7.0202	7.0991	7.0755	7.4288	9.11655	7.45105	
PLSCR3	9.1645	9.1677	9.2046	9.3817	9.0072	9.33415	
SUZ12	10.0836	9.9797	10.1992	10.2351	9.4585	10.149	
CSNK2A2	7.292	7.0002	6.6715	6.6588	8.53415	7.3748	
H2AFV	7.7466	6.4289	7.8786	7.5153	7.1836	6.1237	
NUSAP1	10.8082	10.441	10.4796	10.527	7.1305	9.25535	
TICAM1	7.4393	7.3334	7.6655	7.5669	8.99775	7.66375	
FAM69A	10.2617	9.2728	8.4273	8.6228	11.3234	9.7925	
KIAA0100	8.1036	8.6488	9.1484	9.1116	8.47105	8.68705	
PAICS	9.0808	9.4257	9.7229	9.1871	7.0302	9.2113	
SRC	6.5447	5.8895	5.2468	5.879	4.63055	5.76615	
BMP4	7.5005	5.9084	5.2664	5.9772	6.9391	5.85945	
CDK2	9.7673	9.1414	9.0889	9.2587	9.12545	9.06745	
EDN1	9.1068	8.1181	8.8465	8.7219	9.7422	8.89025	
XPO7	8.7012	8.4725	8.6488	8.7396	7.5935	8.6404	
FAIM	8.8991	8.9832	8.4782	8.5601	9.859	9.2775	
KIAA0494	8.5959	9.1078	9.0779	8.8108	8.9041	8.73575	
PXMP2	8.8288	8.9762	8.8675	8.7579	8.54665	8.62275	
SQSTM1	11.6103	11.9494	11.6776	11.8647	13.4528	12.134	
HIF1A	12.2828	12.5799	12.869	12.7895	12.6755	12.8666	
TIMM17B	9.9814	9.7867	9.9302	9.964	10.2758	9.97245	
STXBP2	6.494	8.1727	7.0346	7.1027	5.77245	6.7589	
WRB	7.5168	7.4381	7.7856	7.4421	8.4572	7.8172	
ETFB	9.9661	10.4432	10.3841	10.3511	10.6568	10.4948	
MNAT1	7.7337	7.7386	8.3397	7.8896	7.58655	7.69495	
CAMSAP2	10.661	10.2796	10.2723	10.4527	11.257	10.6932	
HPRT1	9.5461	10.6338	11.063	10.178	9.9995	10.0589	
ARNT2	12.1477	11.0017	10.4052	10.2703	12.2367	11.4062	
RRS1	8.6552	9.0489	9.2827	8.8907	7.622	8.80885	
ADAT1	6.9731	6.5401	6.3728	6.5742	6.73805	6.48705	
SPAG7	10.2694	9.9631	9.9366	10.1491	10.4932	10.1234	
MAPK1IP1L	9.1697	9.5017	9.5186	9.8438	9.846	9.43715	
SCAND1	10.178	10.4783	9.1521	9.1976	9.4677	9.76895	
MFSD10	10.1455	10.4181	10.5907	10.4206	9.59	11.0072	
MSH6	10.7704	10.7426	10.8739	11.0419	9.96195	10.2566	
COPS7A	10.7292	9.935	9.8751	10.0897	10.6323	10.1685	
UBE2C	11.5571	11.8084	11.8391	11.6839	10.3383	11.9663	
FIS1	9.0618	8.0854	8.2472	8.2514	6.7881	8.39875	
HS2ST1	5.38	4.2833	4.9602	5.2937	7.52415	4.86655	
NUDT9	8.455	9.0809	9.0475	8.9258	8.0665	9.7662	
TXLNA	10.9716	11.1541	11.4181	11.2529	10.5035	11.3868	
CSRP1	13.1025	13.3968	13.7639	13.4257	12.9922	13.6657	
DNAJB1	10.4462	10.981	10.8287	10.9676	10.5052	10.7931	
METRN	7.7183	8.6184	8.6359	7.681	7.3228	8.5484	
TOPBP1	8.605	8.0918	8.0795	8.2835	9.0022	7.913	
ABCF1	11.072	10.1813	9.883	10.0271	10.6283	10.0653	
TCTA	8.7085	7.9419	7.9219	8.1189	9.0304	8.1938	
LGMN	5.8895	5.9737	7.6327	6.0469	5.6874	5.99145	
TLK2	9.0547	7.9114	6.1638	7.964	9.47205	8.3871	
KIAA1033	8.599	8.6331	8.7579	8.7124	7.50385	8.63615	
PTGS2	4.0084	4.3124	4.1218	4.0488	6.19615	4.15955	
DNAJB6	10.6972	10.264	9.2668	10.2522	10.7787	10.1124	
PLA2G4A	11.3314	10.6743	9.9501	10.1644	11.8225	10.6805	
MAT2A	12.0919	12.633	12.2086	12.5527	12.2329	12.4239	
TLR4	4.3438	4.3438	4.6025	4.4691	5.83755	8.20445	
HMGCS1	8.9835	8.7124	8.9128	9.0102	12.5556	8.69945	
MBTPS1	7.5527	7.4567	7.7222	7.8425	8.08275	8.4058	
SPRED2	9.5198	8.553	8.8368	9.0547	8.9089	9.04455	
ZNF274	7.6344	6.1327	6.6205	6.5894	8.60525	6.49495	
CLIC4	11.5582	11.5879	11.7781	11.8647	12.1579	12.1122	
MAP7	7.9369	11.5	7.3328	7.5913	7.4896	7.5204	
CHAC1	9.0821	8.4108	8.2074	8.0359	9.04515	8.52955	
EIF4G1	10.107	9.8563	9.9531	10.1453	10.1628	9.92685	
BTK	4.2195	3.7404	4.0734	4.4207	5.39305	3.709	
GNAS	12.05	12.5028	12.633	12.5978	12.2056	12.6966	
MYL9	7.5378	7.1314	7.3405	7.8696	8.5444	8.23545	
TEX10	7.2539	8.7579	8.4091	7.6997	7.0988	7.41355	
PSMD2	12.2595	12.2553	12.0593	12.1921	12.0751	12.2281	
ZNF586	6.564	5.5915	5.7398	6.5699	6.19635	5.66425	
CLTC	11.1074	11.3983	11.6055	11.4644	10.7954	11.4504	
IKZF1	4.6486	4.4691	4.2898	4.6704	5.46055	4.3843	
APBB2	8.1934	8.2398	7.9195	8.3596	8.43005	8.7137	
HSD17B10	9.8149	9.3741	9.489	9.61	9.358	8.9059	
RNF167	10.7389	10.4906	10.1669	10.2099	10.444	10.2083	
STX1A	8.9483	8.5444	8.6821	8.5572	9.3833	8.8867	
ALDOA	9.9204	11.057	11.2123	10.8819	9.99815	10.9256	
EPHA3	9.3852	5.1014	4.5326	9.0085	5.7691	5.17175	
STAT5B	5.3777	5.1838	5.2416	5.0683	5.28175	5.2012	
TXNDC9	7.5435	8.3222	8.3171	8.1046	6.48275	7.93205	
CCNA2	11.3547	11.3313	11.4841	11.4874	9.269	11.2406	
VGLL4	8.8825	8.8853	8.9209	8.9099	8.1448	8.7539	
CASP10	7.2529	5.6655	5.5631	5.9772	7.72635	5.8957	
SDHB	11.747	11.9984	12.1065	12.0712	11.2205	11.9353	
ETS1	7.8194	8.0132	8.3619	8.1117	8.43595	8.2518	
YTHDF1	7.5691	7.2928	7.2377	7.1604	8.32655	7.5245	
FOXO4	5.7746	5.9691	6.1166	6.4032	8.0234	6.39345	
LSM5	10.6401	11.3605	11.1033	10.3774	8.55195	11.3412	
TOMM34	8.2472	9.2632	9.5235	9.2895	8.76535	9.1256	
ZMYM2	7.4141	7.8813	8.2116	7.4532	6.92305	7.6378	
CHMP6	5.4618	5.5484	5.1094	5.4413	5.5837	5.3713	
KIAA0907	9.1068	9.6055	9.6167	9.6991	9.55565	9.36955	
CASP7	7.2086	7.5802	7.8619	8.0662	6.546	7.42125	
HK1	9.3072	9.3361	9.3615	9.0072	8.85965	9.20695	
PAPD7	10.9199	9.9215	9.3631	9.163	11.64	9.744	
PIGB	9.3306	9.3828	8.7665	9.4415	8.8728	9.7527	
CHEK2	7.9635	8.1526	8.4916	8.2266	6.60105	8.04065	
PLOD3	11.747	11.678	11.7644	11.6472	11.9145	11.8986	
ACD	8.3155	8.7744	9.0537	8.7782	6.9644	8.8741	
TRAK2	6.2739	5.8456	6.2947	5.7673	8.0464	5.7268	
SUPV3L1	11.333	10.2873	9.5672	9.711	11.4931	10.5721	
VAPB	7.8465	8.1082	8.0349	7.9369	6.79185	7.7588	
GPATCH8	7.4242	7.6395	7.4747	7.2585	6.37005	7.20435	
HSPD1	11.4432	12.1477	12.128	11.8755	9.9613	11.8123	
BUB1B	11.2961	10.1006	10.1157	10.1813	10.4768	10.3778	
TGFBR2	8.7665	9.2949	9.176	9.1951	9.72485	9.1891	
MRPL12	12.6231	12.6917	12.6917	12.6231	11.7978	12.4927	
NOTCH1	9.0711	8.4071	8.627	8.3896	10.087	9.23295	
PNP	11.7781	12.1065	12.0752	12.2086	11.4804	12.1234	
SHC1	10.8904	10.7026	10.5253	11.063	10.7707	10.9579	
ARPP19	9.3111	9.4029	9.5109	9.3761	6.7018	7.2673	
CEBPA	3.5329	4.0278	4.0593	3.7963	7.07755	6.4412	
PSMF1	9.4322	8.3431	8.7299	8.7323	9.72955	8.9173	
RTN2	11.1424	8.8853	8.037	8.5999	10.3712	8.7748	
NPEPL1	6.4672	7.0208	6.7076	6.7143	7.37665	6.9469	
USP1	7.4338	8.0898	8.2199	7.8003	6.91975	7.70105	
RPA1	10.5244	10.2967	10.3922	10.6531	9.97965	10.2283	
SIRT3	5.4713	5.1509	5.4095	5.7907	5.41925	5.85845	
KLHDC2	9.5009	8.7909	9.173	9.0376	10.2239	9.242	
UBQLN2	7.797	8.1709	8.1455	8.281	7.8382	7.87895	
DMTF1	6.8902	7.2021	7.1271	6.9063	7.6982	7.05845	
SCARB1	9.711	9.3195	9.0711	9.1582	9.60615	8.64335	
CLPX	8.2847	8.399	8.458	9.4156	7.37795	8.3915	
TPM1	9.2386	9.9674	10.3138	8.8693	9.16015	10.0194	
TM9SF2	8.2096	8.9899	9.1209	8.8728	8.5715	8.96625	
TXNL4B	7.6207	7.1092	6.8356	7.2406	6.3907	6.79535	
ATF6	9.0475	8.8675	9.145	9.2228	9.12325	8.90445	
PRR15L	6.4452	4.2578	4.801	4.7389	5.7452	4.56835	
NUP88	10.6768	10.5358	10.6261	10.4646	9.93225	10.3369	
ST6GALNAC2	6.3603	5.9265	6.2053	6.4868	7.89645	6.7124	
ADH5	9.9748	10.3641	10.878	10.5179	9.4949	10.4118	
FUT1	8.0122	6.6242	6.3157	5.7673	8.5467	6.22665	
GOLT1B	9.7375	10.2106	10.3967	10.3983	7.49505	10.041	
PRUNE	5.8852	5.7344	5.677	5.7673	6.77705	5.3036	
PPOX	9.181	8.2122	8.0606	8.1703	9.95795	8.515	
SYPL1	12.4686	12.0086	12.0712	11.9614	11.9775	11.9794	
CANT1	10.3782	10.0735	10.3596	10.6345	10.6832	10.4804	
ZNF451	8.3085	7.8985	8.2535	8.3266	8.6177	8.1403	
HOMER2	7.4308	7.2546	7.2577	7.1971	7.1144	7.2723	
RALB	9.6061	9.5934	9.964	9.6528	9.50215	9.82805	
CLTB	12.7895	12.5978	12.7302	12.5948	13.0737	12.9142	
TRIM13	8.6333	7.6467	7.2439	7.638	8.8107	7.59795	
FBXO7	7.669	8.2461	8.4262	8.2424	8.54765	8.3656	
PHKA1	8.399	7.7118	7.5318	7.0831	6.673	7.0804	
CYCS	10.4172	11.0787	11.1994	11.057	9.53695	11.0676	
PPARD	7.1092	6.6817	6.5486	6.7252	7.62765	6.60895	
ENOSF1	5.5057	6.1784	5.8093	5.7344	4.55545	5.7646	
MAP4K4	8.7085	8.8972	8.9457	8.4626	8.98425	9.10545	
PAN2	3.7404	4.7256	3.6395	4.5326	3.8556	3.79835	
STAT3	5.2424	4.8765	5.9602	5.1687	5.53825	5.5932	
LIG1	8.6953	9.043	8.6821	9.0276	7.33875	8.3936	
PPIC	10.1973	9.7442	10.277	10.1351	9.7138	9.83325	
EIF5	9.7719	10.8904	10.7798	10.9293	8.71375	9.4465	
GNB5	8.9506	8.5979	8.3819	8.5959	9.41345	9.4779	
GNAI1	4.697	5.0579	5.7603	5.6061	5.53525	5.55245	
INSIG1	8.2806	8.1608	8.5876	8.2891	10.8324	8.723	
DNMT3A	8.6798	8.599	7.5004	8.9575	10.1741	8.4733	
TM9SF3	8.9853	9.0779	8.9638	7.8907	8.784	8.4555	
CCDC86	11.3109	10.2946	10.2946	10.413	10.9444	10.5117	
HIST2H2BE	8.2369	6.7057	5.5484	5.8592	8.5248	6.85665	
S100A4	9.316	9.0563	9.0854	8.7889	9.8588	9.3275	
SLC25A14	6.7682	6.4068	6.4527	6.0255	6.63395	6.4287	
KTN1	11.2102	11.2311	11.1861	11.2341	10.6509	11.424	
TBXA2R	6.7932	6.1652	5.8727	6.0135	7.11655	6.10285	
ARHGAP1	9.9204	10.082	9.8828	9.9531	10.3752	10.114	
FBXO11	6.0255	9.2386	6.1592	5.8895	6.1335	5.53415	
HERPUD1	7.6588	7.4704	7.2093	8.3521	9.47905	7.489	
LPAR2	8.2369	8.0772	8.0255	7.6598	8.66025	8.2624	
COASY	7.3118	7.8748	8.0795	7.8208	7.9668	7.71145	
RPL39L	3.9416	5.1509	4.7705	4.3642	5.76635	3.92365	
BPHL	9.0629	7.1519	7.628	9.0703	8.3239	8.11305	
RASA1	8.175	8.6186	8.6291	7.7828	8.8602	8.4701	
ATMIN	6.6062	6.949	6.9779	6.9226	6.63645	6.69195	
MAPKAPK3	8.6168	9.4944	9.2118	9.0341	7.3591	8.7845	
