gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
MAP2K5	7.48545	6.7773	7.4229	6.9702	7.7714	7.8172	
POLR2K	9.5012	9.93	9.4413	9.9327	9.4492	9.5714	
PTK2B	6.6205	6.7208	7.0648	6.5989	8.1414	7.4286	
PUF60	12.3365	12.3925	12.5708	12.6202	11.188	12.1342	
DHRS7	9.6378	9.4492	9.6118	9.1123	9.5065	9.5667	
PAF1	8.7219	8.9574	9.0314	9.4876	10.063	9.3105	
ARID5B	8.9325	8.7312	9.2406	9.2958	8.7559	8.6551	
POLR1C	8.96415	8.5802	8.6955	8.7648	8.7529	9.159	
PAK1	6.72855	5.8887	6.5719	6.2541	6.6856	6.192	
RUVBL1	10.8646	10.7862	10.8752	10.8357	10.412	10.8083	
AKT1	11.0685	10.5215	10.626	10.6222	10.3859	10.8135	
CDC42	11.75	11.752	11.8186	11.8819	10.8666	11.3823	
IGHMBP2	6.3179	6.0521	5.9204	6.231	5.5434	5.8948	
SENP6	8.9333	9.4207	8.9171	9.2461	9.2613	9.2609	
ADO	6.7586	7.1112	7.1828	7.0648	6.111	6.7455	
HSPB1	12.5227	12.4183	12.7818	12.7471	12.4183	12.5793	
EBP	7.08805	8.8015	7.83	8.2737	9.0079	8.6755	
TCTN1	7.07665	6.2184	6.572	6.4436	7.3111	7.1167	
AKR7A2	11.0646	11.3878	11.0359	11.1926	11.0018	11.2568	
CASK	6.58105	7.1017	7.0728	6.6251	6.17	6.5989	
PPP2R5E	10.2788	10.412	10.3464	10.9018	11.5034	10.7998	
RRP8	6.18315	6.4838	6.4611	6.3688	5.6675	6.0809	
LAMA3	3.58135	4.1396	3.7955	7.9353	4.0422	4.075	
PIK3C3	8.73695	8.6836	8.8121	8.8975	8.9999	8.8156	
BHLHE40	5.29295	7.1495	7.0596	6.8363	6.5007	5.5565	
CCNE2	7.0579	7.3608	6.4753	6.8752	6.1972	6.1452	
BDH1	5.36835	6.0832	5.8571	6.0432	5.5996	5.5434	
FEZ2	5.52485	5.3177	5.4523	5.4216	5.872	5.1248	
IKBKAP	9.8064	8.9963	9.1651	9.1477	9.2232	9.5874	
SH3BP5	8.1925	8.444	8.3377	8.4019	8.6264	8.6231	
PPP2R5A	9.09495	8.8912	8.8847	8.7591	9.421	8.884	
SGCB	7.22775	8.8218	8.4542	8.7073	7.64	7.0747	
EML3	7.82115	7.4523	7.7611	7.6075	8.2705	8.4347	
ENOPH1	10.6964	10.9192	10.8841	10.6457	10.3332	10.4441	
BIRC5	12.6288	12.7695	12.8524	12.7558	12.2052	12.4701	
CNOT4	6.54565	6.9064	6.5388	6.3576	6.5595	6.0121	
EPRS	11.0064	10.7538	10.8462	10.4654	10.2461	10.4042	
SNAP25	4.9811	4.8547	4.9598	4.5516	4.5261	5.5998	
JMJD6	11.5479	12.109	11.6371	11.5263	10.8357	11.4722	
PAX8	10.4035	10.2408	10.2408	10.3865	11.0198	10.8346	
CBLB	5.8142	6.1531	6.2057	6.2057	6.5911	5.7212	
SLC35F2	7.62655	6.5137	9.0885	9.0314	8.0362	8.5907	
ANO10	8.1601	8.3517	7.9358	7.5074	7.6134	7.7438	
PDS5A	9.2425	9.2334	9.2131	8.9999	9.128	9.1069	
DFFB	6.42315	6.2024	5.8948	6.3917	7.224	6.2755	
STUB1	12.792	12.9173	12.8768	12.8768	12.949	12.865	
PGAM1	12.7524	13.6078	13.3347	13.3831	11.9912	12.6692	
TGFB3	4.80805	5.5962	5.4973	5.909	7.113	6.3576	
BAD	8.5231	9.7877	8.5195	8.4532	9.2342	9.2232	
XBP1	9.22735	9.0079	9.251	9.1873	8.6836	8.1792	
NMT1	8.8126	8.3077	8.573	8.8156	9.2017	8.6942	
PSMD10	6.63495	8.7688	7.3852	8.8108	8.9475	8.3546	
ARFIP2	10.1859	10.5133	10.505	10.3294	10.2652	10.0078	
RAB11FIP2	7.4142	7.4733	7.155	7.1234	7.7113	7.3301	
FPGS	9.04625	9.4227	9.2958	9.4194	9.1226	9.7748	
STAMBP	8.2448	8.8121	8.6552	8.8092	8.3377	8.4125	
PRKX	6.75375	6.257	6.4077	6.0194	7.1778	6.9808	
RNH1	11.3936	10.6159	11.3628	10.5956	11.3483	11.6466	
ATG3	8.41585	7.8996	8.5802	8.4573	7.8759	8.2168	
FAH	6.58135	8.5304	7.1999	7.4709	7.5832	6.7707	
NCK1	8.26975	8.5998	9.5291	8.5834	8.4781	8.7771	
PLP2	9.29225	9.4943	8.7522	9.6013	9.7608	9.5498	
CFLAR	7.90925	8.5864	8.4325	8.231	6.2867	7.3831	
SOX4	6.4696	6.5487	6.8298	5.8675	6.3887	5.872	
HEATR1	9.28185	9.7343	9.5793	9.0693	9.1114	9.3118	
TESK1	9.80085	8.8234	8.8881	9.6101	10.061	9.7744	
HN1L	9.8594	10.2264	10.1618	10.2139	9.0783	9.8046	
WDR7	7.34975	6.7918	6.9779	6.8286	8.2878	7.6436	
AKAP8	8.5148	9.128	8.518	8.7223	8.4856	8.5611	
RRAGA	9.51075	9.6545	9.4697	9.7302	9.5756	9.2555	
ELOVL6	7.4737	7.3345	7.1594	7.7408	9.7656	8.7445	
SLC1A4	5.02985	5.6835	5.3106	5.8061	5.0584	5.3949	
ACBD3	6.46395	7.7845	7.3417	7.5867	6.5989	6.4323	
GRWD1	7.71585	7.1731	8.0385	6.4649	6.9344	7.6851	
PMAIP1	6.7346	6.6319	7.0708	7.0859	7.4073	7.4229	
STAT1	8.8705	8.8764	7.3637	8.8527	9.1894	8.9574	
FOXJ3	8.71085	9.4838	8.6692	8.9604	8.4217	8.6745	
TWF2	9.83845	8.9014	9.8919	9.7525	9.6229	9.8919	
HDAC6	7.71505	8.4663	8.2393	7.8938	8.4573	8.2616	
MTERFD1	9.73735	9.6769	9.8687	9.6639	9.545	9.5592	
CCND1	4.8071	6.0121	5.266	5.6041	3.8747	4.4926	
CHIC2	8.06565	8.1928	8.0781	8.3685	8.1691	7.8139	
PXN	12.3633	12.2349	12.1695	12.1101	11.7671	12.2393	
USP7	6.57525	7.1032	6.7566	6.6952	6.0368	6.2541	
NOSIP	8.521	9.3297	9.1159	7.8317	10.1996	9.6131	
PHKB	8.6192	7.5648	8.7794	8.1273	7.8681	8.5352	
DLD	11.1565	10.924	10.9977	10.8137	10.1154	10.4179	
NFKBIB	6.6102	6.4061	6.7397	6.2698	6.0931	5.9457	
CASC3	8.9877	9.1377	9.2111	9.2279	8.8582	8.8325	
IDE	6.65025	5.1095	4.8612	5.1348	4.8446	4.7753	
CD40	11.8837	10.3256	10.5694	10.1782	11.5643	11.7053	
MLEC	12.3576	12.5708	12.7147	12.5708	12.0871	12.692	
GLI2	6.3177	9.4222	6.5931	6.1476	6.0521	6.7248	
PRPF4	10.0301	6.0931	9.1598	7.8457	8.6088	9.5594	
MELK	12.4326	12.5391	12.3385	12.3385	11.4071	12.2632	
USP22	13.0176	13.1476	13.0927	13.2302	12.8475	12.5162	
DAXX	9.436	9.1285	9.0472	8.928	8.5946	8.9395	
TMED10	10.7271	11.0977	11.0514	10.978	10.4009	10.718	
CHERP	9.24735	9.2486	9.3902	8.9041	8.9603	8.8456	
SMAD3	8.1687	8.8773	8.8083	8.8527	8.6401	8.3204	
OXA1L	11.1585	11.4722	11.0851	11.4722	11.2921	10.0483	
PIK3CA	9.71325	8.4806	9.527	9.5128	10.0371	10.5694	
SNX7	9.7833	9.6669	9.6654	9.8093	11.456	10.2739	
TRAPPC6A	7.91165	7.6254	7.6656	7.9612	9.3664	8.4814	
ATP2C1	9.4473	9.5594	9.3363	9.62	9.6033	9.545	
CDCA4	7.79565	8.0069	7.8369	7.8263	6.9448	7.7043	
TBC1D9B	7.76945	7.9948	8.4937	7.4682	8.2393	7.6668	
USP14	7.5996	7.1999	7.1828	8.0753	7.6982	8.0362	
APPBP2	7.0788	7.4631	7.7301	7.6656	7.7329	7.433	
CDC20	13.7078	14.0835	14.0316	14.033	14.2526	14.033	
NARFL	9.1657	8.6629	8.6476	8.9631	9.5215	9.3518	
RPS6	14.8364	14.4905	15.0	14.4905	14.9158	15.0	
DDX42	8.50895	9.3297	8.9052	8.6552	8.4627	8.7609	
ECH1	10.2484	9.3575	9.8847	9.8209	11.2149	10.5445	
HDAC2	10.2742	10.477	10.6698	10.9878	10.3678	10.6942	
IKBKE	5.7386	5.6385	5.9407	5.6249	5.9457	7.1011	
CCL2	8.73725	9.5849	9.7119	9.3523	8.0984	9.1586	
DFFA	9.4425	9.0994	9.0539	9.7796	9.6769	9.6669	
MRPL19	10.5231	10.2228	10.581	10.5977	10.3733	10.3865	
WDTC1	8.1722	8.2488	8.0571	7.9517	9.0994	8.2737	
PLSCR3	9.44375	9.2593	9.2915	9.597	9.3889	9.8573	
SUZ12	10.5586	10.718	10.5862	10.7691	10.7661	10.6085	
CSNK2A2	8.44035	7.4229	7.5433	8.0753	8.8881	8.8169	
H2AFV	8.4124	8.2674	8.7622	8.8111	9.4558	8.1192	
NUSAP1	11.4666	10.9412	11.5377	11.3087	11.2446	11.559	
TICAM1	6.56745	7.6121	6.7959	7.2515	6.5589	6.4951	
FAM69A	10.997	8.5506	10.0499	10.3921	11.3087	10.5916	
KIAA0100	7.55765	9.0935	7.7634	7.5379	7.4733	7.7514	
PAICS	7.50705	9.0122	8.1912	8.5195	7.6927	7.3277	
SRC	6.05545	8.9703	7.8395	5.9194	5.6129	5.1559	
BMP4	7.73075	8.0715	6.1166	6.5635	8.4532	7.5891	
CDK2	10.1946	10.0052	10.2228	10.3118	10.211	10.451	
EDN1	10.422	10.4283	10.3048	9.5141	9.4838	9.4014	
XPO7	9.3755	9.8239	9.4497	9.9254	8.9346	8.8111	
FAIM	8.15145	7.968	8.4671	8.3516	9.0186	8.3429	
KIAA0494	9.5538	9.521	10.04	9.7343	10.3438	9.8311	
PXMP2	10.1295	9.8715	10.2334	10.2933	10.319	9.9882	
SQSTM1	11.2003	11.6559	11.344	12.109	13.8273	12.1444	
HIF1A	13.278	13.6611	13.4154	13.5297	13.4692	13.4692	
TIMM17B	10.7246	10.8752	11.1143	10.8402	10.9862	11.5065	
STXBP2	7.39225	7.9847	7.5956	7.7801	8.2126	7.8064	
WRB	6.40325	6.3014	7.1269	6.9801	6.8477	6.8191	
ETFB	9.9917	9.8399	10.2015	10.0123	10.0789	9.7644	
MNAT1	8.01175	8.3644	8.208	8.2411	8.0731	7.9955	
CAMSAP2	10.9447	10.3464	9.3871	9.8493	9.8891	10.8849	
HPRT1	9.8204	11.4907	10.3381	10.2987	9.8611	10.1456	
ARNT2	13.184	10.3048	12.2723	11.2541	13.2972	12.732	
RRS1	7.52145	7.7581	7.7831	7.7812	6.106	7.4107	
ADAT1	7.47645	6.5807	7.224	7.4682	7.7532	7.6622	
SPAG7	9.731	9.9506	10.1245	10.2228	10.4941	10.2234	
MAPK1IP1L	10.1522	10.2537	10.1371	10.0253	10.0947	10.2981	
SCAND1	10.192	10.0156	9.8291	9.9758	10.432	9.8589	
MFSD10	10.5187	10.3164	10.7361	10.6753	10.3118	11.2332	
MSH6	10.6418	10.8666	10.5916	11.0627	10.8328	11.1638	
COPS7A	11.6518	10.6663	11.0847	10.8958	11.0289	11.6371	
UBE2C	11.9737	12.6008	11.6928	11.3483	12.5162	11.9605	
FIS1	8.75915	7.7078	9.41	8.6016	8.2446	8.7688	
HS2ST1	6.19935	5.872	6.4754	5.9703	6.4753	5.9703	
NUDT9	9.85685	8.7475	9.1433	8.8352	9.3525	9.2413	
TXLNA	9.964	11.6384	11.2041	11.7966	10.7393	11.0198	
CSRP1	14.705	14.6547	14.4905	14.7766	13.2302	14.4905	
DNAJB1	9.69605	9.8066	9.7626	9.4948	9.1949	9.5128	
METRN	7.09775	6.9836	7.2012	6.5515	6.6524	7.2669	
TOPBP1	9.35205	9.1863	9.4672	9.5327	9.9727	9.643	
ABCF1	10.0126	10.4837	10.4029	11.0262	11.5192	11.343	
TCTA	10.2206	9.2279	9.1242	9.7656	9.4759	9.3279	
LGMN	9.04685	9.4645	9.1141	9.4798	8.6568	8.6473	
TLK2	9.16725	8.8055	9.8996	8.8881	10.1517	9.1797	
KIAA1033	9.3786	9.4136	9.4478	9.3936	9.8291	9.3803	
PTGS2	3.9596	4.0568	3.9379	3.9866	4.3058	3.9496	
DNAJB6	11.4767	10.2109	8.5945	10.7787	11.0974	11.1806	
PLA2G4A	11.7112	8.3909	8.9405	11.1806	9.6622	12.0032	
MAT2A	12.0376	11.9925	12.0032	12.283	12.0278	11.9326	
TLR4	8.6507	5.9835	5.366	5.4023	6.2208	6.022	
HMGCS1	11.0237	11.1875	10.7998	11.3163	14.3889	13.0552	
MBTPS1	7.69655	8.0517	8.0753	8.1358	8.4443	8.1068	
SPRED2	10.2466	9.6811	10.1858	10.1517	10.6601	11.0065	
ZNF274	7.99135	8.2973	7.7229	8.344	7.8369	8.3127	
CLIC4	13.8962	14.033	14.0835	14.0835	13.7548	13.9223	
MAP7	4.28625	3.7497	3.8998	4.5155	3.9655	4.8345	
CHAC1	9.8845	8.4607	8.7374	9.0426	9.168	10.0038	
EIF4G1	9.2898	9.0108	8.7073	8.254	8.1186	9.5374	
BTK	3.5658	3.6825	3.5843	3.4802	3.4294	3.2875	
GNAS	13.2917	13.3954	13.4614	13.6611	13.3001	13.4614	
MYL9	12.6036	12.949	12.7471	12.8475	11.5334	12.3925	
TEX10	8.95565	9.0482	8.937	8.8547	8.9554	8.9185	
PSMD2	13.2172	12.9399	13.2473	13.0302	12.2632	12.8969	
ZNF586	5.36945	5.2508	5.0125	5.465	5.5834	5.4973	
CLTC	11.3983	11.9912	11.5126	11.8759	11.7355	11.2041	
IKZF1	4.30395	3.6913	4.3941	4.4749	4.8259	4.9815	
APBB2	9.30855	7.2962	7.9193	7.1319	8.2987	7.9113	
HSD17B10	10.4994	10.5091	10.4076	10.2294	10.321	10.3118	
RNF167	10.1523	9.681	9.8257	9.9615	9.8046	9.9254	
STX1A	7.2642	7.1652	6.8477	7.1083	7.3648	7.2394	
ALDOA	8.6163	10.9199	8.4871	9.8311	7.9984	7.988	
EPHA3	5.7621	5.7362	5.8587	5.2405	5.6705	5.7276	
STAT5B	4.26165	5.2692	4.8345	4.8998	4.3516	4.4745	
TXNDC9	9.65645	9.867	9.6731	9.7201	9.0108	9.5874	
CCNA2	10.218	10.6929	10.7957	10.9305	10.0536	10.4672	
VGLL4	8.3469	8.4532	8.375	8.0396	8.3297	8.2168	
CASP10	8.6076	6.4142	6.5635	6.2981	8.0253	7.8059	
SDHB	11.6077	11.5695	11.6831	11.4881	10.9305	11.1525	
ETS1	8.46365	8.6059	8.5834	7.9948	7.7581	8.4297	
YTHDF1	6.95655	8.1922	7.5615	7.3788	7.1418	6.9987	
FOXO4	6.1809	6.3782	6.4656	6.4426	8.0998	6.5635	
LSM5	11.714	11.5881	11.8471	11.8529	11.5453	11.6384	
TOMM34	8.7065	9.0963	9.5103	9.277	8.5587	8.7475	
ZMYM2	9.45915	10.1535	8.9097	9.3575	9.528	9.3664	
CHMP6	5.4084	5.9779	5.5661	6.0054	5.0623	5.2323	
KIAA0907	9.0084	8.8404	9.1226	9.159	9.1531	9.0059	
CASP7	7.8222	9.1868	7.892	8.8287	7.121	7.1728	
HK1	7.5172	8.4734	8.114	8.2419	6.6088	6.7523	
PAPD7	10.6741	10.0548	9.8399	10.1245	11.7801	11.2491	
PIGB	8.47225	7.6861	8.2923	8.2001	8.7475	8.7179	
CHEK2	6.92295	8.017	7.5034	7.433	7.433	7.0065	
PLOD3	11.5875	12.1342	11.5881	11.9537	11.3713	11.6172	
ACD	8.02155	8.6134	7.7812	8.4193	9.1777	8.5198	
TRAK2	7.56985	7.8774	8.2613	8.2317	8.4418	8.1535	
SUPV3L1	10.5819	9.9615	9.6131	9.9482	11.7159	11.1039	
VAPB	8.03805	7.8709	7.7944	7.9113	7.4872	7.7301	
GPATCH8	7.15645	6.7773	7.3933	7.1618	7.0097	7.0204	
HSPD1	10.4775	10.6698	10.6817	10.4009	9.2279	9.9952	
BUB1B	11.8087	10.6559	11.0198	11.284	12.0425	11.5453	
TGFBR2	8.9524	6.5442	6.7918	6.7773	7.3902	7.2993	
MRPL12	12.1019	12.6249	12.3564	12.4183	10.9018	11.8306	
NOTCH1	8.0784	7.7831	7.7714	8.0571	10.6698	8.5195	
PNP	10.03	10.3921	10.0156	10.2981	9.5715	10.0156	
SHC1	10.1998	9.1226	8.8912	9.0461	9.9042	9.4413	
ARPP19	8.5001	8.5506	8.6264	8.7522	8.429	8.2705	
CEBPA	3.57845	3.4294	4.1396	3.534	3.8822	3.9813	
PSMF1	9.36305	8.6299	8.9999	8.9052	10.2294	9.6265	
RTN2	11.2078	9.9042	9.926	9.8919	11.9326	10.7726	
NPEPL1	8.34055	7.0416	7.4851	7.8844	9.0362	7.9486	
USP1	8.74665	9.1477	8.8527	9.0472	8.3573	8.3264	
RPA1	11.9556	11.7355	11.8306	11.8925	11.343	11.9136	
SIRT3	3.9916	4.8181	4.5014	4.9038	4.6503	4.3981	
KLHDC2	10.8629	10.4938	10.7538	10.8137	11.5516	11.3483	
UBQLN2	8.252	8.4087	7.9533	8.2616	8.2241	8.2781	
DMTF1	7.66	8.0882	7.6932	7.3699	7.3391	7.2184	
SCARB1	8.2407	7.932	8.3644	8.0323	7.0366	7.889	
CLPX	8.82515	8.4254	8.6801	8.1033	8.2339	8.0131	
TPM1	14.6145	14.9158	14.6547	14.9158	13.5882	14.6547	
TM9SF2	8.7006	9.286	9.0692	9.1725	9.1456	8.4411	
TXNL4B	8.10525	7.3761	7.5379	8.2368	7.8996	8.4276	
ATF6	8.13445	8.6187	8.7609	8.8975	9.1456	8.4411	
PRR15L	6.8146	5.612	5.5763	5.8293	7.1262	6.5542	
NUP88	11.1334	11.0847	11.1411	11.135	10.396	10.8666	
ST6GALNAC2	5.40665	6.5282	5.1511	5.0723	5.9204	5.366	
ADH5	9.53095	11.0518	9.5374	10.4441	9.159	9.5841	
FUT1	7.5788	7.3306	7.2322	7.5745	10.1296	8.8417	
GOLT1B	11.0369	11.4071	10.9112	10.9598	10.2328	10.198	
PRUNE	4.77075	5.0202	4.9799	5.1511	5.2762	5.1709	
PPOX	9.66385	8.4019	10.0468	8.5123	10.9125	10.6529	
SYPL1	11.5948	11.6739	11.7355	11.7205	11.7205	11.5695	
CANT1	11.4292	11.355	11.5633	11.5453	11.4071	11.7153	
ZNF451	8.18875	7.9215	8.4281	8.1626	8.4768	8.1108	
HOMER2	10.1563	10.3682	9.938	9.4538	9.0313	9.9989	
RALB	10.0531	9.6194	9.9358	10.3606	9.4876	9.6862	
CLTB	10.75	11.375	10.6753	10.6517	10.5956	10.329	
TRIM13	8.86695	8.0849	8.3473	8.6162	10.0371	9.2461	
FBXO7	7.6884	8.2705	8.157	8.2987	7.9353	7.8609	
PHKA1	6.34125	5.2762	5.3339	5.4523	6.3576	5.6732	
CYCS	10.7645	10.6236	10.6929	10.7361	9.8409	10.3678	
PPARD	6.86975	7.4295	7.0258	6.8465	7.8203	7.0859	
ENOSF1	5.43725	6.257	6.1708	6.2321	5.8587	6.2373	
MAP4K4	7.8522	8.1156	8.1928	8.4443	8.0914	7.8194	
PAN2	5.6085	6.2163	5.8803	4.8471	4.9986	5.6732	
STAT3	3.7812	5.4163	5.049	5.0387	5.258	3.9379	
LIG1	8.9071	9.1371	9.5756	9.0614	8.6988	9.1392	
PPIC	8.8226	9.7744	9.0313	9.6502	9.1434	9.0537	
EIF5	10.4564	10.8958	10.4938	9.9499	9.942	10.257	
GNB5	8.04785	8.3077	8.0286	8.2049	9.5936	8.7203	
GNAI1	4.678	9.1981	5.612	5.4023	5.1082	4.8394	
INSIG1	10.1509	10.1175	10.2109	10.5548	12.649	11.4907	
DNMT3A	8.29235	6.8845	8.1305	8.2793	9.8399	8.7297	
TM9SF3	9.883	9.5551	9.3105	9.4798	9.2003	9.9053	
CCDC86	10.2465	9.62	10.0507	9.4136	10.1245	10.0342	
HIST2H2BE	7.6334	6.8101	6.9566	7.0928	8.3856	8.2793	
S100A4	5.695	5.3949	6.2813	5.6732	6.0101	6.2981	
SLC25A14	5.78835	6.3475	5.9678	5.1707	6.0059	6.2253	
KTN1	11.4127	11.4823	11.3283	11.4602	11.2021	11.2256	
TBXA2R	7.44475	7.1167	7.121	6.9886	7.0781	7.3744	
ARHGAP1	10.6369	10.505	10.8402	10.9468	10.8212	10.9362	
FBXO11	5.0525	9.2964	5.485	5.3459	5.1606	5.1857	
HERPUD1	9.0099	8.5828	8.6879	8.4125	8.221	7.9391	
LPAR2	7.3224	6.9448	7.0453	7.4826	8.7879	8.4131	
COASY	6.40145	7.3198	6.9337	6.9054	5.7362	6.5025	
RPL39L	4.2398	5.1511	4.9341	5.2961	4.3077	4.3209	
BPHL	7.95555	8.4276	8.3201	7.7332	8.6552	8.6289	
RASA1	7.4937	7.7247	8.3927	8.6151	8.2264	8.5107	
ATMIN	6.5207	7.0	6.6631	7.0815	6.4649	6.3428	
MAPKAPK3	5.73445	5.6346	5.7952	5.8458	5.9394	6.7605	
