gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
AKAP8L	8.0051	7.3298	7.1299	7.2947	7.9758	7.6	
COG4	7.9739	7.9904	7.7279	7.781	7.634	8.3086	
MCM3	10.8193	11.1319	10.8951	10.8498	10.439	10.8115	
PLEKHJ1	9.0641	10.6083	9.0641	9.015	8.8046	9.1974	
HAT1	9.1755	9.2316	10.0571	10.0174	9.6791	9.3824	
TERT	6.2563	6.0361	6.1145	6.1683	5.2466	8.1203	
G3BP1	10.0843	9.6243	10.7389	10.593	10.5851	10.2951	
SNX13	8.1297	8.0188	8.0634	7.8505	8.2599	7.6991	
PAK4	8.1467	8.2351	7.9109	7.7537	7.5372	8.1304	
TPD52L2	8.3952	7.5294	8.4448	8.4466	8.3576	7.5067	
DPH2	6.7995	7.638	7.7279	7.7418	7.4482	7.797	
PIH1D1	9.3266	9.1026	8.5286	8.9336	8.8925	9.0746	
PRKCQ	5.0901	5.1218	4.6995	4.8719	4.8004	6.723	
SNX6	9.5938	9.9387	10.1709	10.1037	10.3175	10.1567	
EED	7.9512	8.1984	7.9398	7.9671	7.5738	8.2134	
SHB	8.1484	7.5191	8.0595	7.4536	7.3786	7.7767	
UTP14A	7.2794	9.2316	8.5937	7.7629	8.601	8.5327	
WIPF2	10.0571	8.2833	8.0876	8.2153	8.489	8.37	
NENF	11.0114	11.693	11.9286	11.7155	11.6364	11.6228	
TSEN2	9.253	9.7973	9.6203	9.7595	9.6604	9.8572	
RPN1	10.6281	11.6375	12.3098	12.3937	12.037	12.3698	
SUV39H1	7.4339	8.3607	8.4546	8.261	7.7852	7.7149	
C2CD2L	6.0724	5.5217	5.7074	6.066	5.7825	5.9719	
LYPLA1	8.5864	8.785	9.517	9.0458	9.4087	8.4916	
BIRC2	7.0538	7.707	9.1859	8.5877	8.8046	9.0039	
GABPB1	8.5388	8.1014	8.3412	8.4244	8.0302	8.5259	
MAP2K5	11.1349	6.9733	11.3888	7.0469	6.8128	7.6387	
POLR2K	10.4872	10.7317	11.8437	11.5729	11.7188	11.2658	
PTK2B	6.8704	6.8855	6.7488	6.8399	6.8301	7.2573	
PUF60	13.0301	12.9658	13.3018	13.0867	13.5463	13.0881	
DHRS7	11.7299	12.3131	12.1351	12.5383	12.2095	12.4863	
PAF1	7.5656	7.9671	8.6467	8.0044	8.4109	8.2796	
ARID5B	9.0847	8.2717	8.0766	8.8613	8.8325	8.1657	
POLR1C	8.9929	9.3972	9.2937	9.3149	9.3836	9.1692	
PAK1	6.8184	5.6759	5.6311	5.6787	5.3764	6.5034	
RUVBL1	10.4319	10.6446	10.7021	10.6954	10.4001	10.557	
AKT1	10.735	10.5555	10.2712	10.4638	10.0742	10.5225	
CDC42	11.9566	11.6024	11.6381	11.7416	11.7299	11.7965	
IGHMBP2	11.7785	7.382	6.0213	5.9513	6.1291	6.3117	
SENP6	8.2465	8.5937	8.5686	8.2183	8.6958	8.2508	
ADO	8.8765	9.2919	9.5343	9.5486	9.4621	9.1783	
HSPB1	12.4245	12.3937	12.5859	12.4935	12.5383	12.7358	
EBP	9.1138	9.4805	10.1283	9.6628	10.8159	8.8243	
TCTN1	6.478	6.9091	7.2307	7.185	6.7085	7.5461	
AKR7A2	9.593	10.099	10.1373	10.2555	10.1818	10.4138	
CASK	7.1197	7.4065	7.0337	7.5712	7.1091	7.6616	
PPP2R5E	9.9113	10.1402	10.0774	9.9786	10.0915	9.9711	
RRP8	6.2466	6.6264	6.1697	6.2637	6.0909	6.5517	
LAMA3	7.7193	7.5783	8.7273	8.9	9.0908	7.6487	
PIK3C3	7.2947	7.3706	7.4507	7.7852	7.5963	7.7091	
BHLHE40	7.8931	6.61	6.9867	6.3792	7.9932	5.8314	
CCNE2	6.5125	7.6589	7.5308	7.4089	6.5004	7.1705	
BDH1	6.1136	5.9648	6.2094	6.0213	6.1735	6.6428	
FEZ2	7.0867	7.1549	7.6913	7.1276	7.8416	5.4449	
IKBKAP	8.6846	8.9369	7.7546	8.9963	8.4849	8.739	
SH3BP5	5.9243	7.8588	8.0861	7.7353	7.9398	7.8871	
PPP2R5A	10.7101	10.4042	10.3073	10.3931	10.4131	10.3429	
SGCB	8.4109	8.9504	8.8393	8.4088	8.907	8.0871	
EML3	8.3965	7.6087	7.2403	7.3096	7.1262	7.592	
ENOPH1	10.5647	10.2157	10.6087	10.6324	10.2066	10.4015	
BIRC5	13.1566	13.1566	13.2233	13.167	12.9653	13.1566	
CNOT4	6.6803	6.3729	5.809	5.9746	6.3943	6.2466	
EPRS	10.7526	11.0465	11.4703	11.5381	11.3585	11.2403	
SNAP25	4.2605	4.5896	3.8175	3.6286	4.0357	4.2541	
JMJD6	11.4172	11.5479	11.6189	11.4444	11.56	11.4842	
PAX8	7.474	4.3682	4.7379	4.7771	3.9054	4.6944	
CBLB	6.5517	6.977	6.5221	6.4735	7.4663	6.8592	
SLC35F2	9.6607	10.5248	11.1674	11.1166	10.9185	10.8366	
ANO10	8.5541	7.5835	7.8803	8.0373	7.977	7.6059	
PDS5A	8.6136	8.679	8.8148	8.6959	8.5832	8.6428	
DFFB	6.8605	6.8368	7.0146	6.9281	6.6958	7.5473	
STUB1	12.2873	12.3377	12.5828	12.399	12.5601	12.4632	
PGAM1	12.0667	12.4702	12.7704	12.3561	12.7318	11.9922	
TGFB3	7.0463	6.1291	5.3193	5.1221	5.3035	5.3954	
BAD	9.886	10.9562	10.8366	10.892	10.3362	11.0566	
XBP1	6.3397	6.9979	7.5738	7.4334	7.901	6.4663	
NMT1	8.2826	8.4418	8.1827	8.3086	8.0373	8.0506	
PSMD10	9.166	9.8786	10.8456	9.9654	10.8038	8.4736	
ARFIP2	10.7101	9.7722	10.0742	9.9227	10.5009	10.0843	
RAB11FIP2	6.6871	6.5842	6.6292	6.3676	6.4269	6.603	
FPGS	11.2796	9.2773	9.0132	8.5706	9.2091	8.9369	
STAMBP	7.7664	8.261	8.802	9.1026	8.8458	8.4625	
PRKX	6.7638	6.6575	6.624	6.6803	6.6743	7.358	
RNH1	10.9035	10.4628	10.4305	10.6517	10.4872	11.4352	
ATG3	6.8626	8.5218	9.7459	9.6927	8.9553	9.4292	
FAH	7.4089	8.3467	9.2429	8.3649	9.0595	7.8651	
NCK1	9.9824	8.8726	9.9283	10.2291	10.2646	10.0769	
PLP2	9.1307	9.4147	9.3808	9.3875	9.3593	9.4082	
CFLAR	5.9891	6.7842	7.0288	6.6669	6.9204	6.9613	
SOX4	6.7995	7.9049	7.8454	7.686	8.0244	7.6695	
HEATR1	8.0373	8.2722	9.3003	9.1858	9.0293	8.8549	
TESK1	9.4888	8.9098	8.2509	8.3086	8.2501	8.3526	
HN1L	8.6119	8.5873	8.8433	8.6737	8.9329	8.2127	
WDR7	7.558	7.0299	6.2466	6.3349	5.9648	6.8399	
AKAP8	11.0274	7.8045	7.8677	7.9014	7.9447	8.4539	
RRAGA	8.802	8.3598	8.3467	8.2879	8.8991	7.9671	
ELOVL6	6.8111	6.9258	6.7961	7.0535	7.3681	7.3263	
SLC1A4	4.0625	4.6671	4.7335	3.899	4.6606	4.4537	
ACBD3	7.9158	8.2007	8.3952	7.6029	8.6211	6.8901	
GRWD1	8.5572	7.4223	7.272	7.1876	7.0668	7.1496	
PMAIP1	7.4065	7.3614	6.9759	7.2289	7.4727	8.5706	
STAT1	7.6547	8.6171	8.3422	8.651	7.892	7.3526	
FOXJ3	7.1667	7.7767	8.2401	8.6192	8.0193	8.4299	
TWF2	10.1023	10.457	10.4138	10.5945	10.2694	10.6446	
HDAC6	7.5249	8.2465	8.1346	7.9501	7.987	7.9318	
MTERFD1	10.2951	11.6381	11.8511	11.7797	11.6756	11.7539	
CCND1	7.2778	7.6371	8.3844	7.7249	8.6683	8.2183	
CHIC2	8.699	9.1538	9.2686	9.1665	9.286	8.9232	
PXN	12.6132	13.0667	13.0667	13.1249	13.3018	13.0867	
USP7	7.0535	7.2747	7.0535	6.9295	7.1769	5.2564	
NOSIP	9.7745	8.5396	8.9504	8.9432	8.813	8.1727	
PHKB	8.2276	7.9049	7.5769	8.0893	7.4509	8.628	
DLD	11.562	11.8191	11.7913	11.8293	11.6228	11.879	
NFKBIB	6.3401	6.096	6.2202	6.3597	5.8874	6.4489	
CASC3	10.2125	8.2114	8.0939	8.2268	8.2268	8.5328	
IDE	6.1753	5.4989	5.6311	5.5933	5.5746	5.3087	
CD40	9.0969	8.6761	7.8012	11.1814	8.8929	9.1538	
MLEC	11.4319	12.0095	12.28	12.0608	12.1791	11.9805	
GLI2	4.9065	4.5762	4.7037	5.0156	4.7304	6.3401	
PRPF4	9.2937	8.2753	9.0559	8.7511	8.4501	8.6136	
MELK	10.7244	10.855	10.8159	10.7603	10.5414	10.6733	
USP22	11.804	12.5436	12.9302	12.9302	12.7668	12.5859	
DAXX	11.7539	8.1269	8.4171	8.3725	8.2759	8.4909	
TMED10	11.407	11.9357	11.9116	11.804	11.9115	11.9634	
CHERP	9.033	9.1198	8.856	8.9398	8.5134	8.9504	
SMAD3	9.1026	8.7075	9.2617	8.4109	9.4817	8.4202	
OXA1L	11.9286	11.827	12.1912	11.9634	12.3214	11.7568	
PIK3CA	8.8929	8.778	8.6712	8.6786	8.2764	8.8859	
SNX7	8.995	9.3883	9.7571	9.3446	9.5921	9.4968	
TRAPPC6A	8.1055	8.1787	8.1068	8.1726	8.2104	8.8866	
ATP2C1	8.8105	8.7598	8.8625	8.8155	8.9398	8.6636	
CDCA4	7.3964	8.1349	8.2393	8.6907	8.7513	8.6609	
TBC1D9B	7.9447	5.7882	6.5597	7.2165	6.4092	6.9251	
USP14	6.6236	6.7025	6.9159	6.7525	7.0463	7.0375	
APPBP2	6.6079	6.8039	6.8184	6.6684	7.2995	7.0197	
CDC20	12.968	13.2439	13.4895	13.126	13.167	13.0089	
NARFL	7.5553	7.872	8.8866	7.4411	7.4536	7.5738	
RPS6	13.6492	13.8966	13.8966	14.0721	13.8966	14.2529	
DDX42	9.0854	7.19	7.899	7.8863	7.4777	7.6014	
ECH1	10.2015	10.6204	10.4935	10.5323	10.9567	10.542	
HDAC2	10.5225	10.6071	10.5414	10.4538	10.5766	10.4832	
IKBKE	9.2797	7.0817	6.4047	6.5427	6.5186	6.5095	
CCL2	9.5702	5.4142	4.9639	5.0209	4.6381	5.7914	
DFFA	7.8065	8.2501	8.3902	8.1486	8.6712	8.4364	
MRPL19	10.4948	11.6971	11.6662	11.7451	11.5	11.7451	
WDTC1	11.1078	8.6169	8.6428	8.6844	8.8229	8.5388	
PLSCR3	9.1431	9.467	9.253	9.3671	9.1091	9.2797	
SUZ12	8.5286	9.2024	9.6975	9.3671	9.4869	9.5075	
CSNK2A2	7.3437	7.7664	8.2134	7.4876	7.7896	7.8712	
H2AFV	8.2626	8.3067	8.0559	8.2368	7.8085	8.0634	
NUSAP1	9.6724	11.0682	10.4001	10.6926	9.7003	10.7732	
TICAM1	6.836	7.1629	7.6652	7.4876	8.7477	6.7961	
FAM69A	8.5713	8.5592	8.2599	8.5388	8.7987	7.7725	
KIAA0100	7.1589	7.1724	7.7337	7.6797	8.2343	7.1488	
PAICS	8.9291	9.1371	9.89	9.166	9.5975	8.1962	
SRC	10.6706	5.4291	8.9566	6.5004	6.2924	4.3918	
BMP4	7.2291	6.8444	6.4743	6.8856	6.4743	7.9739	
CDK2	8.6933	9.3962	9.3193	9.2665	8.8628	9.2536	
EDN1	7.6	7.2827	7.2358	7.2843	7.3481	8.8294	
XPO7	7.7249	8.6406	9.1718	9.3972	9.0084	9.2287	
FAIM	7.3398	8.6535	8.7121	7.9802	8.2943	8.3093	
KIAA0494	8.193	8.2796	8.6597	8.4304	8.8266	8.6959	
PXMP2	9.3671	10.2973	11.1451	9.6489	9.1371	9.0094	
SQSTM1	10.9707	10.8331	11.3236	11.254	12.1942	10.8159	
HIF1A	12.0819	13.1011	13.167	13.0667	13.33	11.9357	
TIMM17B	11.9994	12.037	11.7299	11.7742	11.734	12.9325	
STXBP2	9.3479	9.687	10.0709	9.8251	10.6071	9.515	
WRB	7.1443	7.1829	7.0511	7.1505	6.8704	6.7425	
ETFB	11.7905	11.8599	12.1033	11.882	12.1431	11.6858	
MNAT1	9.9462	10.4187	10.5862	10.3456	10.3769	10.4465	
CAMSAP2	10.0147	9.8502	9.8947	9.9032	9.8502	9.5809	
HPRT1	11.1207	11.351	12.0246	11.56	11.4671	10.4319	
ARNT2	10.3589	10.7244	10.1924	10.0614	10.6204	9.89	
RRS1	8.7127	8.8148	8.8771	8.6053	8.4207	8.1424	
ADAT1	6.1786	6.6139	6.0995	6.226	6.1082	6.4695	
SPAG7	9.1046	9.5255	9.4888	9.253	9.7668	9.5464	
MAPK1IP1L	9.7428	9.8572	9.9676	9.9566	10.2876	10.299	
SCAND1	9.2383	9.4164	10.407	10.5766	10.95	9.739	
MFSD10	8.8712	9.1991	9.2567	9.0885	9.6297	8.776	
MSH6	8.2796	9.3338	9.951	9.9024	9.4985	9.6096	
COPS7A	11.8581	11.1349	10.6618	11.1728	10.9374	11.1683	
UBE2C	11.6112	11.7105	12.4198	12.0926	11.6734	11.7856	
FIS1	9.1858	8.9993	8.4088	8.739	8.6089	9.2429	
HS2ST1	5.7174	5.7149	5.6395	5.7809	5.2786	6.374	
NUDT9	8.3537	8.628	8.1047	8.4489	8.0754	8.9437	
TXLNA	8.9624	9.8411	10.7786	10.479	10.986	9.8339	
CSRP1	11.7913	10.7338	11.333	11.2499	11.804	10.4447	
DNAJB1	10.6216	10.3843	10.8331	10.8267	10.6618	10.9153	
METRN	10.9672	9.5702	9.3611	9.3807	8.5869	9.4397	
TOPBP1	7.6322	8.1014	7.9051	8.0974	9.1824	8.1124	
ABCF1	10.5297	10.1668	9.811	10.0424	9.9209	10.2631	
TCTA	9.1198	9.1858	10.0235	8.7987	9.1227	8.6844	
LGMN	7.4507	7.3208	7.6394	7.3224	7.9789	6.619	
TLK2	9.2919	9.5809	9.1284	9.3962	9.273	9.1956	
KIAA1033	7.8712	8.651	8.9624	9.2561	8.9916	9.1613	
PTGS2	5.1218	5.0067	4.7927	4.891	5.1607	4.5363	
DNAJB6	10.2866	10.1924	10.4657	10.542	10.6249	10.4872	
PLA2G4A	10.2099	10.1567	9.7996	9.8401	9.9024	9.7459	
MAT2A	10.8366	11.924	11.9676	11.9355	11.924	11.9115	
TLR4	4.0995	3.9337	3.7963	4.0179	3.766	4.1782	
HMGCS1	10.7643	11.021	10.9769	10.95	12.8009	10.8331	
MBTPS1	7.2843	7.7401	7.4309	7.4421	7.6203	7.9014	
SPRED2	9.4047	9.5462	9.6144	9.2849	9.8751	9.8751	
ZNF274	6.8344	7.5988	7.2761	7.0817	7.4338	7.1876	
CLIC4	11.144	11.7299	12.0608	11.9922	12.3614	11.882	
MAP7	7.1876	7.1548	6.723	6.8081	7.2397	6.8033	
CHAC1	8.6532	8.9047	8.2007	8.5218	9.1538	9.0293	
EIF4G1	9.0187	8.549	8.461	8.7645	8.2753	8.2277	
BTK	4.1673	3.6338	3.7324	3.3586	3.3586	3.7938	
GNAS	12.3937	12.445	12.7668	12.6406	12.7166	12.4198	
MYL9	7.3521	7.7629	7.7951	7.4828	7.8148	7.657	
TEX10	11.0372	8.4849	7.1879	8.091	7.2549	7.2615	
PSMD2	12.26	12.7668	12.5383	12.4632	12.3378	12.5383	
ZNF586	6.0361	6.5923	6.5667	6.4827	6.603	6.5291	
CLTC	11.3072	11.5088	11.9047	11.4671	11.8875	11.2641	
IKZF1	5.2981	4.322	4.1253	3.9527	4.3668	4.5582	
APBB2	8.785	7.0728	6.3017	6.7951	6.3065	7.549	
HSD17B10	10.2291	11.0744	10.9567	10.9794	10.8753	11.0465	
RNF167	10.0709	10.1748	9.6337	10.3226	9.9078	10.0709	
STX1A	9.7941	9.7607	10.1709	9.9977	10.2779	10.0641	
ALDOA	8.5592	9.0056	10.5035	9.1257	10.6369	8.4459	
EPHA3	4.9471	3.9341	4.4424	4.7379	4.4995	5.2786	
STAT5B	4.7726	3.5525	3.4432	3.4749	3.8567	3.5206	
TXNDC9	8.2183	10.5209	10.5647	10.5035	9.9676	10.6561	
CCNA2	9.7942	10.0643	10.1837	10.2646	9.6669	9.9487	
VGLL4	9.7152	9.3124	9.2103	9.4621	9.1468	9.5025	
CASP10	11.9279	6.4124	5.2564	5.8096	5.9974	7.4583	
SDHB	11.6734	12.1033	12.7318	12.6668	12.3937	12.4342	
ETS1	7.9551	7.358	7.7611	7.4635	7.8116	6.945	
YTHDF1	7.4669	7.9429	7.4193	7.3849	7.4411	7.5191	
FOXO4	8.9275	7.185	7.5095	7.2941	7.872	7.3691	
LSM5	11.9047	11.7523	12.4933	12.2873	11.8477	12.1216	
TOMM34	8.1025	8.8146	9.7853	9.6628	9.7172	9.022	
ZMYM2	9.2287	9.05	9.5486	9.2774	9.3883	9.7672	
CHMP6	5.2049	4.9321	5.5616	5.2011	5.1138	4.8807	
KIAA0907	8.4671	9.3513	9.062	9.286	9.247	9.4682	
CASP7	6.6566	7.2639	7.0937	6.7007	7.4451	6.1632	
HK1	8.3507	8.7645	9.4209	8.8868	9.4105	7.892	
PAPD7	8.8831	9.4791	9.5442	8.9916	9.739	9.3671	
PIGB	9.3	8.8907	8.5572	8.6982	8.5314	8.6467	
CHEK2	7.7594	8.4466	8.2698	8.1714	7.9237	7.7418	
PLOD3	10.2536	10.6599	10.6523	10.4001	10.7021	10.5089	
ACD	6.5769	7.6962	7.9713	7.6895	7.6991	8.3988	
TRAK2	7.3706	7.3003	6.9394	6.8987	7.2003	6.8216	
SUPV3L1	10.5574	10.4447	10.2646	10.3282	10.4206	10.4305	
VAPB	8.0319	8.2509	8.3176	8.58	8.1867	8.2796	
GPATCH8	7.5798	7.3004	7.391	7.5475	7.2204	7.2747	
HSPD1	10.1283	10.5614	11.5046	11.4172	11.144	11.0597	
BUB1B	10.2569	10.3762	10.2694	10.0669	9.9607	10.3158	
TGFBR2	7.4411	6.8307	7.0173	7.3047	7.1837	6.6891	
MRPL12	12.5859	13.2233	13.3866	13.4895	13.6815	13.1678	
NOTCH1	7.5375	7.4159	7.448	7.6145	7.5294	8.4983	
PNP	10.479	11.4529	11.7797	11.5901	12.0271	11.5901	
SHC1	7.7799	8.4349	7.6352	8.1409	7.9429	8.3895	
ARPP19	9.3274	9.4047	9.1613	8.2891	9.3094	9.3098	
CEBPA	7.6014	5.1324	4.8931	5.1218	4.3201	4.658	
PSMF1	10.1569	9.7872	9.6122	9.5741	9.8618	9.4841	
RTN2	10.1924	9.4242	9.4489	9.4444	9.9352	9.866	
NPEPL1	8.8459	7.7011	8.4539	8.0113	8.5222	9.1091	
USP1	8.0284	8.0663	7.9802	8.0126	7.4392	7.4411	
RPA1	9.7073	10.532	10.2843	10.5555	10.0137	10.4798	
SIRT3	7.2266	6.0076	4.8004	6.2499	5.3193	4.6291	
KLHDC2	11.1539	11.7845	11.7409	11.6971	11.811	11.8962	
UBQLN2	7.4119	7.7769	8.3353	7.9161	8.4501	7.9884	
DMTF1	7.7168	7.0288	6.8559	6.8626	6.7656	6.9954	
SCARB1	8.772	8.4546	8.3499	8.4829	8.5004	8.7121	
CLPX	8.7281	8.5152	8.5272	8.3248	8.0528	8.5278	
TPM1	9.3124	9.4104	9.6341	9.4945	9.6823	9.3213	
TM9SF2	8.3827	8.2368	8.9553	8.8572	9.1431	8.3467	
TXNL4B	7.9318	7.5354	7.197	7.6371	7.1418	7.4324	
ATF6	9.9186	9.015	9.3479	8.8658	9.2651	9.0854	
PRR15L	5.83	5.9144	5.4322	5.8945	5.7096	6.4455	
NUP88	10.4638	10.4042	10.532	10.4872	10.3762	10.5489	
ST6GALNAC2	5.043	5.0866	5.4142	5.1912	6.0764	6.5221	
ADH5	9.0717	10.1494	10.8456	10.1924	10.7244	10.1818	
FUT1	6.9091	7.6166	6.9281	7.6408	6.7842	7.1589	
GOLT1B	11.1241	10.3698	11.0624	10.9301	11.0597	10.9104	
PRUNE	7.5832	5.558	5.4807	5.2196	5.1427	5.2297	
PPOX	9.0885	8.541	8.6053	8.5083	8.7562	8.2529	
SYPL1	12.4632	12.6447	12.6668	12.7318	12.5638	12.6132	
CANT1	12.4704	12.7704	12.5601	12.598	12.6406	12.5194	
ZNF451	8.305	8.6086	8.5084	8.5328	8.4489	8.7916	
HOMER2	8.2268	7.2085	7.4768	7.9389	7.5936	8.8229	
RALB	9.7191	9.8609	10.0071	9.9024	10.2418	9.5631	
CLTB	10.8064	11.5	11.5381	11.1539	11.351	11.2828	
TRIM13	7.4876	7.8781	7.346	7.6304	7.3884	7.8218	
FBXO7	6.632	6.9591	7.2761	6.9827	7.5783	6.6251	
PHKA1	9.048	9.1538	8.9188	9.0461	9.09	8.9206	
CYCS	10.9562	10.9961	11.5882	11.5046	11.4031	11.3037	
PPARD	8.3965	8.1959	7.415	7.2289	7.9611	8.0289	
ENOSF1	5.8738	6.1735	6.2964	6.2304	6.3532	5.6759	
MAP4K4	8.819	7.4033	8.4625	7.9627	8.629	7.5191	
PAN2	4.4661	5.2368	5.0166	5.2331	2.8392	5.0419	
STAT3	4.4967	3.1326	3.1019	2.8392	4.7304	2.8424	
LIG1	8.0935	7.592	8.3706	7.9237	7.3481	7.8459	
PPIC	8.2686	8.2393	7.9297	7.5147	8.4829	7.1864	
EIF5	10.5035	11.1867	11.9177	11.6228	11.5217	11.516	
GNB5	7.4421	7.4727	7.3208	7.4015	7.1629	7.518	
GNAI1	4.5669	4.4384	4.9854	4.6995	5.0866	4.0425	
INSIG1	8.1727	8.4838	8.8057	8.7389	10.0741	8.7749	
DNMT3A	7.1677	7.1418	6.916	7.1496	8.1533	8.6535	
TM9SF3	7.9539	7.7168	8.561	9.1956	7.7337	8.4466	
CCDC86	10.9029	10.8038	10.6258	10.7439	10.2536	10.6926	
HIST2H2BE	6.3118	6.5291	6.2964	6.4743	7.3208	6.7677	
S100A4	9.7822	10.0106	9.8005	9.8665	10.3158	10.0605	
SLC25A14	7.2639	7.6749	7.5495	7.3047	7.3298	7.3173	
KTN1	11.56	11.7082	11.693	11.5315	11.6024	11.1971	
TBXA2R	7.1276	6.7677	6.393	6.224	6.3261	6.3891	
ARHGAP1	9.7381	8.6554	8.7876	8.7181	8.599	8.6169	
FBXO11	4.7335	5.0244	4.8222	4.9321	4.7927	5.9079	
HERPUD1	8.2007	6.6518	7.4	8.2811	7.5475	7.5999	
LPAR2	7.6886	7.5409	7.8568	7.8245	8.0939	8.3706	
COASY	7.3489	6.4421	7.4635	7.4587	7.5566	6.619	
RPL39L	5.5616	5.7409	6.324	5.8366	6.2747	5.7484	
BPHL	8.9993	8.6844	7.8375	8.7861	7.7309	9.3941	
RASA1	7.3208	8.2211	8.3034	7.6304	8.1745	7.6283	
ATMIN	6.4269	6.875	7.0583	7.1703	6.6468	6.4827	
MAPKAPK3	8.6532	8.2826	8.6974	8.921	8.2852	8.2961	
CASP3	9.287	9.0885	9.0395	9.0959	8.8831	9.5269	
