gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
CRK	8.1048	8.0905	8.3593	8.3327	8.3954	8.3827	
HLA-DMA	4.7852	4.5559	5.0648	5.0728	4.535	4.9458	
EGF	5.5343	5.7946	5.6605	5.4494	6.2788	5.6707	
RBM34	9.3917	9.508	9.7231	9.8942	9.2629	9.416	
ITGB1BP1	9.0168	9.0706	9.0259	9.2287	8.8226	9.0551	
SPTLC2	5.6101	5.4483	5.8413	6.0236	5.0724	5.768	
ACLY	11.6494	11.4388	12.0338	11.8593	11.7338	12.2073	
APP	14.0083	14.1391	14.0338	14.1746	14.3801	14.3257	
RAD51C	6.6002	5.1045	6.5794	5.4094	5.7311	7.0413	
TSKU	4.7209	5.6605	5.3306	6.0867	6.3757	5.9345	
SMC1A	9.7156	10.0966	9.9565	9.9463	10.0145	10.0838	
TMEM2	6.088	6.3007	6.5538	6.7798	7.0433	6.2302	
NOS3	5.2615	5.6833	5.8695	5.6976	5.3412	5.3412	
YME1L1	8.8731	8.4867	8.8938	8.9938	8.8465	8.9518	
ACAA1	10.645	10.7417	10.9451	10.943	9.8254	10.3936	
CSNK1A1	9.0205	8.9906	9.0011	9.5871	9.5189	9.5219	
HSPA8	11.0874	10.8747	11.2573	11.4029	10.5253	11.1715	
NFATC4	6.9513	6.7735	5.6994	5.2108	7.4307	6.2401	
CCNB1	12.6137	11.9424	11.9888	12.0195	12.0769	12.0291	
TBP	7.9369	8.0156	8.0774	8.3936	7.7926	8.1718	
SLC2A6	9.0597	9.0509	8.6389	8.6423	9.3958	8.6479	
WFS1	7.1801	6.9421	6.9737	6.7922	7.0356	6.749	
EZH2	8.4742	8.9126	8.9906	9.1842	7.4726	8.8226	
UBE3B	9.0328	9.3584	8.6503	8.5359	9.5437	8.4398	
ICAM3	5.9526	6.8258	6.3054	6.9798	5.6101	6.456	
NPDC1	10.2593	10.7239	10.8089	10.7073	9.6277	10.8872	
ALDH7A1	7.3767	7.1785	6.8849	7.5294	7.7533	7.943	
BRCA1	3.8308	4.8743	4.2268	4.3574	4.7852	4.3815	
NFATC3	8.1048	7.6359	7.5089	7.1526	8.7429	7.4842	
PSMD4	11.7411	11.7399	12.0411	12.1021	12.0889	12.0671	
PCNA	14.8354	14.8354	14.5398	14.8354	14.5199	14.8066	
PHKG2	7.6692	7.6542	7.8421	7.6174	7.6526	7.6894	
ETV1	4.7785	4.6783	4.3888	4.8857	4.9068	4.7423	
POLR2I	10.987	10.987	11.0966	10.9125	10.0288	10.7179	
KDM5B	6.4573	5.7428	5.7684	5.1616	5.8654	5.4162	
PSMB8	7.6753	7.8714	8.0095	8.4122	7.8704	7.6648	
AKAP8L	6.3595	6.5409	6.4929	7.7371	7.7307	6.2769	
COG4	7.7805	7.4245	7.9075	7.0908	7.1707	7.6776	
MCM3	10.8104	10.374	10.2632	10.805	10.6751	10.7596	
PLEKHJ1	9.4518	9.2495	8.8606	9.3636	9.1581	9.1507	
HAT1	8.3533	8.3473	8.1567	8.5609	8.4592	7.9932	
TERT	6.3104	6.896	6.4317	6.2401	6.9287	6.7307	
G3BP1	10.231	10.3342	10.5511	10.5888	10.1906	10.5224	
SNX13	8.2571	8.2322	8.2728	8.2618	9.2956	8.327	
PAK4	9.3709	9.589	9.3661	9.1791	9.1393	9.3204	
TPD52L2	9.2023	8.9333	9.7043	9.922	9.5405	9.8856	
DPH2	8.318	8.3684	8.4897	8.6151	8.3291	8.3337	
PIH1D1	8.0304	7.803	7.8485	7.8118	7.8071	7.8683	
PRKCQ	5.5357	5.2779	5.224	5.1353	5.14	5.1508	
SNX6	9.5831	9.3922	9.4942	9.7916	9.5812	9.456	
EED	7.6692	7.9813	8.1375	8.1856	8.0691	7.5799	
SHB	9.7764	8.6035	8.7429	7.3711	9.7261	8.2716	
UTP14A	7.7391	7.8582	7.9501	8.0576	7.9548	7.8561	
WIPF2	10.8108	10.7108	10.7417	10.8952	10.7329	10.459	
NENF	10.2988	10.6514	10.6126	10.7058	10.4494	10.5767	
TSEN2	7.3438	7.5031	7.316	7.8195	7.3305	7.5116	
RPN1	12.2703	12.4128	12.746	12.7056	12.3647	12.4879	
SUV39H1	7.3853	7.2058	7.2472	7.7026	6.8378	7.2963	
C2CD2L	6.0669	5.8391	6.4394	6.4697	6.5785	6.2771	
LYPLA1	8.6823	8.8007	8.8717	9.2857	7.7036	9.0468	
BIRC2	7.2918	7.4842	7.3203	7.7066	7.0274	7.4778	
GABPB1	8.3954	7.8838	8.3854	8.5668	8.0217	8.1026	
MAP2K5	7.0784	7.3749	7.2187	7.1488	7.2347	7.4373	
POLR2K	8.8656	9.1925	9.1388	9.0493	9.2472	9.0715	
PTK2B	8.5331	7.9173	7.5799	7.2739	8.4673	7.8941	
PUF60	12.2767	12.1471	12.1521	12.6133	12.0182	12.0769	
DHRS7	10.1415	10.304	10.0912	10.4357	10.1604	10.3826	
PAF1	9.6837	9.3835	9.4894	9.2768	9.7874	10.102	
ARID5B	8.0539	7.6229	7.4802	7.316	8.0718	7.3572	
POLR1C	8.1795	8.268	8.2166	8.3719	8.5038	8.2224	
PAK1	5.8254	5.6353	5.5393	5.437	5.3237	5.2566	
RUVBL1	9.8983	10.1262	10.1906	10.5683	10.1154	10.2462	
AKT1	11.2127	11.0964	11.0455	10.8747	10.2942	11.1961	
CDC42	9.5113	9.5674	9.9396	10.1632	9.1763	9.3914	
IGHMBP2	6.4259	6.3993	6.3549	5.9454	6.8978	6.4968	
SENP6	9.4424	9.3296	9.4522	9.4437	9.8066	9.7665	
ADO	6.4847	6.6774	6.8749	7.2844	6.2361	6.8547	
HSPB1	13.6387	13.5326	13.3983	13.5326	12.8667	13.2694	
EBP	8.2478	8.3157	8.8303	8.534	8.3291	8.6363	
TCTN1	6.1853	6.7146	6.0685	8.763	6.6814	6.2482	
AKR7A2	9.8384	9.4364	9.4835	9.8008	8.8629	9.5842	
CASK	5.9345	5.6355	6.0265	6.2128	5.5993	6.4461	
PPP2R5E	10.836	10.0619	10.102	10.1906	11.1715	10.2206	
RRP8	7.0328	7.4121	7.4519	7.3257	7.136	7.2911	
LAMA3	5.1721	7.2646	4.2657	5.5481	5.1903	4.8514	
PIK3C3	6.6814	6.4697	6.1574	6.2352	6.7702	6.4697	
BHLHE40	3.6839	5.4748	5.3038	5.47	4.2084	3.8635	
CCNE2	5.8044	3.8961	3.7165	4.0465	5.5935	6.033	
BDH1	5.4569	5.5231	5.4587	5.8237	5.3213	5.0724	
FEZ2	4.4112	4.662	4.1085	5.1045	3.8308	4.9939	
IKBKAP	8.9381	8.7356	9.0543	9.1572	8.268	8.912	
SH3BP5	6.6419	6.1442	6.3226	6.34	7.2024	6.4461	
PPP2R5A	10.7691	10.6355	10.8468	10.898	10.3546	10.805	
SGCB	5.4629	5.6844	5.4022	5.4644	4.4014	5.437	
EML3	8.5491	8.3684	8.4941	8.3007	7.1231	8.0908	
ENOPH1	11.1471	11.7045	11.4328	11.595	11.4882	11.3588	
BIRC5	11.3015	10.9372	11.595	11.9148	10.54	11.5118	
CNOT4	7.1201	7.3022	7.2898	7.6678	7.3401	7.0251	
EPRS	10.7972	10.8077	10.9125	10.9064	10.6355	10.8332	
SNAP25	4.7287	4.5918	4.5472	4.1891	4.4994	10.8952	
JMJD6	11.4735	11.0966	11.7199	11.7531	11.8261	11.4041	
PAX8	3.7662	3.5316	3.8308	3.5896	3.9446	3.8065	
CBLB	6.0507	5.2481	5.6353	5.4633	5.9032	5.8156	
SLC35F2	8.1479	8.6441	8.5509	8.7111	8.4417	8.3804	
ANO10	6.1784	6.719	6.4313	6.8436	5.8235	6.634	
PDS5A	8.8841	9.1221	9.2377	9.3296	9.0358	9.1149	
DFFB	7.3493	6.9677	7.1111	6.928	7.3786	7.0564	
STUB1	13.3164	13.1354	13.388	13.432	13.3164	13.432	
PGAM1	11.8261	11.5459	11.8593	12.3622	10.5683	11.9262	
TGFB3	10.1604	9.9079	10.0861	10.1314	10.8872	10.625	
BAD	9.2565	9.5186	9.2812	9.2089	9.558	9.4701	
XBP1	12.156	12.0889	12.7435	12.7773	12.3864	12.3852	
NMT1	7.1594	7.4219	7.4877	7.0443	7.4307	7.6556	
PSMD10	8.0013	7.0748	6.8073	8.0997	7.4345	6.6024	
ARFIP2	10.9976	10.6117	11.0613	11.311	11.3477	10.9438	
RAB11FIP2	6.7229	6.8863	6.5512	6.9598	6.5676	6.3338	
FPGS	8.6072	8.0416	8.3646	8.318	8.417	8.2562	
STAMBP	8.2378	8.5418	8.7092	8.8348	8.9126	8.5252	
PRKX	6.8941	6.5311	6.642	5.5561	9.1258	6.3716	
RNH1	10.9438	10.5703	10.8104	10.9862	10.4177	10.7108	
ATG3	9.0742	9.0249	9.0597	8.9971	8.8538	8.9743	
FAH	8.0829	7.9864	8.4245	8.4074	8.115	8.3483	
NCK1	8.5951	8.977	8.881	9.0027	8.936	8.8156	
PLP2	7.9759	8.1625	7.5883	7.656	7.0665	7.7043	
CFLAR	6.8503	8.0228	6.7771	7.22	8.2296	7.9987	
SOX4	7.4851	7.3259	7.5581	7.7619	6.4462	6.6966	
HEATR1	9.9596	10.1926	10.6751	10.8605	10.2197	10.4946	
TESK1	10.6514	10.1563	9.6702	8.5692	10.4946	9.2818	
HN1L	10.1201	10.1806	10.6514	10.7893	9.423	10.1732	
WDR7	7.2246	6.8895	6.456	6.4353	7.3086	6.7026	
AKAP8	7.3666	7.7066	7.5944	8.2012	7.4175	7.5093	
RRAGA	8.0386	8.1272	8.1998	8.0613	7.8639	8.0829	
ELOVL6	8.7402	8.9254	8.8374	8.7332	8.881	8.6733	
SLC1A4	7.7105	5.7708	5.7946	5.9625	5.6909	5.855	
ACBD3	8.5164	8.1048	8.5456	8.3524	8.1764	8.159	
GRWD1	7.5699	7.4793	8.0691	8.5194	7.4042	8.4315	
PMAIP1	6.4394	5.5732	5.8391	5.2359	6.3667	5.3434	
STAT1	7.1959	7.1464	7.6403	6.9265	7.2318	7.1488	
FOXJ3	9.2033	9.4835	9.4558	8.6035	9.3586	8.3684	
TWF2	8.7601	8.842	8.9553	9.3486	7.6626	9.1695	
HDAC6	6.3667	6.4157	6.6002	7.2918	6.3304	6.644	
MTERFD1	9.7414	8.8539	8.7544	6.8895	10.293	9.0111	
CCND1	4.8422	4.4517	5.1607	6.2321	5.3058	5.3975	
CHIC2	7.845	7.5568	7.3291	7.2963	8.0451	7.0567	
PXN	10.1604	10.1535	9.7148	9.7307	9.6662	9.9668	
USP7	7.6174	7.7475	7.8886	8.0035	6.9819	7.7236	
NOSIP	7.4938	8.3903	8.0829	8.627	7.6875	7.9286	
PHKB	8.2958	7.9617	8.3483	8.0085	8.1427	8.4705	
DLD	11.7737	12.7713	12.5273	12.8984	12.0698	12.7837	
NFKBIB	7.8056	7.3086	7.6433	7.7523	7.7854	7.7954	
CASC3	12.2523	11.9763	12.3199	12.2663	11.9667	12.2413	
IDE	4.9192	5.3354	5.2593	5.7428	5.3964	5.3756	
CD40	10.1792	10.1415	9.0493	7.5883	10.0742	8.9333	
MLEC	11.1448	10.9811	10.944	11.2426	10.7989	11.1958	
GLI2	6.3007	5.4633	5.4917	4.9236	6.1258	6.098	
PRPF4	8.7492	8.6639	8.5801	8.8199	8.3781	8.3959	
MELK	10.3936	10.3826	9.9697	10.1806	9.4347	9.804	
USP22	10.7629	10.9247	10.9862	11.1151	10.7278	10.836	
DAXX	8.9679	9.2715	9.2868	9.4465	10.1415	9.5118	
TMED10	11.2769	11.1958	11.2752	11.2095	11.3978	11.3258	
CHERP	8.2485	8.8168	8.779	8.8886	8.6506	8.7888	
SMAD3	5.3595	6.0353	5.7315	5.8466	5.7847	5.5472	
OXA1L	12.9205	12.7773	13.0699	13.1035	12.7435	13.0699	
PIK3CA	9.1945	9.0959	8.6209	8.5164	9.3193	8.8538	
SNX7	10.4697	10.1732	10.2637	10.0116	11.4319	10.304	
TRAPPC6A	9.9258	9.7441	9.5987	9.6288	9.7499	9.7048	
ATP2C1	8.3802	8.2322	8.1878	8.0847	8.024	8.2357	
CDCA4	6.8297	7.4072	7.4121	7.1839	6.3033	7.0098	
TBC1D9B	7.7647	7.9961	7.2054	8.2435	8.6463	8.0228	
USP14	8.2374	7.7105	7.8118	7.5468	8.0941	8.1438	
APPBP2	5.1903	4.968	4.9602	4.7423	5.2359	4.8234	
CDC20	13.3128	12.9974	13.5892	13.827	12.6512	13.5098	
NARFL	8.1185	7.9378	7.8838	7.6486	8.401	8.1983	
RPS6	15.0	15.0	15.0	15.0	15.0	15.0	
DDX42	8.1812	8.5284	8.6661	8.5436	7.8528	8.2223	
ECH1	11.1406	10.8649	10.752	10.8872	11.6776	11.14	
HDAC2	10.0314	9.9396	10.1504	9.9201	9.5142	9.8963	
IKBKE	6.3453	6.1139	6.6899	6.7623	6.2898	6.8634	
CCL2	7.5883	7.786	8.1448	7.9548	7.9063	8.0186	
DFFA	9.3505	8.5577	8.6506	8.4919	9.7094	8.6789	
MRPL19	11.1606	11.0784	10.836	11.0857	10.868	11.0964	
WDTC1	6.5905	6.7483	6.7118	6.7365	6.3134	6.6217	
PLSCR3	7.1849	7.2911	7.3277	7.3054	6.1631	7.1208	
SUZ12	9.558	9.4926	9.503	9.508	9.4637	9.4522	
CSNK2A2	7.928	6.8721	6.6973	7.7218	8.159	7.8146	
H2AFV	7.9855	8.3258	8.4473	7.0491	7.5157	6.8682	
NUSAP1	10.6389	10.5888	10.485	10.7671	10.0397	10.4293	
TICAM1	7.1785	7.241	7.0169	7.3786	7.2523	7.3061	
FAM69A	10.54	10.2742	9.2734	8.4555	9.5753	9.1388	
KIAA0100	9.858	9.6837	10.6052	10.5367	10.3523	10.4059	
PAICS	8.4122	7.8838	8.7092	8.8731	7.8938	8.6768	
SRC	4.8579	4.7581	4.7852	4.4575	4.7581	4.8743	
BMP4	7.5872	8.5491	6.7922	5.8701	8.1156	6.9231	
CDK2	8.9333	8.9237	8.6209	8.5331	8.4685	8.6061	
EDN1	10.5052	10.1988	10.0213	10.644	10.9558	10.5158	
XPO7	7.8841	8.0065	8.5436	9.0866	7.9225	8.4626	
FAIM	8.7474	8.3884	8.2051	8.268	8.8083	8.5359	
KIAA0494	9.6594	9.589	9.4304	9.589	9.4789	9.5791	
PXMP2	8.3061	8.7597	8.885	9.1671	7.9891	8.704	
SQSTM1	12.1707	11.8566	12.4373	12.3852	13.8212	12.3289	
HIF1A	12.1717	11.4817	11.7045	11.5391	12.6829	11.8485	
TIMM17B	10.9975	11.1688	11.1022	11.4562	11.0724	10.8649	
STXBP2	7.4422	6.5557	7.4693	7.1795	7.5799	5.9813	
WRB	6.2898	7.1375	6.2482	6.412	5.7659	7.0476	
ETFB	8.0397	8.3499	8.0456	7.5731	7.8886	8.2039	
MNAT1	6.983	7.4175	7.1356	8.2842	7.207	7.2462	
CAMSAP2	11.4041	10.8301	10.5648	10.0397	11.7145	10.7536	
HPRT1	8.3244	8.7181	8.6072	8.811	7.7746	8.8433	
ARNT2	12.9469	13.2063	11.4882	9.9379	13.1354	11.4876	
RRS1	6.8004	7.3603	7.4892	7.4802	6.8998	6.9832	
ADAT1	7.1959	7.8146	6.5802	6.3007	7.5535	6.5759	
SPAG7	9.082	8.3033	8.8481	8.7951	9.1268	8.7718	
MAPK1IP1L	8.7864	8.5996	8.5331	8.3085	8.2378	8.1438	
SCAND1	12.5273	12.0182	12.3622	11.8136	11.5595	12.2002	
MFSD10	9.062	9.9891	10.102	9.0745	9.5351	9.9747	
MSH6	9.8902	9.5219	9.4447	9.7326	8.8731	9.3741	
COPS7A	10.0191	10.0245	10.102	10.1111	9.4926	10.0661	
UBE2C	11.6699	11.5305	12.01	12.1279	10.9451	11.8593	
FIS1	9.5437	9.6049	9.4465	9.7569	8.7769	9.3584	
HS2ST1	6.3757	6.1116	5.9524	6.0156	6.032	6.332	
NUDT9	9.3758	9.4158	9.8447	9.6702	10.5224	9.6019	
TXLNA	10.4523	10.5253	10.7713	10.6751	10.5313	10.6988	
CSRP1	14.3801	14.0083	14.3801	14.3801	13.1728	14.0962	
DNAJB1	10.7058	10.9862	10.9811	10.9811	10.5298	10.6654	
METRN	6.5045	6.6484	6.5278	6.9382	6.2432	6.5635	
TOPBP1	8.8927	8.9237	8.8596	8.2562	9.0797	8.722	
ABCF1	11.1715	10.8212	11.008	10.944	11.2421	10.9044	
TCTA	9.1064	9.6795	9.4047	9.3536	7.9038	9.5676	
LGMN	7.8752	8.029	7.9855	7.5832	7.2082	7.4819	
TLK2	8.5692	7.535	7.2054	8.0576	8.6529	8.2286	
KIAA1033	8.1654	8.2886	4.6163	8.1269	7.8485	8.0906	
PTGS2	3.4692	3.3778	7.8675	3.3419	3.1152	4.0872	
DNAJB6	11.5791	10.7713	10.9078	10.5962	11.3256	10.9914	
PLA2G4A	12.0182	12.009	10.5808	9.6228	12.0505	10.6126	
MAT2A	11.8788	12.0505	12.1021	11.9888	12.0309	11.8813	
TLR4	3.5939	4.3417	4.2626	11.3868	4.5647	4.4517	
HMGCS1	10.0397	9.9258	9.8902	10.1774	10.9976	10.0397	
MBTPS1	7.021	6.7279	6.8113	7.0224	6.9425	6.8742	
SPRED2	8.9938	9.2715	8.2737	8.1715	9.503	8.6529	
ZNF274	6.749	6.3464	6.3396	6.0955	6.8181	6.5905	
CLIC4	10.7602	10.964	11.0357	11.2237	10.7713	11.008	
MAP7	8.4798	8.3398	8.7386	8.8199	8.5252	8.5996	
CHAC1	10.2742	9.2918	9.8522	10.0116	11.0212	10.3448	
EIF4G1	8.8348	9.3445	9.6093	9.5516	9.4965	9.4364	
BTK	4.2657	4.1234	3.9437	4.1182	4.2657	3.8635	
GNAS	13.9088	13.9332	14.0962	13.9088	13.9982	13.6568	
MYL9	6.8849	6.3909	6.1969	6.1981	7.0114	7.2608	
TEX10	7.6815	7.8071	7.5667	7.9137	7.6706	6.9969	
PSMD2	12.4248	12.4508	12.7773	12.4208	12.5755	12.4248	
ZNF586	6.6353	6.3278	6.4929	6.2224	7.2219	6.2744	
CLTC	10.0248	9.7344	10.4637	10.3038	9.9568	10.1262	
IKZF1	5.3412	4.6413	4.3475	4.4517	4.5123	4.2329	
APBB2	7.6584	7.0431	7.4317	6.4312	8.4583	7.1922	
HSD17B10	11.1134	11.0633	11.0403	11.3015	10.875	11.1334	
RNF167	9.8825	9.9541	10.1458	9.8995	9.6314	9.9524	
STX1A	7.9508	7.6677	8.1812	7.9891	7.573	8.0976	
ALDOA	10.955	10.9004	11.5216	11.3258	11.08	11.2479	
EPHA3	5.2532	6.2211	5.407	5.3754	5.9524	4.968	
STAT5B	6.6899	5.5248	5.529	6.9903	5.0375	6.6155	
TXNDC9	5.3017	7.3291	6.8849	6.6253	6.9382	5.5185	
CCNA2	9.7499	9.8187	10.0979	10.6874	8.9518	10.1504	
VGLL4	8.9454	8.8539	9.1842	9.1388	8.2435	8.7601	
CASP10	7.6584	6.6678	6.723	5.4748	7.7036	6.4778	
SDHB	12.2663	12.3864	12.3347	12.4248	11.9912	12.4128	
ETS1	8.6035	8.2442	8.3483	6.9022	8.7375	9.1386	
YTHDF1	8.2472	8.4796	7.6177	9.2857	8.6339	8.3038	
FOXO4	5.9233	5.7183	5.1194	5.3546	5.8518	5.3905	
LSM5	11.2344	12.1279	12.4208	12.4879	12.1867	12.1004	
TOMM34	8.024	8.0691	8.4854	8.6423	8.4261	8.4854	
ZMYM2	7.4933	8.4072	7.9971	7.9174	8.5951	7.632	
CHMP6	5.4207	5.4094	4.8743	4.9958	5.0055	5.4644	
KIAA0907	9.1028	9.4089	9.4788	9.3082	9.8404	9.1964	
CASP7	7.4757	7.2472	7.7889	8.2958	7.7533	7.6897	
HK1	9.5956	9.2987	9.6844	9.6795	9.1318	9.614	
PAPD7	11.8566	10.6988	10.8541	10.3805	11.7527	10.645	
PIGB	8.0719	8.2882	8.2849	8.2684	7.5294	7.8005	
CHEK2	7.9107	8.2	8.6072	8.7994	8.1856	8.3903	
PLOD3	12.0671	12.1021	12.2304	12.2073	11.8401	12.221	
ACD	6.9117	6.8111	7.5602	7.447	8.3632	7.2347	
TRAK2	7.316	7.3203	6.7419	6.8615	6.5606	6.8378	
SUPV3L1	12.4508	10.955	11.4538	10.4177	12.8186	11.4224	
VAPB	9.4637	9.7916	9.7667	9.8768	9.8825	9.7942	
GPATCH8	6.1673	6.2321	6.2898	5.9233	6.5362	6.1442	
HSPD1	10.084	10.5539	11.311	11.1279	10.4844	10.877	
BUB1B	11.0197	10.6846	10.3248	10.0993	10.8747	10.6514	
TGFBR2	5.9126	5.6101	5.7133	5.7133	6.0556	5.6945	
MRPL12	13.5326	13.5098	13.9088	14.0338	12.7713	13.7759	
NOTCH1	9.5437	9.2868	9.2498	8.7769	9.5827	8.8687	
PNP	12.4883	12.3289	12.5755	12.5273	11.6494	12.4294	
SHC1	8.3428	9.9382	7.9408	7.826	8.893	8.4782	
ARPP19	8.0085	8.1215	8.417	8.7415	7.9917	8.3187	
CEBPA	3.1152	3.3419	3.3723	3.729	3.7165	3.4692	
PSMF1	9.4942	9.4252	9.1028	8.8606	9.3144	9.0823	
RTN2	9.2157	10.4187	11.2074	10.1567	12.2491	11.1022	
NPEPL1	8.3774	7.0003	7.3812	7.0853	6.9798	7.1839	
USP1	7.7185	8.4346	8.2939	8.1915	7.6383	7.9548	
RPA1	9.834	9.5351	9.7125	10.022	9.2033	9.7129	
SIRT3	6.1194	5.1168	5.476	5.603	6.4205	6.2266	
KLHDC2	11.4075	11.3868	11.14	11.5191	11.5003	11.6266	
UBQLN2	7.4849	7.601	7.5973	7.5318	7.8467	7.3572	
DMTF1	7.062	7.4467	7.1491	7.188	7.6776	7.2885	
SCARB1	9.1764	8.8424	9.3661	9.3686	8.6857	9.062	
CLPX	8.6604	8.3959	8.5987	8.8904	8.7356	8.5804	
TPM1	10.7829	10.7691	11.0964	11.1157	9.7372	10.943	
TM9SF2	9.7112	10.2534	10.2686	10.1926	10.2831	9.9952	
TXNL4B	6.8998	6.9819	7.1803	6.7113	7.0476	6.8547	
ATF6	7.8614	7.9617	7.9109	8.0906	8.2978	8.1603	
PRR15L	6.5538	6.721	5.9032	5.9904	6.655	6.3757	
NUP88	10.4104	10.1111	9.864	10.3546	9.8983	10.1604	
ST6GALNAC2	6.7062	6.2402	5.8102	5.8762	6.3777	6.083	
ADH5	9.0823	9.0998	9.3903	9.6741	9.456	9.7159	
FUT1	8.1127	7.1375	7.4788	6.9412	8.3086	7.7043	
GOLT1B	8.1913	8.2374	8.1745	8.1375	8.3802	5.049	
PRUNE	5.8348	5.1655	5.5109	5.6226	5.1508	5.6101	
PPOX	9.9182	9.7156	9.1481	7.9251	10.2637	8.9713	
SYPL1	13.1035	12.8008	12.9205	12.9205	12.679	12.9447	
CANT1	13.432	13.2966	13.2966	13.3128	12.8186	13.2618	
ZNF451	7.9533	7.9932	8.1199	8.2116	8.9602	8.1603	
HOMER2	7.241	7.0101	6.8634	6.8749	6.4672	6.9677	
RALB	10.2569	10.2632	10.6594	10.4918	9.5987	10.284	
CLTB	11.7737	11.7671	11.9424	11.8723	11.8961	11.8224	
TRIM13	8.4673	8.016	7.6851	7.0994	8.0539	7.7391	
FBXO7	7.3899	6.6289	7.5799	7.8373	7.6097	7.3948	
PHKA1	7.417	7.4953	6.9269	6.8075	7.0778	7.1266	
CYCS	11.8405	11.9888	11.9666	11.9666	11.2074	11.9666	
PPARD	6.6639	6.2166	6.6211	6.5606	6.8075	6.8192	
ENOSF1	5.714	5.8473	5.9289	5.8979	5.3727	6.0353	
MAP4K4	4.3197	4.9088	4.0451	4.2329	4.5454	4.0438	
PAN2	5.0983	6.2771	5.7133	5.7542	6.3453	5.83	
STAT3	5.7471	5.4917	6.3007	6.3669	6.2005	6.1604	
LIG1	8.506	8.5874	9.0677	9.6288	7.9987	9.115	
PPIC	8.5865	9.2274	9.0817	8.9906	8.3854	8.6857	
EIF5	9.8275	10.602	10.6072	10.752	10.7893	10.547	
GNB5	5.745	5.5702	5.7386	5.298	6.0816	5.5772	
GNAI1	4.4177	4.7958	4.0698	4.5559	4.278	4.6032	
INSIG1	9.2184	8.5436	8.8699	9.0891	10.4565	9.5145	
DNMT3A	10.0993	10.0791	8.8907	8.4089	10.4697	8.7265	
TM9SF3	8.3958	8.5182	9.6341	8.8629	8.6768	8.4041	
CCDC86	11.0044	10.341	10.566	10.5762	10.576	10.9064	
HIST2H2BE	8.506	7.8675	7.6229	6.644	8.7815	7.4457	
S100A4	13.3366	13.1728	13.3738	13.2966	12.5788	13.0258	
SLC25A14	6.2998	6.3667	6.0279	6.1079	5.8911	6.1944	
KTN1	11.3978	11.2352	11.299	11.2074	10.5556	11.0302	
TBXA2R	6.9231	6.9099	6.4062	6.3972	6.6147	6.7154	
ARHGAP1	9.8558	9.9809	10.0748	9.9275	9.6093	9.8384	
FBXO11	5.1376	5.9441	5.3699	5.5071	5.3017	5.7256	
HERPUD1	10.566	10.669	10.6328	10.1774	10.5648	9.9809	
LPAR2	8.0649	8.3104	7.6802	7.3863	8.4261	7.545	
COASY	6.3175	6.4068	7.0508	7.1356	6.9112	6.7185	
RPL39L	5.9872	5.5684	6.1866	6.4461	5.9234	5.7804	
BPHL	6.9579	7.7746	6.8998	6.6665	7.3277	7.3006	
RASA1	7.6213	6.9524	8.0509	7.8892	7.9708	8.1291	
ATMIN	7.421	6.7822	6.6024	7.3293	7.0328	6.8335	
MAPKAPK3	6.2401	7.7432	7.4018	7.7638	6.8966	7.6323	
CASP3	10.4844	9.9668	9.7261	10.3248	10.836	10.1792	
