gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
CHIC2	6.82745	6.8922	7.479	7.6624	7.0427	6.35505	
PXN	12.6389	12.6782	12.4594	12.8097	12.2432	12.8293	
USP7	5.88625	6.22025	5.98225	6.27385	5.6335	6.5806	
NOSIP	7.62495	7.9007	8.57005	8.30685	8.4643	7.7585	
PHKB	10.6523	10.3202	10.5952	10.671	10.2649	11.1729	
DLD	10.0173	10.9741	10.8416	10.6776	10.6019	10.7014	
NFKBIB	7.4196	7.54695	7.38515	7.45675	7.9839	7.7194	
CASC3	7.70895	7.64755	7.7179	7.7058	7.6405	7.93595	
IDE	4.98725	4.54585	5.25175	5.1876	4.7479	6.32455	
CD40	11.4155	10.5136	9.71585	10.841	10.6565	9.0274	
MLEC	11.7253	12.2073	11.7216	11.9921	11.734	12.1852	
GLI2	5.8228	6.28915	5.0104	4.1336	5.4949	5.1751	
PRPF4	6.39035	6.3984	8.02115	7.8099	7.8068	7.84535	
MELK	10.5761	10.8777	10.9755	11.2054	10.467	10.7801	
USP22	12.7655	13.4598	13.8299	13.6416	13.6897	13.5366	
DAXX	8.76925	8.8704	8.9253	8.81715	8.7844	8.30805	
TMED10	10.5189	10.7284	10.8559	10.5935	10.8042	11.074	
CHERP	9.218	8.9817	9.33045	9.1331	8.7942	9.858	
SMAD3	8.4938	8.82095	8.6474	9.00235	9.4277	8.79845	
OXA1L	11.1012	11.3409	11.4567	12.0396	12.0079	12.0716	
PIK3CA	10.0168	9.3661	8.94775	9.2111	9.2632	8.6211	
SNX7	10.2844	7.9469	8.1336	9.2836	8.3386	8.0626	
TRAPPC6A	9.26995	9.52995	9.1326	8.55995	9.2952	9.1428	
ATP2C1	9.5867	9.5119	9.3141	9.52115	9.3661	9.6373	
CDCA4	6.5036	6.5932	7.1427	7.0734	6.9138	7.37435	
TBC1D9B	8.0863	8.35975	8.5795	8.88125	8.2419	8.8128	
USP14	7.8002	7.7422	7.7265	8.20725	8.6756	7.64485	
APPBP2	5.05935	5.1103	9.1766	4.55675	4.5198	9.37475	
CDC20	13.7809	13.7192	13.4109	14.2491	14.0301	14.139	
NARFL	8.2283	7.5529	7.669	7.6237	7.9681	6.81375	
RPS6	15.0002	15.0002	15.0002	15.0002	15.0001	15.0002	
DDX42	7.0367	7.23205	7.46655	7.6522	7.2632	7.6811	
ECH1	11.6895	11.5279	11.5076	11.5888	11.9897	11.647	
HDAC2	11.443	11.5003	11.6869	11.5205	11.0286	11.6265	
IKBKE	5.06995	5.2047	7.9972	4.8403	4.5676	5.2236	
CCL2	6.12495	6.79605	5.69065	6.0392	5.4745	5.4815	
DFFA	10.2387	10.2836	9.47385	9.966	10.7764	9.66025	
MRPL19	11.3959	11.4044	11.4024	11.2516	11.1699	11.6264	
WDTC1	6.7818	7.01835	7.0943	7.1707	7.3939	6.98695	
PLSCR3	10.0278	10.2133	9.9804	10.4895	9.0906	9.5993	
SUZ12	10.2599	10.215	10.3799	9.77375	10.0224	10.2094	
CSNK2A2	8.4123	8.1998	7.94765	7.77225	7.8103	7.9237	
H2AFV	8.1364	7.46415	7.67065	7.18835	7.2471	7.2975	
NUSAP1	11.6764	11.7287	11.8806	11.6127	11.6652	12.3734	
TICAM1	6.88825	7.03845	6.64775	7.07875	7.338	7.2783	
FAM69A	11.4735	11.1192	10.8211	9.49565	10.708	9.69525	
KIAA0100	8.418	8.5668	8.814	9.03725	8.9814	8.7843	
PAICS	6.9767	7.7081	6.475	7.50275	7.3146	7.8573	
SRC	5.99785	6.4831	6.3503	5.88365	5.6771	6.6214	
BMP4	7.93535	7.3602	7.13845	8.5191	7.1111	6.8942	
CDK2	9.992	10.3328	10.0682	10.1924	9.5478	9.9652	
EDN1	9.66815	10.4086	10.6343	9.8947	9.6139	9.48565	
XPO7	9.4584	8.83925	10.1463	10.5906	10.1371	9.6022	
FAIM	8.86855	9.0982	8.6133	8.53835	8.6181	8.6456	
KIAA0494	9.88745	10.0054	9.87095	10.1019	10.0662	9.45085	
PXMP2	8.89075	8.7756	9.2882	8.99565	8.3558	8.69275	
SQSTM1	12.6651	12.6414	12.6763	13.0177	14.3194	13.2664	
HIF1A	13.9783	14.2393	14.1192	14.0588	14.9194	14.0443	
TIMM17B	10.4662	10.6208	10.8868	10.8271	11.2019	10.5574	
STXBP2	7.8178	8.52195	7.935	8.1677	9.0137	8.55975	
WRB	6.6982	6.54565	7.29135	7.19765	6.0642	6.53065	
ETFB	10.7742	11.5989	11.0595	11.1986	11.3802	11.4742	
MNAT1	6.7305	6.33095	7.16375	8.812	7.1283	7.3592	
CAMSAP2	11.2789	11.4805	10.5368	10.7628	11.0985	10.0968	
HPRT1	11.0665	10.9831	11.5403	11.5961	11.4717	11.6483	
ARNT2	13.7219	13.1706	13.0162	13.3848	13.6923	11.83	
RRS1	6.74165	6.94115	6.65645	7.4183	6.938	7.70465	
ADAT1	7.6112	8.22955	7.8204	8.4398	7.788	7.7336	
SPAG7	10.0936	10.1257	9.63575	9.84855	9.7376	9.90735	
MAPK1IP1L	9.1211	9.90135	9.4769	8.795	8.4802	8.84235	
SCAND1	12.2579	12.6047	12.6231	12.226	12.0905	12.6453	
MFSD10	10.326	10.4592	11.0646	10.8531	10.4695	9.85185	
MSH6	10.3179	10.8449	10.2931	10.4666	10.0193	10.6136	
COPS7A	11.1438	10.4109	10.5178	10.4628	10.482	11.2463	
UBE2C	12.7393	12.7528	13.1564	13.5065	13.9265	13.6631	
FIS1	5.35805	5.9398	4.8119	5.1678	5.1605	4.9021	
HS2ST1	6.28295	5.732	5.6274	6.18395	5.7515	6.3002	
NUDT9	8.9212	8.35595	9.21445	8.47875	8.7844	7.92655	
TXLNA	10.8188	11.0332	11.44	11.2574	11.1107	11.1072	
CSRP1	12.0975	12.3755	12.3942	12.2664	11.6523	12.5189	
DNAJB1	10.3368	11.0192	11.0684	10.8508	10.997	10.8829	
METRN	8.71885	8.6387	8.16515	8.1944	8.0838	9.20945	
TOPBP1	9.016	9.4961	9.09995	9.00095	9.5615	8.5852	
ABCF1	11.75	11.773	11.1324	11.4293	11.1764	11.3434	
TCTA	8.9103	8.8839	9.72705	9.27165	8.578	9.31715	
LGMN	7.42955	7.2834	7.49965	7.93925	6.9503	7.33295	
TLK2	9.52255	9.20475	8.25495	6.64635	8.4516	8.7056	
KIAA1033	6.9476	7.1083	6.98095	5.7878	3.9588	5.4872	
PTGS2	4.8789	5.51645	4.85555	4.769	6.3315	6.49025	
DNAJB6	12.2596	12.331	12.2051	12.8337	12.6158	12.568	
PLA2G4A	12.6905	12.4204	12.045	11.5275	12.6401	10.8282	
MAT2A	11.3362	11.7572	12.0473	12.1553	12.2207	11.5705	
TLR4	4.57615	4.9234	4.55175	4.89925	4.6053	7.6668	
HMGCS1	10.288	9.61915	10.1708	10.3783	12.0617	10.7347	
MBTPS1	8.8785	9.36735	9.0629	9.0028	9.1317	9.35995	
SPRED2	10.1515	9.1271	9.68085	9.53675	10.0936	9.92945	
ZNF274	8.03315	8.63505	7.9313	8.0304	8.1025	8.43055	
CLIC4	12.0039	11.993	12.1301	12.1772	11.0491	11.6884	
MAP7	7.7585	8.13075	7.35725	7.6667	7.4388	8.02655	
CHAC1	9.5659	9.0722	9.18665	9.2939	9.6819	9.8794	
EIF4G1	9.32215	9.59005	9.21645	9.66675	10.1464	9.1355	
BTK	4.00435	4.7671	4.14055	9.0045	3.8274	4.48945	
GNAS	14.4317	14.7123	14.5265	9.03	14.5222	14.817	
MYL9	9.5082	9.9595	10.1052	10.0512	9.9146	9.4108	
TEX10	7.8616	8.4075	8.62985	8.3832	8.1513	8.30875	
PSMD2	13.2988	13.1285	13.0774	13.0908	13.1672	12.9067	
ZNF586	6.08435	5.72975	6.15715	5.96675	5.902	5.67075	
CLTC	11.2621	11.5644	11.3013	11.6439	11.1363	11.774	
IKZF1	4.77185	4.9513	5.085	5.3292	4.4137	5.05185	
APBB2	8.31815	7.6486	7.18035	6.934	8.7679	7.11755	
HSD17B10	10.0324	9.9767	10.2303	10.3851	10.1042	10.3982	
RNF167	10.7433	10.5262	10.506	10.9635	10.83	10.6756	
STX1A	6.98895	7.3797	7.1828	6.4477	7.6163	7.49265	
ALDOA	10.0098	10.1315	10.6699	10.7565	10.8608	10.7168	
EPHA3	7.88665	6.06865	5.68225	6.0677	5.9831	7.96545	
STAT5B	3.887	4.42235	4.0971	4.1246	4.324	4.69445	
TXNDC9	5.486	5.64075	5.41575	6.332	7.0287	5.98565	
CCNA2	9.48055	9.8558	10.2356	10.3386	10.4167	10.8547	
VGLL4	9.3652	9.22945	9.3839	9.3929	8.8778	9.45685	
CASP10	8.65565	8.568	8.0321	8.8058	7.4764	7.1108	
SDHB	11.267	11.8395	12.094	12.2885	11.6268	11.8665	
ETS1	7.65235	7.58115	7.08335	6.99345	7.1142	6.8426	
YTHDF1	9.1076	9.00975	8.87725	8.36875	8.5443	9.1142	
FOXO4	5.3467	5.81645	5.6038	5.34185	5.4579	5.39905	
LSM5	12.3919	12.7826	13.0812	12.9473	13.2601	12.1728	
TOMM34	10.0448	10.1228	10.3794	10.5282	11.2925	10.3472	
ZMYM2	9.393	9.6935	9.89365	9.84995	10.5016	9.85385	
CHMP6	5.10405	5.15155	5.78895	5.6472	5.2955	5.02075	
KIAA0907	9.36915	9.0884	9.3917	9.16495	9.4731	8.89955	
CASP7	6.2675	5.2358	5.8469	6.206	5.7013	6.49415	
HK1	6.798	6.5866	6.50075	6.6368	7.0404	6.59405	
PAPD7	12.0084	11.3463	10.9324	11.5156	11.3748	11.1418	
PIGB	8.82125	9.1507	9.30535	9.1529	8.8112	8.89185	
CHEK2	7.3634	6.9216	7.773	7.7171	7.8388	7.55435	
PLOD3	10.8312	10.5977	10.6281	10.7695	11.1648	11.0802	
ACD	10.3436	10.2622	10.2674	8.7397	10.6597	10.2192	
TRAK2	6.30505	6.5822	6.71615	7.19425	6.8607	7.01245	
SUPV3L1	12.1332	11.7357	9.9616	11.2151	12.1431	9.26055	
VAPB	9.06185	9.34045	9.70435	9.55525	9.7384	9.75155	
GPATCH8	6.23425	6.6426	6.68185	6.654	6.279	6.88375	
HSPD1	10.7242	11.3047	11.6578	12.2072	11.8725	11.815	
BUB1B	12.2288	11.7148	11.1933	11.2048	11.311	11.5735	
TGFBR2	7.0968	7.1379	7.549	7.84895	7.5147	7.51955	
MRPL12	11.7132	11.9024	12.0496	12.0262	11.9414	12.3619	
NOTCH1	9.5256	9.11895	9.02085	10.0274	8.8597	8.2515	
PNP	10.6139	11.2617	11.0156	11.0564	10.7936	10.9621	
SHC1	10.4941	10.5477	10.4946	10.961	11.2299	10.8442	
ARPP19	8.3374	8.9725	8.52705	8.80855	9.1125	8.70615	
CEBPA	4.00015	4.21495	4.87305	5.26795	5.023	4.9649	
PSMF1	9.701	9.00185	8.41355	8.5352	9.6886	8.6104	
RTN2	12.0273	11.5625	10.9053	11.1624	11.1591	10.3883	
NPEPL1	8.83945	7.7574	7.88955	8.2425	8.5119	7.58475	
USP1	6.0745	7.04785	6.5335	7.74125	5.6002	6.7628	
RPA1	12.288	12.0399	12.306	11.9963	11.9627	12.4841	
SIRT3	5.9514	5.18585	5.4223	5.65185	6.5335	5.76815	
KLHDC2	10.2849	9.78385	9.631	9.92675	10.2401	9.95825	
UBQLN2	7.61095	7.70605	7.99175	7.91475	8.0382	7.929	
DMTF1	8.4037	6.49835	7.4636	7.1372	7.0189	6.58005	
SCARB1	6.67175	7.98345	7.271	6.5244	6.1319	6.82495	
CLPX	7.82275	8.15775	8.01465	7.7975	7.7502	8.13075	
TPM1	11.2696	11.57	11.2906	11.5676	10.0696	11.2706	
TM9SF2	8.4611	7.91625	8.08215	8.60095	8.774	8.43505	
TXNL4B	7.58755	8.61875	7.42225	7.76995	7.4655	7.7085	
ATF6	8.51735	8.8645	8.8248	8.7128	9.4999	9.2214	
PRR15L	6.7071	6.3238	6.22305	6.1378	6.6119	5.3742	
NUP88	10.7975	10.951	11.058	11.2799	11.4844	11.6255	
ST6GALNAC2	8.56575	5.8227	6.53585	8.1515	5.1277	6.23145	
ADH5	6.5398	6.0286	6.92195	6.95145	6.6953	6.7034	
FUT1	8.2321	7.532	6.94565	6.8651	7.8117	7.0204	
GOLT1B	9.03005	9.2555	9.8286	9.52375	9.5224	6.9481	
PRUNE	5.55385	4.93865	5.37515	5.23495	5.1434	6.6219	
PPOX	10.0487	9.0326	10.041	9.01265	9.6741	9.0078	
SYPL1	11.34	10.9473	10.6	10.8694	10.5698	11.5604	
CANT1	11.0371	11.1296	11.1094	11.0366	10.7468	11.035	
ZNF451	7.8373	8.2736	8.5749	8.33335	8.7631	8.4185	
HOMER2	6.6631	7.3477	7.0686	7.11	6.7057	6.98185	
RALB	10.773	10.5969	10.6439	10.6639	10.4331	10.8542	
CLTB	12.6989	12.6742	9.61145	12.7371	12.4872	12.6627	
TRIM13	8.70335	8.09135	7.7669	8.01025	8.1165	7.4058	
FBXO7	7.1467	7.39445	7.46235	7.75645	7.8207	7.98305	
PHKA1	7.50625	6.2598	6.49795	6.4311	6.3949	6.5061	
CYCS	9.59675	10.1726	9.90835	10.2479	9.7062	7.9998	
PPARD	6.94895	6.88455	6.98145	6.76615	7.4668	7.4893	
ENOSF1	5.08345	5.4502	4.7372	5.36095	5.5233	6.5311	
MAP4K4	6.29515	7.6601	6.54595	4.81	7.7143	5.37755	
PAN2	4.54585	5.37435	4.0671	4.1113	4.2687	3.92405	
STAT3	4.80385	4.628	4.60555	4.7443	4.9256	5.06715	
LIG1	8.98575	9.2676	9.49395	9.6915	9.8801	9.60365	
PPIC	9.32025	9.13105	9.14465	8.9517	8.4975	9.00205	
EIF5	7.80615	9.7402	9.27415	10.0793	10.1696	9.9505	
GNB5	8.7277	8.1129	8.06545	8.16845	8.3668	7.8799	
GNAI1	5.6125	4.38945	6.43455	6.63605	4.7637	6.1233	
INSIG1	10.6319	10.5283	10.518	10.2956	9.7957	10.5154	
DNMT3A	10.3623	9.3387	9.58035	9.4193	10.1216	8.84345	
TM9SF3	7.77845	9.26515	8.0979	7.84815	7.6102	7.98745	
CCDC86	10.9072	10.7109	9.63405	10.2421	10.4478	9.93305	
HIST2H2BE	8.39465	8.2394	8.12755	7.5924	8.5876	7.52395	
S100A4	6.15695	6.0331	5.88065	5.52795	5.9239	4.82385	
SLC25A14	6.22535	5.28925	5.42035	5.1876	4.7074	4.74515	
KTN1	11.5854	11.3523	11.3545	11.3451	10.7178	11.5896	
TBXA2R	6.71125	6.53015	6.97655	6.66985	6.5794	6.11695	
ARHGAP1	9.6132	9.2028	9.358	9.39135	9.2885	9.58555	
FBXO11	6.1475	5.4201	6.7771	5.5668	5.5529	5.5085	
HERPUD1	8.6296	9.63985	9.21745	9.07515	9.6128	8.9642	
LPAR2	9.8343	9.4366	9.63295	9.25975	8.7739	8.5922	
COASY	6.33965	7.2708	7.357	7.6819	7.8277	7.53055	
RPL39L	4.74485	5.1824	5.2898	5.5674	5.1889	5.6401	
BPHL	7.63755	7.63635	6.1929	6.88235	6.5315	6.72235	
RASA1	7.4092	7.06505	7.31165	7.79845	7.1754	7.50735	
ATMIN	9.2436	9.51875	9.4152	9.31025	8.6277	9.23065	
