gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
TSEN2	7.903	7.7272	7.7694	7.9432	7.2228	7.4802	
RPN1	12.2363	13.1973	13.3663	13.2624	13.1973	13.2624	
SUV39H1	7.2706	7.1867	7.6485	6.747	6.0531	6.8196	
C2CD2L	5.3757	5.0954	5.2932	5.4204	5.0105	5.3964	
LYPLA1	7.9626	8.1854	8.9769	8.8842	8.0161	8.9465	
BIRC2	7.5767	8.2691	8.6457	8.6546	8.7267	9.4099	
GABPB1	8.1215	8.7516	8.8029	8.8099	8.2968	8.5129	
MAP2K5	8.6517	7.1515	7.3636	7.2645	7.8093	7.2641	
POLR2K	8.1402	9.7665	9.8588	10.0435	9.6718	10.0554	
PTK2B	8.3317	6.6265	6.7134	8.3131	6.2116	6.7071	
PUF60	11.7991	12.3018	12.3384	12.2298	12.48	12.4877	
DHRS7	9.0012	9.5705	10.0847	10.0707	10.1987	10.2477	
PAF1	9.5353	8.011	7.949	9.2561	8.3857	7.949	
ARID5B	9.6852	7.8172	8.4811	8.5076	8.5987	8.294	
POLR1C	8.8659	9.0403	8.9415	9.8404	9.2147	9.0512	
PAK1	6.6692	5.3033	5.2511	6.1449	5.5476	6.2691	
RUVBL1	11.147	10.4689	10.5281	10.8178	10.0751	10.604	
AKT1	10.464	10.8316	10.5462	10.0987	10.3137	10.5967	
CDC42	11.0966	11.2478	11.1834	10.8776	11.2349	11.1409	
IGHMBP2	8.8406	6.0334	6.5242	6.492	5.9437	5.8746	
SENP6	9.2349	9.0708	8.9877	9.4662	9.1865	9.3408	
ADO	5.9191	6.2636	6.5003	6.2132	6.2376	6.3804	
HSPB1	11.5237	12.2485	11.8455	11.6623	12.2607	12.3191	
EBP	6.242	7.8574	8.0958	7.2228	9.3021	7.7252	
TCTN1	7.2527	7.0495	6.8947	6.5188	6.5128	6.4151	
AKR7A2	11.5025	11.5289	11.6955	11.4608	11.1922	11.4656	
CASK	5.6532	6.9377	6.489	5.6112	6.4154	7.0151	
PPP2R5E	7.614	9.9468	10.8129	11.4304	9.9858	9.8895	
RRP8	10.6962	6.5957	6.6974	6.5177	6.3841	6.4875	
LAMA3	3.9127	3.9196	3.4984	3.6938	3.9127	3.8489	
PIK3C3	7.9434	8.0225	7.814	8.2211	8.4621	8.4052	
BHLHE40	5.7007	5.097	5.0629	4.5346	6.3413	5.8035	
CCNE2	5.1043	5.8605	5.2374	5.461	5.1358	5.1063	
BDH1	5.7271	6.0798	5.8009	6.3729	7.5257	6.6416	
FEZ2	5.0506	5.7784	6.3393	5.8164	6.4505	6.4775	
IKBKAP	11.5985	11.7109	11.7109	11.5714	11.5924	11.6294	
SH3BP5	6.3615	5.461	5.6354	7.7336	5.4368	5.8134	
PPP2R5A	9.9366	9.2794	9.3796	9.8077	10.3262	9.9301	
SGCB	5.3517	5.443	5.3501	5.6062	6.5816	6.882	
EML3	9.1425	7.0043	6.9989	6.6611	6.7246	6.4011	
ENOPH1	10.372	11.5714	11.3633	11.1841	10.8449	11.1408	
BIRC5	12.3651	12.5541	12.1099	11.6895	10.9534	12.2298	
CNOT4	5.6787	6.2385	6.2061	6.3319	6.2626	6.3605	
EPRS	9.1603	10.2833	10.3884	9.785	10.3353	10.5773	
SNAP25	5.2466	4.4143	4.068	4.596	4.6897	5.0506	
JMJD6	11.159	11.7349	11.5289	11.0572	11.7877	11.9851	
PAX8	6.5822	6.3491	6.5183	6.1296	6.9795	6.6111	
CBLB	6.8675	6.2493	6.6359	7.0093	7.7204	6.6359	
SLC35F2	7.5268	7.5585	7.8452	7.7204	7.2874	8.3098	
ANO10	6.887	6.4581	6.6085	6.5479	6.7535	6.491	
PDS5A	8.4253	8.6025	8.6285	8.5927	8.5989	8.9377	
DFFB	6.9319	6.2202	6.3609	6.9782	5.9715	6.0942	
STUB1	12.2755	12.8471	12.5687	12.0104	11.9975	12.564	
PGAM1	12.7049	12.4136	12.48	12.8051	12.1682	12.7878	
TGFB3	8.6156	5.6888	5.9255	8.0919	5.8363	6.0386	
BAD	9.0769	8.5573	8.478	8.4741	8.3824	8.3333	
XBP1	9.7839	10.6764	10.3198	10.2261	10.184	10.3696	
NMT1	9.1766	8.9106	8.8154	8.6536	8.9649	8.7862	
PSMD10	9.6358	7.0993	8.0749	7.0679	8.2536	8.1939	
ARFIP2	9.6995	9.8754	9.6517	9.2684	9.84	10.0178	
RAB11FIP2	7.1766	7.1706	7.4345	7.3448	7.7146	7.5135	
FPGS	8.476	9.1267	9.2614	8.38	8.6919	8.7141	
STAMBP	8.4983	9.0799	9.223	9.0376	9.1286	9.3687	
PRKX	7.9905	5.9749	6.0334	8.3521	5.4781	5.456	
RNH1	10.7707	11.0006	10.936	10.6262	10.8273	10.9603	
ATG3	9.0128	7.9626	7.9381	7.7871	7.8275	8.0233	
FAH	8.6012	8.8575	8.9402	9.167	9.4582	9.5762	
NCK1	8.7227	9.3296	9.4037	7.7146	9.4903	9.5304	
PLP2	7.8053	6.3781	6.582	8.7141	6.6706	6.598	
CFLAR	8.0125	7.6263	8.1512	8.476	8.1512	8.6654	
SOX4	6.8174	8.0932	8.3345	8.0207	8.7168	8.41	
HEATR1	9.3522	9.8352	9.6995	9.6414	10.1233	10.0602	
TESK1	10.8561	8.7267	10.2808	11.3834	8.2823	8.7332	
HN1L	8.713	9.1701	8.8996	8.3437	8.8736	8.8432	
WDR7	8.0835	6.8076	7.8053	7.8615	6.6359	6.8662	
AKAP8	9.3601	7.9585	8.4077	7.6055	7.7252	7.7488	
RRAGA	9.9181	9.8523	9.6719	9.5823	9.5905	9.6414	
ELOVL6	8.5782	8.805	8.9686	8.9427	10.5173	9.0343	
SLC1A4	6.0788	6.4356	6.4141	6.5874	6.3553	6.019	
ACBD3	5.5571	6.4088	6.5544	5.4552	7.0587	6.739	
GRWD1	8.3143	8.1786	7.923	7.1191	7.2792	8.0366	
PMAIP1	7.1646	5.4641	5.5721	6.3483	5.1182	5.5785	
STAT1	6.1986	8.5815	8.259	7.8457	7.53	8.3824	
FOXJ3	6.6384	7.9585	7.8654	7.3155	7.9272	8.1836	
TWF2	8.4202	9.3247	8.9402	8.7005	10.4021	9.7339	
HDAC6	7.9164	8.3824	8.0626	7.6875	9.0708	8.4052	
MTERFD1	10.4522	9.8869	10.2209	10.8726	8.5915	9.4596	
CCND1	5.9612	6.7515	6.1842	5.8069	7.0528	6.5911	
CHIC2	8.2481	8.2512	8.774	8.8742	9.0374	8.4624	
PXN	11.8455	11.201	11.1788	11.3934	10.9942	11.4969	
USP7	6.5479	7.87	7.2765	6.6337	8.108	8.0481	
NOSIP	7.614	7.9453	8.2342	8.0609	8.115	8.2182	
PHKB	8.8238	9.2096	9.2855	9.1554	9.452	9.4746	
DLD	10.1232	11.2104	11.1922	9.9181	11.2001	11.2589	
NFKBIB	6.4783	6.5242	6.5399	6.5712	7.1546	6.5556	
CASC3	9.8565	9.4568	9.2122	8.9085	9.5663	9.6385	
IDE	4.8334	6.0058	5.8354	5.8464	5.6856	5.9152	
CD40	11.7012	10.0807	10.428	12.1044	9.0104	10.3589	
MLEC	12.099	12.4245	12.583	11.888	12.2341	12.48	
GLI2	5.7271	4.9262	4.6897	4.9935	4.9262	4.3733	
PRPF4	7.3108	8.9918	9.029	8.3891	7.5976	8.5633	
MELK	9.3908	10.4209	10.6393	10.0371	9.0012	9.7004	
USP22	10.6169	12.9814	12.9178	12.3039	12.0475	13.1973	
DAXX	10.44	9.0834	10.0399	9.1267	8.9403	8.7842	
TMED10	11.0452	11.4473	11.5924	11.3647	11.0164	11.5396	
CHERP	9.1997	9.1107	9.0199	8.2255	9.4193	9.1481	
SMAD3	6.4483	6.5135	6.6457	6.8123	7.1521	7.157	
OXA1L	13.4783	13.878	13.5655	13.878	13.5994	14.2134	
PIK3CA	10.0788	8.3333	8.805	10.3884	8.9286	9.3625	
SNX7	12.4136	10.7429	10.8195	12.6609	10.7004	9.8091	
TRAPPC6A	9.1481	7.5448	7.531	8.4844	8.0518	7.5124	
ATP2C1	8.5633	8.2928	8.1786	8.2462	8.2848	8.1385	
CDCA4	6.3319	7.7814	7.3731	8.1786	6.1296	6.582	
TBC1D9B	6.4947	7.3132	7.4615	7.2269	6.498	6.3927	
USP14	8.4548	7.2618	7.461	8.6515	7.1089	6.8677	
APPBP2	7.0495	7.0507	6.8675	7.3234	7.4115	7.5022	
CDC20	12.9534	13.4177	13.2624	12.8662	11.2104	12.8051	
NARFL	10.8247	8.2605	7.8811	10.4764	8.712	9.0736	
RPS6	15.0	14.6797	14.8402	14.6797	14.8402	14.9355	
DDX42	7.4377	8.5712	8.1583	8.1142	8.05	8.54	
ECH1	12.0528	12.2755	12.355	12.1313	12.4337	12.1739	
HDAC2	9.883	10.2728	9.9692	9.9596	9.8003	9.8595	
IKBKE	7.1514	5.8142	5.7785	6.0058	6.3075	6.019	
CCL2	6.747	5.8464	6.1963	6.3985	5.6895	6.0788	
DFFA	10.7296	8.8842	8.9632	10.8195	9.3277	8.9769	
MRPL19	11.614	12.1815	12.4022	12.2607	11.9878	12.2341	
WDTC1	9.1384	7.4745	7.6335	7.0831	8.2211	7.5525	
PLSCR3	7.1865	7.3007	7.411	7.1842	6.9663	7.282	
SUZ12	9.5353	9.7082	9.9234	10.1055	9.4714	9.577	
CSNK2A2	8.8719	7.7623	8.2083	8.7792	8.6025	8.0738	
H2AFV	9.2527	8.2004	7.5382	8.3008	7.5667	7.6958	
NUSAP1	10.5054	10.0442	9.9858	10.0788	9.1003	9.7328	
TICAM1	5.7749	5.4825	5.9279	5.9994	6.419	5.7535	
FAM69A	11.8837	10.2209	10.6262	12.0751	10.396	10.5175	
KIAA0100	6.1221	7.0573	7.0831	6.9	7.196	6.9989	
PAICS	8.319	8.0343	7.6438	7.5215	8.3255	8.6546	
SRC	8.3255	6.3291	6.503	6.298	7.6665	8.1379	
BMP4	10.3576	10.3353	10.436	10.8003	10.5107	10.4689	
CDK2	9.409	8.7168	8.6965	9.3105	7.8866	8.5382	
EDN1	9.5457	7.7623	8.3098	9.7217	7.9252	8.3039	
XPO7	6.945	9.3551	9.3365	8.3305	8.9411	8.9528	
FAIM	9.5273	8.7862	8.616	9.4695	8.9996	9.0199	
KIAA0494	10.1321	7.6295	7.6172	9.2293	7.8984	8.3493	
PXMP2	10.8003	9.6202	9.7703	8.9686	9.2986	9.3304	
SQSTM1	11.1674	11.9878	12.3169	12.3191	13.4708	13.3392	
HIF1A	12.4538	12.7441	13.116	13.3663	12.7205	13.0635	
TIMM17B	11.9394	12.5771	12.3018	11.9015	11.7671	12.0528	
STXBP2	6.2757	8.1377	8.011	7.9949	8.2883	8.26	
WRB	6.7208	6.6133	7.0607	6.9269	6.8224	7.202	
ETFB	13.3663	14.4361	14.3545	14.4361	14.5708	14.5708	
MNAT1	7.0941	7.5793	8.0826	8.6117	7.9864	8.0958	
CAMSAP2	11.5513	10.1993	11.149	12.0528	9.5628	9.8815	
HPRT1	8.115	9.9081	9.8221	9.1993	9.8347	9.2399	
ARNT2	14.2436	13.1995	13.0979	14.4105	12.355	12.8954	
RRS1	7.196	7.9688	7.9618	7.5667	7.4433	7.9772	
ADAT1	7.7271	7.6958	7.6543	9.0468	6.7945	7.2874	
SPAG7	10.3814	9.8973	9.9122	10.2597	10.6684	10.1246	
MAPK1IP1L	8.4548	9.6579	9.8158	9.7809	9.5002	9.4202	
SCAND1	12.3888	12.8763	12.9726	12.1753	12.808	12.9534	
MFSD10	9.1151	9.3173	9.3247	9.2695	9.7104	9.8565	
MSH6	9.5762	10.5107	10.7331	9.5313	9.4255	9.7812	
COPS7A	11.7671	10.7296	10.2992	10.9455	10.6925	10.8245	
UBE2C	10.4872	11.2988	11.1176	10.4794	9.3468	10.4077	
FIS1	9.4907	9.0012	9.3504	7.8848	8.7888	9.6335	
HS2ST1	7.8924	8.1172	8.2735	7.8963	7.7396	7.7713	
NUDT9	8.1854	8.9484	9.0551	8.9977	9.0857	9.471	
TXLNA	10.43	11.4536	11.6555	11.1725	11.4608	11.3704	
CSRP1	9.9128	10.9868	11.3441	10.7415	10.7963	11.136	
DNAJB1	9.9523	11.5551	11.2589	10.807	11.2914	11.0322	
METRN	9.3522	8.0638	7.8535	6.9952	7.393	7.6263	
TOPBP1	8.9549	8.8306	8.9044	9.7276	8.2032	8.5427	
ABCF1	11.3629	11.5025	11.1674	11.0188	11.0317	11.1394	
TCTA	8.7347	8.2855	8.2974	8.2575	8.0958	8.5122	
LGMN	7.282	8.7348	7.8315	7.2508	8.6681	7.8494	
TLK2	9.9034	9.8304	9.1864	9.7566	9.4139	9.6273	
KIAA1033	7.202	8.0481	8.1703	8.2773	8.3345	8.4327	
PTGS2	4.2028	3.4447	3.4458	3.7111	3.4458	3.7187	
DNAJB6	11.3064	10.7004	10.6206	12.5771	11.3002	11.0098	
PLA2G4A	12.5876	11.149	11.5372	12.1547	10.2209	11.7012	
MAT2A	11.6681	11.7012	11.8837	11.9851	11.0572	11.2104	
TLR4	4.65	4.349	4.1464	4.4775	3.7111	4.5499	
HMGCS1	11.8694	12.6613	12.2341	11.8024	14.3545	12.2607	
MBTPS1	7.8053	7.6482	7.6566	7.9109	8.2823	8.1756	
SPRED2	11.7165	10.8664	10.5107	11.3629	11.2332	11.0901	
ZNF274	7.7809	7.3334	7.6228	7.5107	7.5767	7.6212	
CLIC4	11.2332	12.0552	12.1682	11.7819	12.4245	12.2587	
MAP7	11.2192	4.488	4.7694	4.5478	4.7855	4.6424	
CHAC1	10.9303	8.3419	9.4272	11.3441	8.9861	8.9898	
EIF4G1	8.2063	8.6991	8.2648	8.2208	8.5329	8.2033	
BTK	3.4447	3.6463	3.6463	3.4458	3.6463	3.5522	
GNAS	13.0107	13.7426	13.0107	13.3392	13.3392	13.4708	
MYL9	7.3983	7.53	7.5625	8.3841	6.8196	7.2792	
TEX10	8.1486	8.1315	8.6547	7.6874	7.9109	8.3345	
PSMD2	12.1547	12.6242	12.5771	12.5876	12.2485	12.3888	
ZNF586	5.9455	4.9707	5.3272	7.2046	5.0213	5.1358	
CLTC	10.7925	11.9757	11.8024	10.9728	11.8609	11.8458	
IKZF1	5.1043	4.6603	4.3493	4.7855	4.7889	4.6758	
APBB2	9.817	7.6651	7.7947	9.9366	6.7564	7.0093	
HSD17B10	10.4209	10.5584	10.4516	10.2623	10.7213	10.5698	
RNF167	10.3623	10.0059	9.7082	9.6807	9.6375	9.6871	
STX1A	6.8174	6.7182	6.6816	6.4417	7.0961	6.8758	
ALDOA	8.6457	9.2024	9.0701	8.8719	9.8487	9.2614	
EPHA3	6.0452	5.4663	4.8233	7.3491	4.9584	5.1927	
STAT5B	5.3895	4.8726	4.7021	4.5346	5.4428	5.4076	
TXNDC9	9.2122	10.2913	9.7566	10.5788	9.6871	10.5216	
CCNA2	10.2783	10.9119	10.7925	9.7978	9.0523	9.9757	
VGLL4	8.512	8.7272	8.9098	8.1029	9.2512	9.0568	
CASP10	9.7122	7.6795	8.2296	9.8487	7.745	7.3327	
SDHB	10.2204	11.5793	11.4596	11.3002	11.2834	11.6955	
ETS1	7.7446	6.3862	6.8514	7.9493	5.7069	5.2897	
YTHDF1	6.5294	7.7758	7.3613	7.5358	8.4983	7.7187	
FOXO4	7.2351	6.588	6.5544	6.6692	7.8573	6.9209	
LSM5	11.5396	12.6207	12.6207	12.3384	11.3148	12.3711	
TOMM34	8.7888	9.5433	10.0203	10.0145	9.817	10.1572	
ZMYM2	6.8731	7.8879	7.9432	7.3559	7.9245	8.0519	
CHMP6	8.0595	6.2569	6.1896	6.1616	5.9601	5.7785	
KIAA0907	8.044	8.3404	8.5163	8.6156	8.7639	8.5538	
CASP7	7.5902	8.5573	8.0879	7.4416	8.819	8.6156	
HK1	3.5522	3.2696	3.2696	3.2696	3.2775	3.6463	
PAPD7	12.5239	10.9226	11.0706	12.4538	10.371	10.8664	
PIGB	8.8931	8.4202	8.1572	8.4064	8.4623	8.3189	
CHEK2	7.923	8.4396	8.448	8.0519	8.4771	8.6048	
PLOD3	12.0323	12.1099	11.9277	12.0762	12.3711	12.2755	
ACD	7.0407	8.7341	8.6919	9.7104	8.3617	8.5329	
TRAK2	9.2907	7.0154	7.0809	7.0555	7.1484	7.0763	
SUPV3L1	12.1099	11.091	11.7124	8.8932	10.1645	10.0982	
VAPB	7.2634	8.1913	8.0343	7.6335	7.7336	8.1706	
GPATCH8	7.5984	7.3491	7.1953	6.9507	7.8315	7.258	
HSPD1	11.035	12.4022	12.1815	12.1997	12.1468	12.4548	
BUB1B	11.7494	10.3724	10.9571	11.8455	9.753	10.4419	
TGFBR2	7.8872	8.8626	8.6745	8.3678	9.2346	9.1447	
MRPL12	12.7513	13.4783	13.5994	13.5628	12.9814	13.878	
NOTCH1	9.2817	7.4977	7.7272	10.0644	7.1978	6.5352	
PNP	10.2419	11.0042	11.3064	11.0777	11.4596	11.3441	
SHC1	10.7099	9.902	9.3485	9.9757	9.2875	9.5632	
ARPP19	8.3891	9.2875	9.345	8.4708	9.4641	9.4641	
CEBPA	9.9647	11.8732	11.3154	9.8049	10.23	10.5396	
PSMF1	11.1834	9.8568	9.2875	11.2819	9.7375	10.2569	
RTN2	12.8954	11.527	11.7819	12.7049	11.3441	10.9809	
NPEPL1	8.9006	7.461	6.7182	8.712	6.1773	7.5277	
USP1	5.5949	6.8216	7.3491	6.0433	6.8611	6.5067	
RPA1	9.9438	10.604	10.7729	9.9192	10.0305	10.4158	
SIRT3	7.6482	5.4466	4.9094	6.2061	5.8173	4.9262	
KLHDC2	11.5237	11.5924	11.7204	11.6488	11.4082	11.8177	
UBQLN2	7.0237	7.1865	7.5824	7.9622	7.881	7.4194	
DMTF1	7.6901	6.9122	7.2839	7.1978	6.6939	6.9106	
SCARB1	10.9918	11.3064	10.8948	10.2909	10.7228	10.8273	
CLPX	8.6254	9.178	9.4166	8.7842	9.5516	9.2122	
TPM1	9.2318	9.9647	9.8404	9.9078	10.2495	10.4025	
TM9SF2	7.3868	8.8158	8.8367	8.4475	8.6857	9.298	
TXNL4B	8.512	8.1554	8.3432	8.0147	8.0879	8.3744	
ATF6	8.4161	8.6048	8.6743	8.1364	8.8367	8.9032	
PRR15L	8.9006	6.6416	6.6678	8.7809	5.7701	7.0154	
NUP88	10.9117	11.1234	11.2483	11.0781	10.5173	11.0438	
ST6GALNAC2	6.3841	5.1063	5.0612	5.7393	5.0612	5.1548	
ADH5	9.3942	10.8392	10.5054	11.0164	11.0878	11.2001	
FUT1	9.8684	7.2323	7.8155	10.2071	6.8076	8.5324	
GOLT1B	9.1266	10.2124	10.1085	10.5579	10.2444	10.3769	
PRUNE	6.1403	5.3528	5.4062	4.505	5.1699	5.2478	
PPOX	10.5857	9.6225	10.2437	11.4557	9.1827	9.902	
SYPL1	11.2851	11.3154	11.274	11.163	11.3633	11.6615	
CANT1	11.136	11.0572	11.4177	11.2834	11.2483	11.5025	
ZNF451	8.41	8.6156	8.4983	8.5218	8.8505	8.6991	
HOMER2	7.1107	7.4115	7.5667	7.7255	7.9394	7.5277	
RALB	8.9869	9.0791	9.6239	9.6423	10.1162	9.9566	
CLTB	10.901	10.2598	10.323	9.7478	10.807	10.3865	
TRIM13	9.6895	7.8435	8.2368	10.0491	7.8866	8.6432	
FBXO7	7.9573	7.8615	7.6849	7.9573	9.158	8.465	
PHKA1	7.227	6.882	6.5981	7.1648	6.8451	6.8265	
CYCS	9.4626	10.934	11.0042	10.2839	9.981	10.8008	
PPARD	7.3518	6.5177	6.4601	7.4745	7.3012	6.7465	
ENOSF1	5.4607	5.5609	5.3736	4.9202	5.3474	5.6932	
MAP4K4	8.9217	9.7339	9.5313	8.7747	9.048	9.3088	
PAN2	4.2589	5.6471	4.3395	4.3214	4.4141	4.6733	
STAT3	4.8828	4.6733	5.1286	4.7547	5.0773	5.113	
LIG1	9.0799	8.7448	8.4624	7.8025	7.6677	8.1273	
PPIC	8.5361	8.4908	8.294	7.8879	8.2968	9.0887	
EIF5	10.0417	11.229	10.9939	10.888	10.2569	10.6491	
GNB5	6.9507	6.7134	6.9343	7.0942	7.7116	7.2958	
GNAI1	4.221	4.3885	4.3214	4.4843	4.5662	4.7103	
INSIG1	7.9002	6.2853	6.3609	7.9061	5.8367	6.42	
DNMT3A	10.2635	7.9901	7.9856	10.1993	7.9061	8.3565	
TM9SF3	8.7987	9.6099	9.7331	9.1083	9.4807	9.7609	
CCDC86	11.7721	11.614	11.6895	11.5667	11.3629	11.1845	
HIST2H2BE	9.1225	7.1978	7.6704	9.2399	7.4245	7.0679	
S100A4	8.8178	8.1872	8.3709	7.6632	7.5188	8.0879	
SLC25A14	5.7949	6.2922	6.1668	6.3722	6.1508	6.3722	
KTN1	10.8776	10.5493	10.4158	10.758	10.8105	10.97	
TBXA2R	8.404	5.7305	5.9553	8.2406	5.6354	6.6593	
ARHGAP1	9.3825	10.1233	9.7703	9.9387	9.8877	10.0491	
FBXO11	5.5245	5.3057	5.5571	5.5571	5.0954	5.4781	
HERPUD1	9.2203	9.9531	9.8565	10.0508	10.2071	9.9353	
LPAR2	7.3396	6.7394	6.7961	7.5514	6.6675	6.4601	
COASY	6.9795	8.2255	8.1836	7.8963	8.6517	8.706	
RPL39L	4.1272	3.7187	3.4984	3.6463	3.6938	3.3159	
BPHL	10.1064	8.8367	9.0403	9.2626	7.9699	9.154	
RASA1	6.2132	6.0276	5.6463	5.7949	6.5279	6.8959	
ATMIN	6.2922	6.1995	6.4088	5.2137	6.4251	6.1485	
MAPKAPK3	5.3517	7.0775	6.9914	6.8491	6.2818	7.4031	
CASP3	11.3934	11.1805	10.9624	11.2426	11.2109	11.3784	
