gene	0.04uM	0.12uM	0.37uM	1.11uM	10uM	3.33uM	
NFATC3	8.5132	8.4201	8.58635	8.5428	9.1	9.3734	
PSMD4	12.7706	12.4454	12.6327	12.9477	12.7662	12.6574	
PCNA	13.7122	13.7776	13.7122	13.7208	12.17	13.1654	
PHKG2	7.8305	7.9292	7.82605	7.8844	7.9189	7.74795	
ETV1	3.9493	4.55605	4.30525	3.6942	4.6254	4.67625	
POLR2I	10.8001	10.8809	10.5338	10.428	10.155	10.1308	
KDM5B	7.85555	7.7111	8.0389	8.2425	8.4489	7.8509	
PSMB8	4.99125	5.14335	7.76085	4.0344	4.8024	4.6174	
AKAP8L	7.14035	6.63495	6.8882	6.7071	7.6361	7.5956	
COG4	9.12995	9.1673	9.2882	9.1155	8.8025	8.94585	
MCM3	11.1604	10.9132	11.0681	10.543	9.7475	10.4666	
PLEKHJ1	8.70115	8.7102	8.99145	8.4833	8.905	9.13405	
HAT1	9.2186	9.60155	8.8122	9.6488	7.1464	7.88405	
TERT	5.85135	6.0209	6.33675	5.977	7.3647	7.07515	
G3BP1	9.48055	9.6755	9.052	9.5747	7.5396	8.9873	
SNX13	7.60875	7.82275	7.79055	7.3793	7.7377	7.9665	
PAK4	9.97265	10.0292	10.1092	9.9205	9.6508	9.6287	
TPD52L2	10.409	9.7411	9.88725	8.6474	9.2309	9.45435	
DPH2	7.17515	7.77515	7.8885	7.7849	7.7743	7.88145	
PIH1D1	7.9971	7.96765	7.4065	6.3574	7.0041	6.96135	
PRKCQ	5.3036	5.5568	5.3151	4.5031	9.1086	5.5674	
SNX6	9.6876	9.6835	9.56965	9.5366	9.7317	9.66675	
EED	8.92815	9.0435	9.2467	8.7126	7.9406	8.1821	
SHB	7.60935	7.9457	7.79215	7.7405	7.814	8.03005	
UTP14A	7.31135	8.48495	7.77705	8.555	8.2714	7.90025	
WIPF2	7.321	7.6688	7.7549	7.7311	8.0332	7.78315	
NENF	9.5772	9.6416	9.55855	9.7408	9.7463	9.5135	
TSEN2	8.5951	8.44725	8.73755	8.7669	8.3264	8.3024	
RPN1	12.9657	12.6565	12.3896	13.0811	12.2502	12.6467	
SUV39H1	7.78665	7.12155	8.12435	7.0107	6.8698	6.5309	
C2CD2L	5.11615	5.8071	5.67765	5.1728	5.9285	5.75215	
LYPLA1	9.45585	9.8084	9.34345	10.0059	8.8062	8.66305	
BIRC2	6.71565	6.8301	6.4754	6.568	6.9316	6.74545	
GABPB1	9.7195	9.71595	9.78	9.7005	9.5287	9.2035	
MAP2K5	6.7764	7.1746	7.0006	6.9017	8.2103	8.23875	
POLR2K	10.9678	11.2396	10.8795	11.3933	10.8469	10.9588	
PTK2B	7.48355	7.25515	6.416	6.8854	7.9351	7.9037	
PUF60	13.1919	13.046	13.2729	12.9775	12.5447	12.9021	
DHRS7	9.936	9.96885	10.7825	9.7283	10.3308	10.0321	
PAF1	10.1966	9.93675	9.36735	10.341	10.1287	10.6943	
ARID5B	7.34525	7.1013	7.4252	7.0386	6.5892	7.11145	
POLR1C	8.3541	8.3488	8.15555	8.0973	8.0168	8.34545	
PAK1	5.8096	5.3992	5.44975	5.7027	5.8077	5.99975	
RUVBL1	10.8773	10.9587	10.6986	10.5285	9.9765	10.2036	
AKT1	12.3289	12.0014	12.0833	11.8334	11.4815	11.5693	
CDC42	10.5595	10.9382	10.5132	10.7005	9.5137	10.0195	
IGHMBP2	6.9533	6.80285	6.64785	6.0462	6.5678	6.99435	
SENP6	10.8843	10.6759	10.253	10.8746	10.8838	10.5462	
ADO	6.9165	6.66565	6.70335	7.2217	7.0301	6.3755	
HSPB1	14.5665	14.6555	14.6555	14.5196	14.1305	14.7316	
EBP	9.1567	9.3561	8.84205	9.3557	9.3309	9.05795	
TCTN1	6.68895	6.983	6.76045	7.0563	7.2698	7.1835	
AKR7A2	10.847	10.7602	11.0742	11.243	11.1002	10.8267	
CASK	7.7066	7.24675	7.9295	7.1878	7.3119	6.905	
PPP2R5E	11.002	11.1329	10.9685	10.7188	11.545	11.3672	
RRP8	6.06705	6.26465	6.0087	6.2372	5.9021	6.15225	
LAMA3	5.63055	4.3426	4.7536	3.6692	3.6961	4.89735	
PIK3C3	5.3785	6.2872	6.66355	6.2167	7.4328	7.0008	
BHLHE40	6.3141	5.8255	4.8925	5.9045	3.804	4.7832	
CCNE2	4.3946	4.28545	4.8946	3.9217	5.749	6.2009	
BDH1	8.5078	8.6027	8.9542	9.2159	9.342	8.5339	
FEZ2	4.9309	4.94105	5.15085	7.3924	4.978	4.61445	
IKBKAP	9.64885	9.1779	9.7162	8.813	8.6728	8.8225	
SH3BP5	10.5276	10.407	10.3341	11.1469	11.288	10.9594	
PPP2R5A	9.90655	9.78265	10.0166	9.8561	9.8475	9.9538	
SGCB	6.43165	6.55435	6.6853	7.347	5.5523	5.85135	
EML3	8.5033	8.14715	8.4723	8.0808	7.925	8.55145	
ENOPH1	10.8213	11.0942	10.9706	11.2223	10.8212	10.898	
BIRC5	11.35	11.1899	11.4492	10.9926	10.5629	10.9469	
CNOT4	7.04475	7.0096	7.2787	7.1113	7.103	7.09655	
EPRS	9.91485	10.1106	10.0887	9.9304	9.9588	9.90225	
SNAP25	6.9351	4.3714	7.06205	4.5557	4.2964	6.6855	
JMJD6	11.0407	10.7976	11.0021	10.9494	10.7968	10.3469	
PAX8	3.14035	4.4274	4.33285	3.8467	3.9653	4.35505	
CBLB	7.30905	6.4739	7.54585	7.4712	8.8974	7.88475	
SLC35F2	7.08185	7.4833	7.0337	7.1026	6.0739	6.23795	
ANO10	6.9131	7.20715	6.80165	6.9017	7.053	6.97125	
PDS5A	9.54395	9.56455	9.43535	9.6588	9.4571	9.28265	
DFFB	5.8038	5.8322	5.7904	5.8491	6.1959	6.39565	
STUB1	13.4795	13.4795	13.4517	13.4964	13.5139	13.2482	
PGAM1	13.0238	12.9242	13.0089	12.8194	11.828	12.2472	
TGFB3	7.58135	7.73615	7.1759	7.3295	9.1502	8.6427	
BAD	8.93495	9.1486	9.1618	9.1648	9.3306	9.1543	
XBP1	13.2591	12.9871	13.169	13.4451	13.4607	13.4319	
NMT1	7.61355	7.2133	7.4504	6.7753	7.5825	7.5192	
PSMD10	9.85165	10.1368	9.84915	10.3523	10.0749	9.6436	
ARFIP2	9.71325	9.8513	10.0154	9.5016	10.1136	9.264	
RAB11FIP2	5.74	5.98975	6.414	6.8144	5.8849	7.0311	
FPGS	9.1631	8.88005	9.15395	8.4824	8.4657	8.6564	
STAMBP	9.288	9.59175	9.29965	9.7357	9.2966	9.45315	
PRKX	7.0342	6.9566	6.71465	7.0241	7.9351	7.83515	
RNH1	10.1013	10.1973	9.79885	9.8119	10.0532	10.403	
ATG3	7.8497	7.7906	7.73115	8.4857	8.3595	8.63035	
FAH	7.8532	8.03665	8.2066	6.9492	5.3731	6.56625	
NCK1	9.44375	9.5544	9.51995	9.7543	9.8685	9.5915	
PLP2	6.70475	7.3229	7.36145	6.8572	7.702	7.6932	
CFLAR	7.1865	7.36045	7.35185	6.9994	7.4764	7.74935	
SOX4	9.94705	9.35735	9.8403	9.9678	9.5126	9.8407	
HEATR1	8.53275	8.31265	9.35635	8.4711	9.2717	9.07735	
TESK1	9.2281	9.4459	8.429	9.1824	9.4609	9.6956	
HN1L	10.0212	10.4165	10.0604	10.476	10.0615	10.143	
WDR7	6.845	6.20745	6.72515	6.2009	7.6448	6.8835	
AKAP8	8.2406	8.4614	7.59025	7.964	7.6689	7.8074	
RRAGA	8.77575	8.7745	8.81895	8.8276	8.7422	8.61665	
ELOVL6	8.5102	8.81865	8.6745	8.4636	9.0035	9.0986	
SLC1A4	4.52305	4.5573	4.73585	4.4388	3.9455	4.14995	
ACBD3	8.073	7.6595	8.08025	7.5926	8.0724	7.19845	
GRWD1	7.9789	8.34765	7.47295	8.3564	7.1574	7.4045	
PMAIP1	6.7757	7.75395	6.03905	7.087	7.8258	7.5108	
STAT1	7.2122	6.35275	8.51015	8.1181	7.0241	8.04745	
FOXJ3	7.5673	7.86385	7.6324	8.3583	7.0836	7.4288	
TWF2	7.6664	7.9185	8.21965	7.9173	8.2187	7.9408	
HDAC6	7.7526	7.39345	8.0315	7.6496	9.0281	8.1051	
MTERFD1	10.2966	10.5274	10.3996	10.4652	10.4242	10.8104	
CCND1	9.7149	9.1505	9.22125	9.3431	8.2913	8.643	
CHIC2	7.6669	7.76975	7.61495	7.6606	7.2222	7.5746	
PXN	11.8328	11.6794	11.8119	11.6424	11.2917	11.6236	
USP7	7.7637	7.40255	7.7726	7.4165	6.8957	6.8759	
NOSIP	7.4534	7.5592	8.05445	7.9122	7.4604	8.05165	
PHKB	7.15395	7.3001	7.1814	7.166	6.8345	6.63195	
DLD	11.8301	11.7539	11.9212	11.7213	11.0414	11.3773	
NFKBIB	6.3714	6.6616	6.74815	6.4487	6.9994	6.4629	
CASC3	7.96225	8.164	8.3125	7.71	8.4614	8.04975	
IDE	6.07525	5.20235	5.68325	5.9623	5.3517	5.32645	
CD40	8.5303	8.5275	8.26765	8.5667	8.9433	9.55385	
MLEC	11.8678	11.6243	11.74	11.5728	11.4249	11.4222	
GLI2	4.40355	4.6105	5.2708	4.186	5.9721	5.52255	
PRPF4	8.74155	9.28645	8.88685	8.9519	8.2989	8.497	
MELK	9.65175	9.6095	9.73435	9.3584	8.5736	8.9582	
USP22	12.2772	12.0535	11.804	12.4288	12.1062	12.2316	
DAXX	7.4173	8.36715	8.24875	7.8478	7.3491	8.21135	
TMED10	12.6519	12.607	12.6884	12.5826	12.3599	12.2393	
CHERP	9.35575	9.0433	9.5206	8.873	9.1867	8.80655	
SMAD3	8.37605	8.99725	8.1266	8.2913	8.3544	8.80025	
OXA1L	12.214	12.1188	12.4697	12.3477	12.88	12.2044	
PIK3CA	8.1481	7.90195	8.1778	7.7961	8.3972	8.1049	
SNX7	10.8602	10.8547	10.1819	10.7234	12.3144	10.3741	
TRAPPC6A	9.96625	9.84325	10.2411	10.0698	10.5799	10.8445	
ATP2C1	8.6245	8.80945	8.93195	9.0159	8.8518	8.73555	
CDCA4	7.573	8.4033	7.31385	7.87	6.9763	7.52135	
TBC1D9B	8.2888	8.1344	8.6293	8.1766	8.6728	8.32655	
USP14	6.7542	7.0833	7.0232	6.7961	7.6402	8.03685	
APPBP2	11.3773	10.9974	11.3956	11.4472	11.3764	11.4871	
CDC20	12.7092	12.7167	12.8559	12.8253	12.2365	12.4562	
NARFL	7.41945	7.62425	8.0396	7.8233	7.8945	7.86665	
RPS6	14.5909	14.4963	14.4963	14.7088	14.473	14.5436	
DDX42	8.4489	8.7615	8.5325	8.7091	8.9011	8.79815	
ECH1	11.7749	11.7985	11.8582	11.9177	12.6277	12.4206	
HDAC2	10.1221	10.2306	10.2586	9.9004	9.6992	9.53895	
IKBKE	5.18955	5.7647	5.5746	4.7614	5.977	5.4048	
CCL2	6.9818	4.91125	4.86305	5.1528	5.5007	5.28365	
DFFA	9.22285	9.1158	8.60535	8.729	9.2137	9.47845	
MRPL19	11.2989	11.3326	11.2694	11.0363	10.6457	10.9508	
WDTC1	7.329	7.3654	7.75255	7.7018	8.3871	8.294	
PLSCR3	8.0773	8.1391	7.9325	8.0954	9.7102	8.15235	
SUZ12	9.3732	9.35315	9.1597	9.2509	9.0044	9.505	
CSNK2A2	7.4768	6.3709	6.00355	7.4475	7.4018	6.9848	
H2AFV	6.1223	6.8863	7.05115	5.346	6.3967	6.90185	
NUSAP1	9.37075	9.31225	9.36455	9.3369	9.3607	9.5222	
TICAM1	5.7838	5.69695	6.17905	5.5545	6.6245	5.7682	
FAM69A	9.2878	8.53055	8.74765	8.0682	9.054	9.1162	
KIAA0100	8.43525	8.61905	8.33255	8.9324	8.3972	8.6373	
PAICS	7.7559	7.91045	7.84935	8.0195	6.4956	6.6807	
SRC	4.89605	4.68185	5.4902	5.3545	4.2396	3.9141	
BMP4	6.76425	6.7921	6.35625	7.6524	6.7387	7.80345	
CDK2	9.38005	9.14305	9.49265	9.0775	8.2134	8.68385	
EDN1	9.0882	8.67755	8.527	8.3806	9.193	9.493	
XPO7	7.5749	7.781	8.25925	7.6617	7.8665	7.534	
FAIM	8.4915	7.7565	7.51975	7.3979	8.7483	8.28565	
KIAA0494	7.83395	8.28435	8.20405	8.6139	8.9425	8.8337	
PXMP2	9.795	10.0196	9.8408	10.0629	9.8442	10.2688	
SQSTM1	12.1719	12.1794	12.2563	12.6277	13.403	12.8036	
HIF1A	13.1496	13.1077	12.8575	13.3559	12.8547	13.2773	
TIMM17B	11.4424	11.6048	11.6528	11.6791	11.6153	11.6208	
STXBP2	8.31365	7.93135	7.51135	7.3523	8.7882	7.4883	
WRB	8.19155	8.37615	8.2476	8.3678	7.4939	8.13375	
ETFB	10.661	10.8161	11.0075	10.9051	10.7823	10.6892	
MNAT1	8.5459	8.8924	8.63585	8.826	8.0406	8.25605	
CAMSAP2	10.0214	10.1229	9.9879	10.8022	10.4887	10.9251	
HPRT1	10.9487	11.1747	10.2981	10.9603	8.8318	10.1444	
ARNT2	10.6494	10.589	8.98845	10.1925	10.1582	11.5417	
RRS1	8.26905	8.09715	8.0162	7.8749	7.1574	7.27985	
ADAT1	7.43515	7.6049	7.3328	7.3035	7.5178	7.36155	
SPAG7	10.4808	10.3508	10.2793	10.379	10.9971	10.549	
MAPK1IP1L	9.965	9.60975	9.73895	9.3435	9.2159	9.2639	
SCAND1	11.4382	11.3367	11.3448	11.4567	11.7518	11.5543	
MFSD10	9.92085	9.59725	9.98645	9.7922	9.7065	10.3212	
MSH6	10.1453	10.0973	10.052	10.3172	9.6779	9.7971	
COPS7A	10.0168	9.97025	10.1665	9.6077	10.1593	9.95355	
UBE2C	11.2619	11.4306	11.1853	11.4698	11.12	11.16	
FIS1	10.0757	9.89465	10.2238	9.8015	10.0116	9.768	
HS2ST1	4.11015	4.85065	5.2425	4.8109	5.2892	5.4099	
NUDT9	8.2635	8.32695	8.3825	9.0765	8.9278	8.87435	
TXLNA	10.4992	10.1463	10.1486	10.4952	10.102	10.1093	
CSRP1	13.275	13.2404	13.132	13.1415	12.8253	12.997	
DNAJB1	10.865	10.573	10.4889	10.6393	10.2255	10.2788	
METRN	9.90395	10.1763	10.0534	9.731	8.6722	9.09535	
TOPBP1	8.6177	8.6248	8.3632	8.0234	9.1904	8.9359	
ABCF1	10.2453	9.8494	10.0991	9.7669	9.9106	9.68515	
TCTA	8.9094	8.68305	9.11345	8.5738	8.4936	8.9944	
LGMN	7.5297	7.44495	7.84055	7.492	7.7885	7.051	
TLK2	10.7588	10.6013	10.9781	10.5623	11.0229	10.6358	
KIAA1033	3.9945	3.4796	4.2011	3.8566	5.0343	8.25585	
PTGS2	8.3308	7.892	8.35475	8.114	8.2247	3.52495	
DNAJB6	10.3233	11.0703	10.0934	10.8962	10.9801	11.1954	
PLA2G4A	9.5703	9.59355	9.31875	9.4854	10.1887	10.4461	
MAT2A	11.5938	11.392	11.0012	11.3088	11.0543	11.6704	
TLR4	7.8648	4.12885	4.09125	4.5758	4.7467	4.22825	
HMGCS1	11.4052	11.1893	11.5065	11.4696	12.9738	12.1233	
MBTPS1	8.527	8.36785	8.875	8.9752	9.8409	9.02465	
SPRED2	9.18935	8.9944	9.30655	9.2441	9.2595	9.50675	
ZNF274	7.2202	7.2544	7.62065	7.1266	7.3517	7.08075	
CLIC4	11.1255	11.2089	11.0697	11.1361	11.1049	11.2129	
MAP7	8.83175	8.22485	8.49575	8.3911	8.2247	8.24705	
CHAC1	9.1553	9.4318	8.52365	8.7695	10.0859	9.82345	
EIF4G1	9.25555	9.2558	9.2315	9.138	9.1867	8.65715	
BTK	3.1829	3.43325	3.0007	4.0617	3.1516	3.61715	
GNAS	14.2747	14.1924	14.2556	14.2543	14.2926	13.9471	
MYL9	6.29595	5.35675	5.47835	5.7621	5.9455	7.56265	
TEX10	6.13605	8.1094	7.6413	7.8158	7.9591	6.7676	
PSMD2	12.0014	11.9869	11.8454	11.8162	11.583	11.8447	
ZNF586	6.0323	5.8557	6.48805	6.3446	7.125	7.0543	
CLTC	13.3376	13.3661	13.4354	13.559	13.155	12.9295	
IKZF1	4.65205	4.502	4.56085	4.411	4.8275	4.36845	
APBB2	7.68955	8.07875	7.32095	7.4301	7.9089	8.5	
HSD17B10	11.0485	10.8722	11.3302	10.7639	10.5049	10.1592	
RNF167	10.4731	10.5049	10.7197	10.327	10.8633	10.3989	
STX1A	8.00125	7.7097	8.0492	7.925	8.2913	8.00555	
ALDOA	11.7572	11.3727	10.9291	11.7916	11.0532	10.9164	
EPHA3	5.38105	5.064	5.2267	4.577	5.3666	5.8183	
STAT5B	3.47685	4.98945	4.77815	4.9848	6.5048	3.65405	
TXNDC9	8.0373	8.81145	8.058	8.5385	4.7403	8.22555	
CCNA2	9.6679	10.0086	10.1257	9.7938	8.7571	8.8544	
VGLL4	9.44815	9.37755	9.4287	9.4066	10.1762	10.1877	
CASP10	6.9398	6.19925	6.44745	5.9338	7.5439	8.58225	
SDHB	11.3365	11.4342	11.3521	11.3741	10.6699	11.0984	
ETS1	6.9546	7.0723	6.6725	7.33	9.2633	7.94635	
YTHDF1	9.4402	9.39575	9.1928	9.1747	8.3138	9.1942	
FOXO4	4.9287	5.7857	6.0393	6.6423	8.0724	7.07625	
LSM5	11.8609	11.9921	11.7157	12.0894	11.5381	11.694	
TOMM34	7.34555	7.77505	7.22625	8.0423	6.9046	7.4211	
ZMYM2	10.1553	10.3013	10.1775	10.5165	10.3388	10.2488	
CHMP6	4.1215	5.99605	4.7627	5.7509	4.9446	5.0458	
KIAA0907	8.5691	8.53045	8.5649	8.554	8.8193	8.97025	
CASP7	8.45715	7.7916	8.4924	8.813	7.7467	7.88225	
HK1	8.5458	8.2673	8.3776	8.4333	8.2863	7.69315	
PAPD7	10.7176	10.5285	9.793	10.4696	11.4166	11.4392	
PIGB	8.44195	8.43005	8.67765	8.2736	8.1791	8.6104	
CHEK2	7.5143	7.5955	7.58915	7.4165	7.0301	7.02525	
PLOD3	12.3019	12.0923	11.9827	11.9457	11.6076	11.6909	
ACD	8.43145	7.56865	7.73755	6.299	8.5952	8.5957	
TRAK2	7.2257	7.67695	7.86875	8.2603	7.5221	7.1935	
SUPV3L1	11.0583	10.9596	9.32065	10.3301	11.6492	11.9119	
VAPB	9.43755	9.62025	9.7564	9.7256	9.3309	9.361	
GPATCH8	6.2929	6.4522	6.7412	6.2542	7.061	6.52805	
HSPD1	10.7541	11.2333	10.6618	11.121	10.0785	10.2775	
BUB1B	9.556	9.5449	9.31605	9.1554	9.9848	9.8214	
TGFBR2	5.42725	5.738	5.1512	5.1353	5.409	5.516	
MRPL12	12.3487	12.2738	12.1522	12.252	11.1333	11.6159	
NOTCH1	8.77575	9.11905	9.0286	9.188	9.912	10.0801	
PNP	11.5574	11.8602	11.5086	11.5641	10.2522	10.8648	
SHC1	7.3046	7.37595	7.5431	7.1026	7.3841	8.27305	
ARPP19	10.5074	10.2891	10.7114	10.512	10.309	10.0821	
CEBPA	6.1804	6.59395	6.53635	5.8826	4.7961	5.3221	
PSMF1	8.52995	8.6637	8.51495	8.2425	9.1048	8.80005	
RTN2	10.537	10.5497	10.2742	9.7391	11.896	11.5259	
NPEPL1	10.5144	10.4642	10.6997	10.6119	10.7882	8.87945	
USP1	6.7823	7.0492	6.4666	6.6247	5.0719	5.71785	
RPA1	10.7512	10.7437	10.9034	10.7086	10.1718	10.2886	
SIRT3	5.95965	6.25315	6.08305	5.096	7.1905	6.19475	
KLHDC2	11.7484	11.5988	11.7058	11.7625	12.2929	11.7944	
UBQLN2	7.7347	7.5884	7.217	7.7018	7.6071	7.6193	
DMTF1	8.2118	6.6532	6.70115	8.2124	6.8284	7.0055	
SCARB1	9.1992	9.0709	9.2768	7.995	7.6298	8.37425	
CLPX	9.18985	9.14885	9.3884	9.1373	9.4807	9.2573	
TPM1	10.9133	10.8095	10.6068	11.1702	10.4505	10.5988	
TM9SF2	8.28265	8.4806	8.0152	8.1791	7.9867	7.6853	
TXNL4B	7.2858	7.71835	7.58205	8.0297	8.0379	7.8963	
ATF6	7.84935	8.31715	8.165	7.974	8.1311	8.2985	
PRR15L	7.0577	7.1476	7.01015	6.5728	6.5785	6.85445	
NUP88	11.0094	11.0101	11.2601	11.0358	10.7088	10.9124	
ST6GALNAC2	10.1596	9.50735	10.0737	10.2797	11.5043	10.1536	
ADH5	9.54775	9.8155	9.3947	10.0116	8.0257	9.46865	
FUT1	7.4683	6.862	7.368	6.7635	8.9093	7.50025	
GOLT1B	9.01565	9.37715	8.885	9.0069	8.5474	8.7244	
PRUNE	6.11475	6.7312	6.58315	6.7418	7.0568	5.99855	
PPOX	7.77255	8.31315	7.38785	7.7561	8.9872	9.26715	
SYPL1	12.4964	12.3769	12.5317	12.2989	12.2605	12.0736	
CANT1	11.6073	11.5452	11.6809	11.4436	11.6619	11.5956	
ZNF451	7.1031	7.2142	7.5223	7.0867	8.2124	7.47565	
HOMER2	9.62185	8.83975	9.16015	8.9947	8.5021	8.81395	
RALB	9.9858	10.083	10.1406	10.2236	9.2931	9.73435	
CLTB	11.4914	11.4468	11.4386	11.3289	11.1305	11.3104	
TRIM13	7.1177	7.25605	7.276	6.9124	8.3094	7.77565	
FBXO7	8.25215	7.85955	7.78555	7.9561	8.0035	7.5123	
PHKA1	6.8227	6.6635	7.2271	6.5323	6.7886	7.5449	
CYCS	9.93055	10.4463	9.69575	10.3738	8.9674	9.41	
PPARD	5.7608	5.8944	6.079	5.0561	6.8555	6.21045	
ENOSF1	5.8653	5.89665	5.8426	6.7711	6.6364	5.9706	
MAP4K4	6.0587	6.74555	6.83855	4.2903	6.1619	6.0424	
PAN2	3.7358	3.545	5.3757	6.8144	3.5737	5.1525	
STAT3	5.43405	5.54645	5.0986	5.1728	6.8103	5.1324	
LIG1	9.30575	9.46015	9.57745	9.4305	8.9821	9.05335	
PPIC	11.8686	11.6883	11.4237	11.6991	11.1913	11.2429	
EIF5	11.1471	11.2022	10.9613	10.9126	10.5023	10.9318	
GNB5	7.00895	6.85125	7.78375	6.8773	8.5202	7.6634	
GNAI1	7.1784	3.859	6.96595	4.3419	4.3822	4.48625	
INSIG1	11.0555	10.3013	10.5962	10.9321	11.862	11.6982	
DNMT3A	9.45185	8.84205	8.33655	8.635	8.7482	9.7988	
TM9SF3	8.2331	8.48075	8.524	8.817	8.9735	8.81505	
CCDC86	9.93255	10.1588	10.2625	9.2288	9.5613	9.79535	
HIST2H2BE	9.70105	9.52665	9.64545	10.0479	10.4817	10.33	
S100A4	5.94135	6.58555	6.20715	6.7156	6.615	6.1614	
SLC25A14	5.73325	5.37625	4.59105	4.0316	4.9446	5.1511	
KTN1	10.501	10.3013	10.296	10.5832	10.2695	9.98465	
TBXA2R	6.05435	5.898	5.7482	5.3896	5.7402	5.89545	
ARHGAP1	10.2618	10.3881	10.2113	10.3196	9.9639	10.3867	
FBXO11	5.9507	5.8105	5.65175	5.6226	5.7202	5.5379	
HERPUD1	7.5751	7.47515	7.59915	7.4917	8.4213	9.0179	
LPAR2	9.20225	8.827	8.76335	8.9278	8.7726	8.6624	
COASY	6.8257	6.62035	6.26895	7.0344	6.1532	6.0853	
RPL39L	4.97245	6.42145	4.3952	4.411	5.2278	4.46125	
BPHL	7.9837	7.48525	7.12765	6.8851	6.87	8.3335	
RASA1	7.9885	8.11705	7.9488	8.3925	8.1127	7.44805	
ATMIN	8.6578	8.8729	8.66765	9.0392	7.7377	8.29415	
MAPKAPK3	7.0059	6.684	6.1806	6.299	6.3967	6.3997	
